record_id,source_record_id,sample_id,element_or_analyte,analyte_reported,value,unit,medium,material,measurement_basis,value_qualifier,missing_reason,detection_limit,detection_limit_unit,original_latitude_raw,original_longitude_raw,latitude,longitude,source_crs,coordinate_transform_method,coordinate_uncertainty_m,geologic_unit,analytical_method,method_family,digestion_or_extraction,laboratory,license,source_tier,source_id,dataset_title,dataset_doi,dataset_version,source_file,source_row,source_locator,official_source_url,file_sha256,sampled_at,sample_depth_min_m,sample_depth_max_m,grain_fraction,coordinate_evidence_scope,coordinate_policy_id,coordinate_latitude_field,coordinate_longitude_field,sample_type_raw,sample_type,sample_type_mapping_status,sample_type_missing_reason,geographic_context_raw,survey_area,map_sheet,cruise_track,lithology_raw,lithology,soil_horizon_raw,soil_horizon,sediment_environment,water_body_type,water_fraction,filtered_state,geologic_unit_raw,geologic_age_raw,tectonic_setting_raw,matched_geologic_unit,geology_map_source,geology_map_version,match_method,match_scale,boundary_distance_m,match_uncertainty,geology_missing_reason,method_scope,method_assignment_basis,preparation,analytical_technique,instrument,quantitation_limit,quantitation_limit_unit,reference_materials,method_source_locator,method_publication_id,method_missing_reason,citation_id_raw,publication_id,publication_doi,citation_text_raw,citation_scope,citation_assignment_basis,upstream_primary_source_id,citation_resolution_status,citation_missing_reason,access_status,research_use_status,license_url,license_scope,attribution_required,redistribution_status,terms_verified_at
rec-ee7e8ba773e9cb10ae885ff7421b9cf68cc369970a679f9dd94e379fe7023139,src-ab6f777dc7517318db3ea73cd90f78b2e8aa156e226649f6fed9d1568fd87dbd,331-C0013C|13-lower1|Bulk,Zn,Zn,259.50,mg/kg,sediment,,clay_fraction_bulk_sediment_analysis,,,,,,,27.7902,126.8977,EPSG:4326,,,,X-ray diffraction (XRD) per publisher parameter labels,,"clay fraction, bulk analysis",,CC-BY-3.0,peer_reviewed,pangaea-east-china-sea-clay,"(Appendix A) Concentrations of major oxides and trace elements in clay from different IODP Holes of 331-C0013, 331-C0017, East China sea shelf and different Taiwan rivers",10.1594/PANGAEA.856762,2016-01-11,PANGAEA.856762.tab,88,PANGAEA.856762.tab#row=88,https://doi.pangaea.de/10.1594/PANGAEA.856762?format=textfile,b70b0d566d17d76c16e2bcad1f0ec176cca7c0efccf68243fb9ea28aac55d5e2,,,,clay fraction,,,,,Bulk,sediment_clay_fraction_bulk,exact,,331-C0013C / 13-lower1,,,331-C0013C,,,,,marine,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,X-ray diffraction (XRD) per publisher parameter labels,,,,,PANGAEA.856762.tab#parameter=Zn [mg/kg],,,,,,"[""Shao, Hebin; Yang, Shouye; Wang, Quan; Guo, Yulong (2016): (Appendix A) Concentrations of major oxides and trace elements in clay from different IODP Holes of 331-C0013, 331-C0017, East China sea shelf and different Taiwan rivers. PANGAEA. https://doi.org/10.1594/PANGAEA.856762""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-37568ec884b1a951b0b05854b5d2be0d4adeb12d288e13092b4ae0e974566105,src-33b0c4acb3d5bc5c1ef19ffb96c9af2522e8ef86aaea33fba897580ed2aa64ca,331-C0013C|13-lower2|Bulk,Cr,Cr,0.85,mg/kg,sediment,,clay_fraction_bulk_sediment_analysis,,,,,,,27.7902,126.8977,EPSG:4326,,,,X-ray diffraction (XRD) per publisher parameter labels,,"clay fraction, bulk analysis",,CC-BY-3.0,peer_reviewed,pangaea-east-china-sea-clay,"(Appendix A) Concentrations of major oxides and trace elements in clay from different IODP Holes of 331-C0013, 331-C0017, East China sea shelf and different Taiwan rivers",10.1594/PANGAEA.856762,2016-01-11,PANGAEA.856762.tab,89,PANGAEA.856762.tab#row=89,https://doi.pangaea.de/10.1594/PANGAEA.856762?format=textfile,b70b0d566d17d76c16e2bcad1f0ec176cca7c0efccf68243fb9ea28aac55d5e2,,,,clay fraction,,,,,Bulk,sediment_clay_fraction_bulk,exact,,331-C0013C / 13-lower2,,,331-C0013C,,,,,marine,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,X-ray diffraction (XRD) per publisher parameter labels,,,,,PANGAEA.856762.tab#parameter=Cr [mg/kg],,,,,,"[""Shao, Hebin; Yang, Shouye; Wang, Quan; Guo, Yulong (2016): (Appendix A) Concentrations of major oxides and trace elements in clay from different IODP Holes of 331-C0013, 331-C0017, East China sea shelf and different Taiwan rivers. PANGAEA. https://doi.org/10.1594/PANGAEA.856762""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-675315f8006fcc1b70fcb65b3d86e692ea421bcef382f4f7a1e8564cad8c15c9,src-33b0c4acb3d5bc5c1ef19ffb96c9af2522e8ef86aaea33fba897580ed2aa64ca,331-C0013C|13-lower2|Bulk,Cu,Cu,24.54,mg/kg,sediment,,clay_fraction_bulk_sediment_analysis,,,,,,,27.7902,126.8977,EPSG:4326,,,,X-ray diffraction (XRD) per publisher parameter labels,,"clay fraction, bulk analysis",,CC-BY-3.0,peer_reviewed,pangaea-east-china-sea-clay,"(Appendix A) Concentrations of major oxides and trace elements in clay from different IODP Holes of 331-C0013, 331-C0017, East China sea shelf and different Taiwan rivers",10.1594/PANGAEA.856762,2016-01-11,PANGAEA.856762.tab,89,PANGAEA.856762.tab#row=89,https://doi.pangaea.de/10.1594/PANGAEA.856762?format=textfile,b70b0d566d17d76c16e2bcad1f0ec176cca7c0efccf68243fb9ea28aac55d5e2,,,,clay fraction,,,,,Bulk,sediment_clay_fraction_bulk,exact,,331-C0013C / 13-lower2,,,331-C0013C,,,,,marine,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,X-ray diffraction (XRD) per publisher parameter labels,,,,,PANGAEA.856762.tab#parameter=Cu [mg/kg],,,,,,"[""Shao, Hebin; Yang, Shouye; Wang, Quan; Guo, Yulong (2016): (Appendix A) Concentrations of major oxides and trace elements in clay from different IODP Holes of 331-C0013, 331-C0017, East China sea shelf and different Taiwan rivers. PANGAEA. https://doi.org/10.1594/PANGAEA.856762""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-7f5f5669b53414aad39059888e297c9c6652e2102f732b8d884b180b5bec5edb,src-33b0c4acb3d5bc5c1ef19ffb96c9af2522e8ef86aaea33fba897580ed2aa64ca,331-C0013C|13-lower2|Bulk,Pb,Pb,193.20,mg/kg,sediment,,clay_fraction_bulk_sediment_analysis,,,,,,,27.7902,126.8977,EPSG:4326,,,,X-ray diffraction (XRD) per publisher parameter labels,,"clay fraction, bulk analysis",,CC-BY-3.0,peer_reviewed,pangaea-east-china-sea-clay,"(Appendix A) Concentrations of major oxides and trace elements in clay from different IODP Holes of 331-C0013, 331-C0017, East China sea shelf and different Taiwan rivers",10.1594/PANGAEA.856762,2016-01-11,PANGAEA.856762.tab,89,PANGAEA.856762.tab#row=89,https://doi.pangaea.de/10.1594/PANGAEA.856762?format=textfile,b70b0d566d17d76c16e2bcad1f0ec176cca7c0efccf68243fb9ea28aac55d5e2,,,,clay fraction,,,,,Bulk,sediment_clay_fraction_bulk,exact,,331-C0013C / 13-lower2,,,331-C0013C,,,,,marine,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,X-ray diffraction (XRD) per publisher parameter labels,,,,,PANGAEA.856762.tab#parameter=Pb [mg/kg],,,,,,"[""Shao, Hebin; Yang, Shouye; Wang, Quan; Guo, Yulong (2016): (Appendix A) Concentrations of major oxides and trace elements in clay from different IODP Holes of 331-C0013, 331-C0017, East China sea shelf and different Taiwan rivers. PANGAEA. https://doi.org/10.1594/PANGAEA.856762""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-c49f610e1bc10739b253effb948b99f9e8acf0524f421a793d4c3327e9bc0be8,src-33b0c4acb3d5bc5c1ef19ffb96c9af2522e8ef86aaea33fba897580ed2aa64ca,331-C0013C|13-lower2|Bulk,Zn,Zn,239.70,mg/kg,sediment,,clay_fraction_bulk_sediment_analysis,,,,,,,27.7902,126.8977,EPSG:4326,,,,X-ray diffraction (XRD) per publisher parameter labels,,"clay fraction, bulk analysis",,CC-BY-3.0,peer_reviewed,pangaea-east-china-sea-clay,"(Appendix A) Concentrations of major oxides and trace elements in clay from different IODP Holes of 331-C0013, 331-C0017, East China sea shelf and different Taiwan rivers",10.1594/PANGAEA.856762,2016-01-11,PANGAEA.856762.tab,89,PANGAEA.856762.tab#row=89,https://doi.pangaea.de/10.1594/PANGAEA.856762?format=textfile,b70b0d566d17d76c16e2bcad1f0ec176cca7c0efccf68243fb9ea28aac55d5e2,,,,clay fraction,,,,,Bulk,sediment_clay_fraction_bulk,exact,,331-C0013C / 13-lower2,,,331-C0013C,,,,,marine,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,X-ray diffraction (XRD) per publisher parameter labels,,,,,PANGAEA.856762.tab#parameter=Zn [mg/kg],,,,,,"[""Shao, Hebin; Yang, Shouye; Wang, Quan; Guo, Yulong (2016): (Appendix A) Concentrations of major oxides and trace elements in clay from different IODP Holes of 331-C0013, 331-C0017, East China sea shelf and different Taiwan rivers. PANGAEA. https://doi.org/10.1594/PANGAEA.856762""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-4fc30937198d46ee9a5bd3e0d480067ce6377dd126fbe7adcb777de64ff35bb4,src-262cde679e337fb5f68a634a683a88e80d725b0026225f6deb157bc730f6a767,331-C0013C|13-lower3|Bulk,Cr,Cr,1.14,mg/kg,sediment,,clay_fraction_bulk_sediment_analysis,,,,,,,27.7902,126.8977,EPSG:4326,,,,X-ray diffraction (XRD) per publisher parameter labels,,"clay fraction, bulk analysis",,CC-BY-3.0,peer_reviewed,pangaea-east-china-sea-clay,"(Appendix A) Concentrations of major oxides and trace elements in clay from different IODP Holes of 331-C0013, 331-C0017, East China sea shelf and different Taiwan rivers",10.1594/PANGAEA.856762,2016-01-11,PANGAEA.856762.tab,90,PANGAEA.856762.tab#row=90,https://doi.pangaea.de/10.1594/PANGAEA.856762?format=textfile,b70b0d566d17d76c16e2bcad1f0ec176cca7c0efccf68243fb9ea28aac55d5e2,,,,clay fraction,,,,,Bulk,sediment_clay_fraction_bulk,exact,,331-C0013C / 13-lower3,,,331-C0013C,,,,,marine,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,X-ray diffraction (XRD) per publisher parameter labels,,,,,PANGAEA.856762.tab#parameter=Cr [mg/kg],,,,,,"[""Shao, Hebin; Yang, Shouye; Wang, Quan; Guo, Yulong (2016): (Appendix A) Concentrations of major oxides and trace elements in clay from different IODP Holes of 331-C0013, 331-C0017, East China sea shelf and different Taiwan rivers. PANGAEA. https://doi.org/10.1594/PANGAEA.856762""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-207cf29bad6701ed48f7c7bd87ecae2f722ac8eafebabd974055a9cb6b11491d,src-262cde679e337fb5f68a634a683a88e80d725b0026225f6deb157bc730f6a767,331-C0013C|13-lower3|Bulk,Cu,Cu,5.37,mg/kg,sediment,,clay_fraction_bulk_sediment_analysis,,,,,,,27.7902,126.8977,EPSG:4326,,,,X-ray diffraction (XRD) per publisher parameter labels,,"clay fraction, bulk analysis",,CC-BY-3.0,peer_reviewed,pangaea-east-china-sea-clay,"(Appendix A) Concentrations of major oxides and trace elements in clay from different IODP Holes of 331-C0013, 331-C0017, East China sea shelf and different Taiwan rivers",10.1594/PANGAEA.856762,2016-01-11,PANGAEA.856762.tab,90,PANGAEA.856762.tab#row=90,https://doi.pangaea.de/10.1594/PANGAEA.856762?format=textfile,b70b0d566d17d76c16e2bcad1f0ec176cca7c0efccf68243fb9ea28aac55d5e2,,,,clay fraction,,,,,Bulk,sediment_clay_fraction_bulk,exact,,331-C0013C / 13-lower3,,,331-C0013C,,,,,marine,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,X-ray diffraction (XRD) per publisher parameter labels,,,,,PANGAEA.856762.tab#parameter=Cu [mg/kg],,,,,,"[""Shao, Hebin; Yang, Shouye; Wang, Quan; Guo, Yulong (2016): (Appendix A) Concentrations of major oxides and trace elements in clay from different IODP Holes of 331-C0013, 331-C0017, East China sea shelf and different Taiwan rivers. PANGAEA. https://doi.org/10.1594/PANGAEA.856762""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-57990fee4e5495eddb3ea107dcbcc20ded32330326f8ce0acb3a7e97b06ebf39,src-262cde679e337fb5f68a634a683a88e80d725b0026225f6deb157bc730f6a767,331-C0013C|13-lower3|Bulk,Pb,Pb,140.90,mg/kg,sediment,,clay_fraction_bulk_sediment_analysis,,,,,,,27.7902,126.8977,EPSG:4326,,,,X-ray diffraction (XRD) per publisher parameter labels,,"clay fraction, bulk analysis",,CC-BY-3.0,peer_reviewed,pangaea-east-china-sea-clay,"(Appendix A) Concentrations of major oxides and trace elements in clay from different IODP Holes of 331-C0013, 331-C0017, East China sea shelf and different Taiwan rivers",10.1594/PANGAEA.856762,2016-01-11,PANGAEA.856762.tab,90,PANGAEA.856762.tab#row=90,https://doi.pangaea.de/10.1594/PANGAEA.856762?format=textfile,b70b0d566d17d76c16e2bcad1f0ec176cca7c0efccf68243fb9ea28aac55d5e2,,,,clay fraction,,,,,Bulk,sediment_clay_fraction_bulk,exact,,331-C0013C / 13-lower3,,,331-C0013C,,,,,marine,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,X-ray diffraction (XRD) per publisher parameter labels,,,,,PANGAEA.856762.tab#parameter=Pb [mg/kg],,,,,,"[""Shao, Hebin; Yang, Shouye; Wang, Quan; Guo, Yulong (2016): (Appendix A) Concentrations of major oxides and trace elements in clay from different IODP Holes of 331-C0013, 331-C0017, East China sea shelf and different Taiwan rivers. PANGAEA. https://doi.org/10.1594/PANGAEA.856762""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-559734e6981472c6e3b812822f1861de0940ad05ba98b3be9ece21f136fcfd65,src-262cde679e337fb5f68a634a683a88e80d725b0026225f6deb157bc730f6a767,331-C0013C|13-lower3|Bulk,Zn,Zn,200.40,mg/kg,sediment,,clay_fraction_bulk_sediment_analysis,,,,,,,27.7902,126.8977,EPSG:4326,,,,X-ray diffraction (XRD) per publisher parameter labels,,"clay fraction, bulk analysis",,CC-BY-3.0,peer_reviewed,pangaea-east-china-sea-clay,"(Appendix A) Concentrations of major oxides and trace elements in clay from different IODP Holes of 331-C0013, 331-C0017, East China sea shelf and different Taiwan rivers",10.1594/PANGAEA.856762,2016-01-11,PANGAEA.856762.tab,90,PANGAEA.856762.tab#row=90,https://doi.pangaea.de/10.1594/PANGAEA.856762?format=textfile,b70b0d566d17d76c16e2bcad1f0ec176cca7c0efccf68243fb9ea28aac55d5e2,,,,clay fraction,,,,,Bulk,sediment_clay_fraction_bulk,exact,,331-C0013C / 13-lower3,,,331-C0013C,,,,,marine,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,X-ray diffraction (XRD) per publisher parameter labels,,,,,PANGAEA.856762.tab#parameter=Zn [mg/kg],,,,,,"[""Shao, Hebin; Yang, Shouye; Wang, Quan; Guo, Yulong (2016): (Appendix A) Concentrations of major oxides and trace elements in clay from different IODP Holes of 331-C0013, 331-C0017, East China sea shelf and different Taiwan rivers. PANGAEA. https://doi.org/10.1594/PANGAEA.856762""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-e21f268ab2b63796b4ef7b575c05264a2904152c7410a3bae94027c255454afe,src-cd3e94cc163b591f38f04d3729f17cc10847e90f652d4393e1abedb8f88d985b,331-C0013C|13-lower4|Bulk,Cr,Cr,1.05,mg/kg,sediment,,clay_fraction_bulk_sediment_analysis,,,,,,,27.7902,126.8977,EPSG:4326,,,,X-ray diffraction (XRD) per publisher parameter labels,,"clay fraction, bulk analysis",,CC-BY-3.0,peer_reviewed,pangaea-east-china-sea-clay,"(Appendix A) Concentrations of major oxides and trace elements in clay from different IODP Holes of 331-C0013, 331-C0017, East China sea shelf and different Taiwan rivers",10.1594/PANGAEA.856762,2016-01-11,PANGAEA.856762.tab,91,PANGAEA.856762.tab#row=91,https://doi.pangaea.de/10.1594/PANGAEA.856762?format=textfile,b70b0d566d17d76c16e2bcad1f0ec176cca7c0efccf68243fb9ea28aac55d5e2,,,,clay fraction,,,,,Bulk,sediment_clay_fraction_bulk,exact,,331-C0013C / 13-lower4,,,331-C0013C,,,,,marine,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,X-ray diffraction (XRD) per publisher parameter labels,,,,,PANGAEA.856762.tab#parameter=Cr [mg/kg],,,,,,"[""Shao, Hebin; Yang, Shouye; Wang, Quan; Guo, Yulong (2016): (Appendix A) Concentrations of major oxides and trace elements in clay from different IODP Holes of 331-C0013, 331-C0017, East China sea shelf and different Taiwan rivers. PANGAEA. https://doi.org/10.1594/PANGAEA.856762""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-ce36031941d1da048bbc3d588e503568846940e859d64676cad965e76adc1da7,src-cd3e94cc163b591f38f04d3729f17cc10847e90f652d4393e1abedb8f88d985b,331-C0013C|13-lower4|Bulk,Cu,Cu,34.06,mg/kg,sediment,,clay_fraction_bulk_sediment_analysis,,,,,,,27.7902,126.8977,EPSG:4326,,,,X-ray diffraction (XRD) per publisher parameter labels,,"clay fraction, bulk analysis",,CC-BY-3.0,peer_reviewed,pangaea-east-china-sea-clay,"(Appendix A) Concentrations of major oxides and trace elements in clay from different IODP Holes of 331-C0013, 331-C0017, East China sea shelf and different Taiwan rivers",10.1594/PANGAEA.856762,2016-01-11,PANGAEA.856762.tab,91,PANGAEA.856762.tab#row=91,https://doi.pangaea.de/10.1594/PANGAEA.856762?format=textfile,b70b0d566d17d76c16e2bcad1f0ec176cca7c0efccf68243fb9ea28aac55d5e2,,,,clay fraction,,,,,Bulk,sediment_clay_fraction_bulk,exact,,331-C0013C / 13-lower4,,,331-C0013C,,,,,marine,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,X-ray diffraction (XRD) per publisher parameter labels,,,,,PANGAEA.856762.tab#parameter=Cu [mg/kg],,,,,,"[""Shao, Hebin; Yang, Shouye; Wang, Quan; Guo, Yulong (2016): (Appendix A) Concentrations of major oxides and trace elements in clay from different IODP Holes of 331-C0013, 331-C0017, East China sea shelf and different Taiwan rivers. PANGAEA. https://doi.org/10.1594/PANGAEA.856762""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-df8617869382753bc897b6694659ec7d3c8f0018479d4d66b32e185313d6993d,src-cd3e94cc163b591f38f04d3729f17cc10847e90f652d4393e1abedb8f88d985b,331-C0013C|13-lower4|Bulk,Pb,Pb,28.90,mg/kg,sediment,,clay_fraction_bulk_sediment_analysis,,,,,,,27.7902,126.8977,EPSG:4326,,,,X-ray diffraction (XRD) per publisher parameter labels,,"clay fraction, bulk analysis",,CC-BY-3.0,peer_reviewed,pangaea-east-china-sea-clay,"(Appendix A) Concentrations of major oxides and trace elements in clay from different IODP Holes of 331-C0013, 331-C0017, East China sea shelf and different Taiwan rivers",10.1594/PANGAEA.856762,2016-01-11,PANGAEA.856762.tab,91,PANGAEA.856762.tab#row=91,https://doi.pangaea.de/10.1594/PANGAEA.856762?format=textfile,b70b0d566d17d76c16e2bcad1f0ec176cca7c0efccf68243fb9ea28aac55d5e2,,,,clay fraction,,,,,Bulk,sediment_clay_fraction_bulk,exact,,331-C0013C / 13-lower4,,,331-C0013C,,,,,marine,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,X-ray diffraction (XRD) per publisher parameter labels,,,,,PANGAEA.856762.tab#parameter=Pb [mg/kg],,,,,,"[""Shao, Hebin; Yang, Shouye; Wang, Quan; Guo, Yulong (2016): (Appendix A) Concentrations of major oxides and trace elements in clay from different IODP Holes of 331-C0013, 331-C0017, East China sea shelf and different Taiwan rivers. PANGAEA. https://doi.org/10.1594/PANGAEA.856762""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-fdad36c22d06d860b7044e3a5eacabf5778060054f11702d21f1dfcbe59d36f4,src-cd3e94cc163b591f38f04d3729f17cc10847e90f652d4393e1abedb8f88d985b,331-C0013C|13-lower4|Bulk,Zn,Zn,105.00,mg/kg,sediment,,clay_fraction_bulk_sediment_analysis,,,,,,,27.7902,126.8977,EPSG:4326,,,,X-ray diffraction (XRD) per publisher parameter labels,,"clay fraction, bulk analysis",,CC-BY-3.0,peer_reviewed,pangaea-east-china-sea-clay,"(Appendix A) Concentrations of major oxides and trace elements in clay from different IODP Holes of 331-C0013, 331-C0017, East China sea shelf and different Taiwan rivers",10.1594/PANGAEA.856762,2016-01-11,PANGAEA.856762.tab,91,PANGAEA.856762.tab#row=91,https://doi.pangaea.de/10.1594/PANGAEA.856762?format=textfile,b70b0d566d17d76c16e2bcad1f0ec176cca7c0efccf68243fb9ea28aac55d5e2,,,,clay fraction,,,,,Bulk,sediment_clay_fraction_bulk,exact,,331-C0013C / 13-lower4,,,331-C0013C,,,,,marine,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,X-ray diffraction (XRD) per publisher parameter labels,,,,,PANGAEA.856762.tab#parameter=Zn [mg/kg],,,,,,"[""Shao, Hebin; Yang, Shouye; Wang, Quan; Guo, Yulong (2016): (Appendix A) Concentrations of major oxides and trace elements in clay from different IODP Holes of 331-C0013, 331-C0017, East China sea shelf and different Taiwan rivers. PANGAEA. https://doi.org/10.1594/PANGAEA.856762""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
