item_id,record_id,source_id,stage_owner,severity,status,issue_code,field,observed_value,detail,recommended_action,auto_recheck
ITER|rec-87c3c4fae6d6df3376237b73d9dc3efb641919fd2533735f9f7222d7756b3823|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-87c3c4fae6d6df3376237b73d9dc3efb641919fd2533735f9f7222d7756b3823,japan-gsj-geochemical-map,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-88bcacc4706b88a8e93cae159020efcf0a46c7a8fcfd638e89e9e2fb4f630484|ANALYTICAL_METHOD_MISSING|analytical_method|,rec-88bcacc4706b88a8e93cae159020efcf0a46c7a8fcfd638e89e9e2fb4f630484,japan-gsj-geochemical-map,D1,warning,action_required,ANALYTICAL_METHOD_MISSING,analytical_method,,分析方法证据缺失，跨来源浓度与元素组合不可可靠比较。,回查数据字典、方法论文或记录级元数据；同时绑定 method_source_locator，未找到时保留缺失原因。,true
ITER|rec-88bcacc4706b88a8e93cae159020efcf0a46c7a8fcfd638e89e9e2fb4f630484|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-88bcacc4706b88a8e93cae159020efcf0a46c7a8fcfd638e89e9e2fb4f630484,japan-gsj-geochemical-map,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-88c26c533d39aa26b9c2f6a522c29398bff72ed9f9d13bf4b5b1e492c108d787|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-88c26c533d39aa26b9c2f6a522c29398bff72ed9f9d13bf4b5b1e492c108d787,pangaea-north-africa-soil,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-88dc56e9a1831cb9f64d9455141d3e6c725c95f181f6f1724948236e9115844b|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-88dc56e9a1831cb9f64d9455141d3e6c725c95f181f6f1724948236e9115844b,foregs-stream-sediment,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-88e1caec9dbb08c4e87efe4f193aaad9e48861cbe7b7433531686ea399cf773a|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-88e1caec9dbb08c4e87efe4f193aaad9e48861cbe7b7433531686ea399cf773a,norway-marchem,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-892f9d1e4470378959e8ad3228da1874b261c1405640749aa8037bec197118f4|ANALYTICAL_METHOD_MISSING|analytical_method|,rec-892f9d1e4470378959e8ad3228da1874b261c1405640749aa8037bec197118f4,usgs-conus-soil,D1,warning,action_required,ANALYTICAL_METHOD_MISSING,analytical_method,,分析方法证据缺失，跨来源浓度与元素组合不可可靠比较。,回查数据字典、方法论文或记录级元数据；同时绑定 method_source_locator，未找到时保留缺失原因。,true
ITER|rec-892f9d1e4470378959e8ad3228da1874b261c1405640749aa8037bec197118f4|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-892f9d1e4470378959e8ad3228da1874b261c1405640749aa8037bec197118f4,usgs-conus-soil,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-893fe99c514ba2f8e7f6034e181ef740db6ec37d19e308aa7aa8cc97dceb02b8|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-893fe99c514ba2f8e7f6034e181ef740db6ec37d19e308aa7aa8cc97dceb02b8,foregs-subsoil,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-895afe71a511bc22952e549ece8df73e0a7ae377a9cc150953ee9a9d289180bd|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-895afe71a511bc22952e549ece8df73e0a7ae377a9cc150953ee9a9d289180bd,us-wqp-sacramento-river-arsenic,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-89bc40f1faa239ad70b5c4e1bb8ac8c53721bab2ac94c0ae2ea923cc7ebcaf96|ANALYTICAL_METHOD_MISSING|analytical_method|,rec-89bc40f1faa239ad70b5c4e1bb8ac8c53721bab2ac94c0ae2ea923cc7ebcaf96,georoc-archaean,D1,warning,action_required,ANALYTICAL_METHOD_MISSING,analytical_method,,分析方法证据缺失，跨来源浓度与元素组合不可可靠比较。,回查数据字典、方法论文或记录级元数据；同时绑定 method_source_locator，未找到时保留缺失原因。,true
ITER|rec-89bc40f1faa239ad70b5c4e1bb8ac8c53721bab2ac94c0ae2ea923cc7ebcaf96|COORDINATE_UNUSABLE|latitude%2Clongitude|%2C,rec-89bc40f1faa239ad70b5c4e1bb8ac8c53721bab2ac94c0ae2ea923cc7ebcaf96,georoc-archaean,D1,error,action_required,COORDINATE_UNUSABLE,"latitude,longitude",",",WGS84 坐标缺失、非数值或超出合法范围，因此不能上图。,从原始来源恢复坐标与 CRS；若只提供区域名称，保留缺失并记录原因，不得填区域质心。,true
ITER|rec-89bc40f1faa239ad70b5c4e1bb8ac8c53721bab2ac94c0ae2ea923cc7ebcaf96|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-89bc40f1faa239ad70b5c4e1bb8ac8c53721bab2ac94c0ae2ea923cc7ebcaf96,georoc-archaean,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-8a1e43ea89dd541d7d4536af3365e005113c9bf8f26150921487751836b0250e|ANALYTICAL_METHOD_MISSING|analytical_method|,rec-8a1e43ea89dd541d7d4536af3365e005113c9bf8f26150921487751836b0250e,japan-gsj-geochemical-map,D1,warning,action_required,ANALYTICAL_METHOD_MISSING,analytical_method,,分析方法证据缺失，跨来源浓度与元素组合不可可靠比较。,回查数据字典、方法论文或记录级元数据；同时绑定 method_source_locator，未找到时保留缺失原因。,true
ITER|rec-8a1e43ea89dd541d7d4536af3365e005113c9bf8f26150921487751836b0250e|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-8a1e43ea89dd541d7d4536af3365e005113c9bf8f26150921487751836b0250e,japan-gsj-geochemical-map,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-8a9ecf5805136c5647a1bbb41b1eac36848ca6b8270b9b48dff1df5863ca452c|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-8a9ecf5805136c5647a1bbb41b1eac36848ca6b8270b9b48dff1df5863ca452c,norway-marchem,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-8ab6e8acd7570499b09ac4a8166cd63aaa3c651bb4c8085ebbb5f9dd4c9ba578|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-8ab6e8acd7570499b09ac4a8166cd63aaa3c651bb4c8085ebbb5f9dd4c9ba578,norway-marchem,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-8b72f7fb21fb01b8fc34079bca4d65ab3e561e7b4db4d56161cfc3403e69ea9a|COORDINATE_UNUSABLE|latitude%2Clongitude|%2C,rec-8b72f7fb21fb01b8fc34079bca4d65ab3e561e7b4db4d56161cfc3403e69ea9a,afsis-phase-i-wet-chemistry,D1,error,action_required,COORDINATE_UNUSABLE,"latitude,longitude",",",WGS84 坐标缺失、非数值或超出合法范围，因此不能上图。,从原始来源恢复坐标与 CRS；若只提供区域名称，保留缺失并记录原因，不得填区域质心。,true
ITER|rec-8b72f7fb21fb01b8fc34079bca4d65ab3e561e7b4db4d56161cfc3403e69ea9a|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-8b72f7fb21fb01b8fc34079bca4d65ab3e561e7b4db4d56161cfc3403e69ea9a,afsis-phase-i-wet-chemistry,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-8be62c5a14e9df91763f5c6ccc491ecd22f2e9b48e15acca23413713f442d039|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-8be62c5a14e9df91763f5c6ccc491ecd22f2e9b48e15acca23413713f442d039,norway-marchem,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-8c6588501dafe3429255b9b25595b6572a1ee5cad983bdac14274751f93c6cf2|COORDINATE_UNUSABLE|latitude%2Clongitude|%2C,rec-8c6588501dafe3429255b9b25595b6572a1ee5cad983bdac14274751f93c6cf2,afsis-phase-i-wet-chemistry,D1,error,action_required,COORDINATE_UNUSABLE,"latitude,longitude",",",WGS84 坐标缺失、非数值或超出合法范围，因此不能上图。,从原始来源恢复坐标与 CRS；若只提供区域名称，保留缺失并记录原因，不得填区域质心。,true
ITER|rec-8c6588501dafe3429255b9b25595b6572a1ee5cad983bdac14274751f93c6cf2|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-8c6588501dafe3429255b9b25595b6572a1ee5cad983bdac14274751f93c6cf2,afsis-phase-i-wet-chemistry,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-8c70b253e7f30a555e8d5d9dbe13d0526ae301b78672b4e08622db2d5240cd5d|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-8c70b253e7f30a555e8d5d9dbe13d0526ae301b78672b4e08622db2d5240cd5d,foregs-humus,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-8c85a22886055437f477e6cddaa88e35efff8bc110eb2b0ce5bb3d5e62767069|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-8c85a22886055437f477e6cddaa88e35efff8bc110eb2b0ce5bb3d5e62767069,foregs-stream-sediment,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-8de6c26833a53262dc001d5d69cc60c591b66f470c8ba033aab8353bba764d35|CENSORED_OBSERVATION|censored|%3C,rec-8de6c26833a53262dc001d5d69cc60c591b66f470c8ba033aab8353bba764d35,gemstat-open-archive,D2,info,scientific_limit,CENSORED_OBSERVATION,censored,<,这是检出限/定量限约束的删失观测，不等同于零，也不自动视为采集失败。,保留原始 qualifier 与 censoring limit；默认从普通相关和异常筛查中排除，或使用明确的删失统计模型。,false
ITER|rec-8de6c26833a53262dc001d5d69cc60c591b66f470c8ba033aab8353bba764d35|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-8de6c26833a53262dc001d5d69cc60c591b66f470c8ba033aab8353bba764d35,gemstat-open-archive,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-8e18fdc2e13e33a41f10408e7e912a2b00eeb1e79ffaffdf625fe1b1fe65f877|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-8e18fdc2e13e33a41f10408e7e912a2b00eeb1e79ffaffdf625fe1b1fe65f877,foregs-topsoil,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-8e9601022630b2a226d1b01fd8596565803dfd899ca39183e274d7a9751da5cc|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-8e9601022630b2a226d1b01fd8596565803dfd899ca39183e274d7a9751da5cc,norway-marchem,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-8eea4b6f3201b3783d08802f71782c1aff506ecad52020632a7ef079c8240bb1|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-8eea4b6f3201b3783d08802f71782c1aff506ecad52020632a7ef079c8240bb1,us-wqp-sacramento-river-arsenic,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-8f66ad4562074a7b66319c19172e616272d43f908f539ae2e15e2ca9463aee0b|ANALYTICAL_METHOD_MISSING|analytical_method|,rec-8f66ad4562074a7b66319c19172e616272d43f908f539ae2e15e2ca9463aee0b,usgs-conus-soil,D1,warning,action_required,ANALYTICAL_METHOD_MISSING,analytical_method,,分析方法证据缺失，跨来源浓度与元素组合不可可靠比较。,回查数据字典、方法论文或记录级元数据；同时绑定 method_source_locator，未找到时保留缺失原因。,true
ITER|rec-8f66ad4562074a7b66319c19172e616272d43f908f539ae2e15e2ca9463aee0b|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-8f66ad4562074a7b66319c19172e616272d43f908f539ae2e15e2ca9463aee0b,usgs-conus-soil,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-8f83037e1e6497e0272aa79964541046c364c3719c16d3f8c991ffd8dad20ea7|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-8f83037e1e6497e0272aa79964541046c364c3719c16d3f8c991ffd8dad20ea7,foregs-stream-sediment,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-8fe72c876ec0c87c9623d8bcbb39682381dd6ce127f98c2b095dcb08742f9b97|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-8fe72c876ec0c87c9623d8bcbb39682381dd6ce127f98c2b095dcb08742f9b97,geotraces-idp2025,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-905697a776222545b74abb0aabbe10b3e86b77cf7e53d630dd8c12c63a016be1|CENSORED_OBSERVATION|censored|%3C,rec-905697a776222545b74abb0aabbe10b3e86b77cf7e53d630dd8c12c63a016be1,norway-marchem,D2,info,scientific_limit,CENSORED_OBSERVATION,censored,<,这是检出限/定量限约束的删失观测，不等同于零，也不自动视为采集失败。,保留原始 qualifier 与 censoring limit；默认从普通相关和异常筛查中排除，或使用明确的删失统计模型。,false
ITER|rec-905697a776222545b74abb0aabbe10b3e86b77cf7e53d630dd8c12c63a016be1|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-905697a776222545b74abb0aabbe10b3e86b77cf7e53d630dd8c12c63a016be1,norway-marchem,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-9067154998951591060dc863baaac3977dcf468457e4e30de64e4d5934e2cecb|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-9067154998951591060dc863baaac3977dcf468457e4e30de64e4d5934e2cecb,foregs-stream-sediment,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-907dd8787e21f3b6d5e446fb10ec42cb24361ee572189cdb11feda9f9b1983cf|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-907dd8787e21f3b6d5e446fb10ec42cb24361ee572189cdb11feda9f9b1983cf,norway-marchem,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-90882f48a89b7d2f410e27da51ed96c6ae90929f65753850561994a90f7a01b7|CENSORED_OBSERVATION|censored|%3C,rec-90882f48a89b7d2f410e27da51ed96c6ae90929f65753850561994a90f7a01b7,gemstat-open-archive,D2,info,scientific_limit,CENSORED_OBSERVATION,censored,<,这是检出限/定量限约束的删失观测，不等同于零，也不自动视为采集失败。,保留原始 qualifier 与 censoring limit；默认从普通相关和异常筛查中排除，或使用明确的删失统计模型。,false
ITER|rec-90882f48a89b7d2f410e27da51ed96c6ae90929f65753850561994a90f7a01b7|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-90882f48a89b7d2f410e27da51ed96c6ae90929f65753850561994a90f7a01b7,gemstat-open-archive,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-90e8225fadedb8a5d8b24b4c9496c06dc99edff5124d47ba6ce5a4c2f476a900|ANALYTICAL_METHOD_MISSING|analytical_method|,rec-90e8225fadedb8a5d8b24b4c9496c06dc99edff5124d47ba6ce5a4c2f476a900,georoc-archaean,D1,warning,action_required,ANALYTICAL_METHOD_MISSING,analytical_method,,分析方法证据缺失，跨来源浓度与元素组合不可可靠比较。,回查数据字典、方法论文或记录级元数据；同时绑定 method_source_locator，未找到时保留缺失原因。,true
ITER|rec-90e8225fadedb8a5d8b24b4c9496c06dc99edff5124d47ba6ce5a4c2f476a900|COORDINATE_UNUSABLE|latitude%2Clongitude|%2C,rec-90e8225fadedb8a5d8b24b4c9496c06dc99edff5124d47ba6ce5a4c2f476a900,georoc-archaean,D1,error,action_required,COORDINATE_UNUSABLE,"latitude,longitude",",",WGS84 坐标缺失、非数值或超出合法范围，因此不能上图。,从原始来源恢复坐标与 CRS；若只提供区域名称，保留缺失并记录原因，不得填区域质心。,true
ITER|rec-90e8225fadedb8a5d8b24b4c9496c06dc99edff5124d47ba6ce5a4c2f476a900|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-90e8225fadedb8a5d8b24b4c9496c06dc99edff5124d47ba6ce5a4c2f476a900,georoc-archaean,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-90fa1ed4f2cc9f2a217c1f03b57e1efb6297476fa1f17510ab36a52e542b159d|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-90fa1ed4f2cc9f2a217c1f03b57e1efb6297476fa1f17510ab36a52e542b159d,foregs-topsoil,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-91119bdee1fe7059ba4b458df1466bf165f3baeb0e0d8a3d2be60367a77addc8|CENSORED_OBSERVATION|censored|%3C,rec-91119bdee1fe7059ba4b458df1466bf165f3baeb0e0d8a3d2be60367a77addc8,gemstat-open-archive,D2,info,scientific_limit,CENSORED_OBSERVATION,censored,<,这是检出限/定量限约束的删失观测，不等同于零，也不自动视为采集失败。,保留原始 qualifier 与 censoring limit；默认从普通相关和异常筛查中排除，或使用明确的删失统计模型。,false
ITER|rec-91119bdee1fe7059ba4b458df1466bf165f3baeb0e0d8a3d2be60367a77addc8|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-91119bdee1fe7059ba4b458df1466bf165f3baeb0e0d8a3d2be60367a77addc8,gemstat-open-archive,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-914577b5278341e85fc9cc755cf0f53408e107c9d204c9c1ab661fbdbac035d0|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-914577b5278341e85fc9cc755cf0f53408e107c9d204c9c1ab661fbdbac035d0,foregs-stream-sediment,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-916b30fc2e56880cae80c158ec0feba6d8be29aef9bdeaff815ecd143dacf50c|ANALYTICAL_METHOD_MISSING|analytical_method|,rec-916b30fc2e56880cae80c158ec0feba6d8be29aef9bdeaff815ecd143dacf50c,japan-gsj-geochemical-map,D1,warning,action_required,ANALYTICAL_METHOD_MISSING,analytical_method,,分析方法证据缺失，跨来源浓度与元素组合不可可靠比较。,回查数据字典、方法论文或记录级元数据；同时绑定 method_source_locator，未找到时保留缺失原因。,true
ITER|rec-916b30fc2e56880cae80c158ec0feba6d8be29aef9bdeaff815ecd143dacf50c|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-916b30fc2e56880cae80c158ec0feba6d8be29aef9bdeaff815ecd143dacf50c,japan-gsj-geochemical-map,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-91b68b102134ca365a41c8852838a53b0fe9dc6f43805cd4f83e20dbf6df0199|ANALYTICAL_METHOD_MISSING|analytical_method|,rec-91b68b102134ca365a41c8852838a53b0fe9dc6f43805cd4f83e20dbf6df0199,georoc-archaean,D1,warning,action_required,ANALYTICAL_METHOD_MISSING,analytical_method,,分析方法证据缺失，跨来源浓度与元素组合不可可靠比较。,回查数据字典、方法论文或记录级元数据；同时绑定 method_source_locator，未找到时保留缺失原因。,true
ITER|rec-91b68b102134ca365a41c8852838a53b0fe9dc6f43805cd4f83e20dbf6df0199|COORDINATE_UNUSABLE|latitude%2Clongitude|%2C,rec-91b68b102134ca365a41c8852838a53b0fe9dc6f43805cd4f83e20dbf6df0199,georoc-archaean,D1,error,action_required,COORDINATE_UNUSABLE,"latitude,longitude",",",WGS84 坐标缺失、非数值或超出合法范围，因此不能上图。,从原始来源恢复坐标与 CRS；若只提供区域名称，保留缺失并记录原因，不得填区域质心。,true
ITER|rec-91b68b102134ca365a41c8852838a53b0fe9dc6f43805cd4f83e20dbf6df0199|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-91b68b102134ca365a41c8852838a53b0fe9dc6f43805cd4f83e20dbf6df0199,georoc-archaean,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-9208b4f86d88c562e276452d3468df2a3dfe850c812280ff271ff555cb2ce21f|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-9208b4f86d88c562e276452d3468df2a3dfe850c812280ff271ff555cb2ce21f,pangaea-north-africa-soil,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
ITER|rec-929811ace69c8dd7153b8f7ffe3f9d6f97bdc13d0978bb3d15834ac9de777d6b|COORDINATE_UNUSABLE|latitude%2Clongitude|%2C,rec-929811ace69c8dd7153b8f7ffe3f9d6f97bdc13d0978bb3d15834ac9de777d6b,afsis-phase-i-wet-chemistry,D1,error,action_required,COORDINATE_UNUSABLE,"latitude,longitude",",",WGS84 坐标缺失、非数值或超出合法范围，因此不能上图。,从原始来源恢复坐标与 CRS；若只提供区域名称，保留缺失并记录原因，不得填区域质心。,true
ITER|rec-929811ace69c8dd7153b8f7ffe3f9d6f97bdc13d0978bb3d15834ac9de777d6b|GEOLOGIC_CONTEXT_MISSING|matched_geologic_unit|,rec-929811ace69c8dd7153b8f7ffe3f9d6f97bdc13d0978bb3d15834ac9de777d6b,afsis-phase-i-wet-chemistry,D2,info,review_required,GEOLOGIC_CONTEXT_MISSING,matched_geologic_unit,,记录没有来源直报或空间匹配的地质单元。,在比例尺与边界不确定性允许时执行空间匹配，并记录地图源、版本、匹配方法和边界距离；否则保留缺失。,true
