record_id,source_record_id,sample_id,element_or_analyte,analyte_reported,value,unit,medium,material,measurement_basis,value_qualifier,missing_reason,detection_limit,detection_limit_unit,original_latitude_raw,original_longitude_raw,latitude,longitude,source_crs,coordinate_transform_method,coordinate_uncertainty_m,geologic_unit,analytical_method,method_family,digestion_or_extraction,laboratory,license,source_tier,source_id,dataset_title,dataset_doi,dataset_version,source_file,source_row,source_locator,official_source_url,file_sha256,sampled_at,sample_depth_min_m,sample_depth_max_m,grain_fraction,coordinate_evidence_scope,coordinate_policy_id,coordinate_latitude_field,coordinate_longitude_field,sample_type_raw,sample_type,sample_type_mapping_status,sample_type_missing_reason,geographic_context_raw,survey_area,map_sheet,cruise_track,lithology_raw,lithology,soil_horizon_raw,soil_horizon,sediment_environment,water_body_type,water_fraction,filtered_state,geologic_unit_raw,geologic_age_raw,tectonic_setting_raw,matched_geologic_unit,geology_map_source,geology_map_version,match_method,match_scale,boundary_distance_m,match_uncertainty,geology_missing_reason,method_scope,method_assignment_basis,preparation,analytical_technique,instrument,quantitation_limit,quantitation_limit_unit,reference_materials,method_source_locator,method_publication_id,method_missing_reason,citation_id_raw,publication_id,publication_doi,citation_text_raw,citation_scope,citation_assignment_basis,upstream_primary_source_id,citation_resolution_status,citation_missing_reason,access_status,research_use_status,license_url,license_scope,attribution_required,redistribution_status,terms_verified_at
rec-45b871aaa3014c3e6ba490c7455dcbb30fef968939f37e1cef0fdcbd6d5c2f9c,src-048f1fedaa1c0ef8540787d5bc0e36e979f05f3d641de586e492f5ba09b5ab80,surface-sediments|545,As,As,9.9215999999999998,mg/kg,sediment,,air_dried_homogenized_<75um_sediment_multi_method,,,,,40.213361,97.4865,,,,,,,hydride generation atomic fluorescence spectrometry (HG-AFS),,aqua regia digestion,,CC0-1.0,official_curated,4tu-northern-china-sediment,Raw data of Geochemical Compositions of Surface Sediments in Northern China,10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0,4TU-Figshare-v1-2020-07-28,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx,,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx#sheet=surface-sediments&row=547,https://data.4tu.nl/articles/dataset/Raw_data_of_Geochemical_Compositions_of_Surface_Sediments_in_Northern_China/12703148,6b06695e359986bf0a50c6d0febda08ffa25a61028c00cdadd60cc8426001232,,,,<75 µm,,,,,"surface catchment, fluvial and/or alluvial sediment at approximately 25 cm depth",sediment_surface_catchment_fluvial_alluvial,exact,,North Alxa Plateau,North Alxa Plateau,,,,,,,catchment_fluvial_alluvial,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_readme_element_method_mapping,"air-dried, homogenized and sieved through a stainless-steel screen",hydride generation atomic fluorescence spectrometry (HG-AFS),,,,GSS-1; GSS-2; GSS-17; GSS-19; GSS-25; GSS-26; GSS-27; GAu2a; GAu2b; GAu9a; GAu9b; GAu10a; GAu10b; GAu11a; GAu11b; GPt-1; GPt-2; GPt-7; GPt-8,README.pdf#multi-method-analytical-scheme-and-quality-control,,,,,,"[""Lin, Xin (2020). Raw data of Geochemical Compositions of Surface Sediments in Northern China. 4TU.ResearchData. https://doi.org/10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/publicdomain/zero/1.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-43690a0c83a201ad6720ad8b63b8be10bbbb9d5d40d85c02e398f975f3333829,src-048f1fedaa1c0ef8540787d5bc0e36e979f05f3d641de586e492f5ba09b5ab80,surface-sediments|545,Cr,Cr,57.295000000000002,mg/kg,sediment,,air_dried_homogenized_<75um_sediment_multi_method,,,,,40.213361,97.4865,,,,,,,X-ray fluorescence spectrometry (XRF),,fused pellet preparation,,CC0-1.0,official_curated,4tu-northern-china-sediment,Raw data of Geochemical Compositions of Surface Sediments in Northern China,10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0,4TU-Figshare-v1-2020-07-28,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx,,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx#sheet=surface-sediments&row=547,https://data.4tu.nl/articles/dataset/Raw_data_of_Geochemical_Compositions_of_Surface_Sediments_in_Northern_China/12703148,6b06695e359986bf0a50c6d0febda08ffa25a61028c00cdadd60cc8426001232,,,,<75 µm,,,,,"surface catchment, fluvial and/or alluvial sediment at approximately 25 cm depth",sediment_surface_catchment_fluvial_alluvial,exact,,North Alxa Plateau,North Alxa Plateau,,,,,,,catchment_fluvial_alluvial,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_readme_element_method_mapping,"air-dried, homogenized and sieved through a stainless-steel screen",X-ray fluorescence spectrometry (XRF),,,,GSS-1; GSS-2; GSS-17; GSS-19; GSS-25; GSS-26; GSS-27; GAu2a; GAu2b; GAu9a; GAu9b; GAu10a; GAu10b; GAu11a; GAu11b; GPt-1; GPt-2; GPt-7; GPt-8,README.pdf#multi-method-analytical-scheme-and-quality-control,,,,,,"[""Lin, Xin (2020). Raw data of Geochemical Compositions of Surface Sediments in Northern China. 4TU.ResearchData. https://doi.org/10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/publicdomain/zero/1.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-ebfed4faa0d6ab40681e23af4ec7a66b1f02517d58bd4157c2a8f288d0f5f75a,src-048f1fedaa1c0ef8540787d5bc0e36e979f05f3d641de586e492f5ba09b5ab80,surface-sediments|545,Cu,Cu,22.215136999999999,mg/kg,sediment,,air_dried_homogenized_<75um_sediment_multi_method,,,,,40.213361,97.4865,,,,,,,inductively coupled plasma mass spectrometry (ICP-MS),,four-acid digestion (HF+HNO3+HClO4+aqua regia),,CC0-1.0,official_curated,4tu-northern-china-sediment,Raw data of Geochemical Compositions of Surface Sediments in Northern China,10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0,4TU-Figshare-v1-2020-07-28,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx,,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx#sheet=surface-sediments&row=547,https://data.4tu.nl/articles/dataset/Raw_data_of_Geochemical_Compositions_of_Surface_Sediments_in_Northern_China/12703148,6b06695e359986bf0a50c6d0febda08ffa25a61028c00cdadd60cc8426001232,,,,<75 µm,,,,,"surface catchment, fluvial and/or alluvial sediment at approximately 25 cm depth",sediment_surface_catchment_fluvial_alluvial,exact,,North Alxa Plateau,North Alxa Plateau,,,,,,,catchment_fluvial_alluvial,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_readme_element_method_mapping,"air-dried, homogenized and sieved through a stainless-steel screen",inductively coupled plasma mass spectrometry (ICP-MS),,,,GSS-1; GSS-2; GSS-17; GSS-19; GSS-25; GSS-26; GSS-27; GAu2a; GAu2b; GAu9a; GAu9b; GAu10a; GAu10b; GAu11a; GAu11b; GPt-1; GPt-2; GPt-7; GPt-8,README.pdf#multi-method-analytical-scheme-and-quality-control,,,,,,"[""Lin, Xin (2020). Raw data of Geochemical Compositions of Surface Sediments in Northern China. 4TU.ResearchData. https://doi.org/10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/publicdomain/zero/1.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-4732c8a83ea083bbceb647fddcc7377800faedc918a52d615cf4e8e0fa600e6e,src-048f1fedaa1c0ef8540787d5bc0e36e979f05f3d641de586e492f5ba09b5ab80,surface-sediments|545,Hg,Hg,16,mg/kg,sediment,,air_dried_homogenized_<75um_sediment_multi_method,,,,,40.213361,97.4865,,,,,,,,,,,CC0-1.0,official_curated,4tu-northern-china-sediment,Raw data of Geochemical Compositions of Surface Sediments in Northern China,10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0,4TU-Figshare-v1-2020-07-28,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx,,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx#sheet=surface-sediments&row=547,https://data.4tu.nl/articles/dataset/Raw_data_of_Geochemical_Compositions_of_Surface_Sediments_in_Northern_China/12703148,6b06695e359986bf0a50c6d0febda08ffa25a61028c00cdadd60cc8426001232,,,,<75 µm,,,,,"surface catchment, fluvial and/or alluvial sediment at approximately 25 cm depth",sediment_surface_catchment_fluvial_alluvial,exact,,North Alxa Plateau,North Alxa Plateau,,,,,,,catchment_fluvial_alluvial,,,,,,,,,,,,,,not_reported,,,"air-dried, homogenized and sieved through a stainless-steel screen",,,,,GSS-1; GSS-2; GSS-17; GSS-19; GSS-25; GSS-26; GSS-27; GAu2a; GAu2b; GAu9a; GAu9b; GAu10a; GAu10b; GAu11a; GAu11b; GPt-1; GPt-2; GPt-7; GPt-8,,,not_reported,,,,"[""Lin, Xin (2020). Raw data of Geochemical Compositions of Surface Sediments in Northern China. 4TU.ResearchData. https://doi.org/10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/publicdomain/zero/1.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-17cd585f34fd04737e6f4e4f32fdb54c3db8e1e4cac0beff36ba9eb8ccfbdd9b,src-048f1fedaa1c0ef8540787d5bc0e36e979f05f3d641de586e492f5ba09b5ab80,surface-sediments|545,Ni,Ni,28.628865999999999,mg/kg,sediment,,air_dried_homogenized_<75um_sediment_multi_method,,,,,40.213361,97.4865,,,,,,,inductively coupled plasma mass spectrometry (ICP-MS),,four-acid digestion (HF+HNO3+HClO4+aqua regia),,CC0-1.0,official_curated,4tu-northern-china-sediment,Raw data of Geochemical Compositions of Surface Sediments in Northern China,10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0,4TU-Figshare-v1-2020-07-28,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx,,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx#sheet=surface-sediments&row=547,https://data.4tu.nl/articles/dataset/Raw_data_of_Geochemical_Compositions_of_Surface_Sediments_in_Northern_China/12703148,6b06695e359986bf0a50c6d0febda08ffa25a61028c00cdadd60cc8426001232,,,,<75 µm,,,,,"surface catchment, fluvial and/or alluvial sediment at approximately 25 cm depth",sediment_surface_catchment_fluvial_alluvial,exact,,North Alxa Plateau,North Alxa Plateau,,,,,,,catchment_fluvial_alluvial,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_readme_element_method_mapping,"air-dried, homogenized and sieved through a stainless-steel screen",inductively coupled plasma mass spectrometry (ICP-MS),,,,GSS-1; GSS-2; GSS-17; GSS-19; GSS-25; GSS-26; GSS-27; GAu2a; GAu2b; GAu9a; GAu9b; GAu10a; GAu10b; GAu11a; GAu11b; GPt-1; GPt-2; GPt-7; GPt-8,README.pdf#multi-method-analytical-scheme-and-quality-control,,,,,,"[""Lin, Xin (2020). Raw data of Geochemical Compositions of Surface Sediments in Northern China. 4TU.ResearchData. https://doi.org/10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/publicdomain/zero/1.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-7e35ed1c3f170b321228332df49c4f7de038f9b94b30a2a4112e29ae48f89c5a,src-048f1fedaa1c0ef8540787d5bc0e36e979f05f3d641de586e492f5ba09b5ab80,surface-sediments|545,Pb,Pb,16,mg/kg,sediment,,air_dried_homogenized_<75um_sediment_multi_method,,,,,40.213361,97.4865,,,,,,,inductively coupled plasma mass spectrometry (ICP-MS),,four-acid digestion (HF+HNO3+HClO4+aqua regia),,CC0-1.0,official_curated,4tu-northern-china-sediment,Raw data of Geochemical Compositions of Surface Sediments in Northern China,10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0,4TU-Figshare-v1-2020-07-28,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx,,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx#sheet=surface-sediments&row=547,https://data.4tu.nl/articles/dataset/Raw_data_of_Geochemical_Compositions_of_Surface_Sediments_in_Northern_China/12703148,6b06695e359986bf0a50c6d0febda08ffa25a61028c00cdadd60cc8426001232,,,,<75 µm,,,,,"surface catchment, fluvial and/or alluvial sediment at approximately 25 cm depth",sediment_surface_catchment_fluvial_alluvial,exact,,North Alxa Plateau,North Alxa Plateau,,,,,,,catchment_fluvial_alluvial,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_readme_element_method_mapping,"air-dried, homogenized and sieved through a stainless-steel screen",inductively coupled plasma mass spectrometry (ICP-MS),,,,GSS-1; GSS-2; GSS-17; GSS-19; GSS-25; GSS-26; GSS-27; GAu2a; GAu2b; GAu9a; GAu9b; GAu10a; GAu10b; GAu11a; GAu11b; GPt-1; GPt-2; GPt-7; GPt-8,README.pdf#multi-method-analytical-scheme-and-quality-control,,,,,,"[""Lin, Xin (2020). Raw data of Geochemical Compositions of Surface Sediments in Northern China. 4TU.ResearchData. https://doi.org/10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/publicdomain/zero/1.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-21725aebc94e7ad01c16c62fe878a362d48593299b0f94abb2589b4befcaefb2,src-048f1fedaa1c0ef8540787d5bc0e36e979f05f3d641de586e492f5ba09b5ab80,surface-sediments|545,Zn,Zn,49.283332999999999,mg/kg,sediment,,air_dried_homogenized_<75um_sediment_multi_method,,,,,40.213361,97.4865,,,,,,,inductively coupled plasma mass spectrometry (ICP-MS),,four-acid digestion (HF+HNO3+HClO4+aqua regia),,CC0-1.0,official_curated,4tu-northern-china-sediment,Raw data of Geochemical Compositions of Surface Sediments in Northern China,10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0,4TU-Figshare-v1-2020-07-28,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx,,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx#sheet=surface-sediments&row=547,https://data.4tu.nl/articles/dataset/Raw_data_of_Geochemical_Compositions_of_Surface_Sediments_in_Northern_China/12703148,6b06695e359986bf0a50c6d0febda08ffa25a61028c00cdadd60cc8426001232,,,,<75 µm,,,,,"surface catchment, fluvial and/or alluvial sediment at approximately 25 cm depth",sediment_surface_catchment_fluvial_alluvial,exact,,North Alxa Plateau,North Alxa Plateau,,,,,,,catchment_fluvial_alluvial,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_readme_element_method_mapping,"air-dried, homogenized and sieved through a stainless-steel screen",inductively coupled plasma mass spectrometry (ICP-MS),,,,GSS-1; GSS-2; GSS-17; GSS-19; GSS-25; GSS-26; GSS-27; GAu2a; GAu2b; GAu9a; GAu9b; GAu10a; GAu10b; GAu11a; GAu11b; GPt-1; GPt-2; GPt-7; GPt-8,README.pdf#multi-method-analytical-scheme-and-quality-control,,,,,,"[""Lin, Xin (2020). Raw data of Geochemical Compositions of Surface Sediments in Northern China. 4TU.ResearchData. https://doi.org/10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/publicdomain/zero/1.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-af64c0ac408888fdaaa983da4b951f1e46434179d3f4d2afc15908ae1797d69a,src-7a04841005216880fbd25d56f6f187e0198a0cdb63a418cd773427a2a3c72e3f,surface-sediments|636,As,As,7.7725,mg/kg,sediment,,air_dried_homogenized_<75um_sediment_multi_method,,,,,37.997472,105.877806,,,,,,,hydride generation atomic fluorescence spectrometry (HG-AFS),,aqua regia digestion,,CC0-1.0,official_curated,4tu-northern-china-sediment,Raw data of Geochemical Compositions of Surface Sediments in Northern China,10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0,4TU-Figshare-v1-2020-07-28,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx,,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx#sheet=surface-sediments&row=638,https://data.4tu.nl/articles/dataset/Raw_data_of_Geochemical_Compositions_of_Surface_Sediments_in_Northern_China/12703148,6b06695e359986bf0a50c6d0febda08ffa25a61028c00cdadd60cc8426001232,,,,<75 µm,,,,,"surface catchment, fluvial and/or alluvial sediment at approximately 25 cm depth",sediment_surface_catchment_fluvial_alluvial,exact,,Hetao Graben,Hetao Graben,,,,,,,catchment_fluvial_alluvial,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_readme_element_method_mapping,"air-dried, homogenized and sieved through a stainless-steel screen",hydride generation atomic fluorescence spectrometry (HG-AFS),,,,GSS-1; GSS-2; GSS-17; GSS-19; GSS-25; GSS-26; GSS-27; GAu2a; GAu2b; GAu9a; GAu9b; GAu10a; GAu10b; GAu11a; GAu11b; GPt-1; GPt-2; GPt-7; GPt-8,README.pdf#multi-method-analytical-scheme-and-quality-control,,,,,,"[""Lin, Xin (2020). Raw data of Geochemical Compositions of Surface Sediments in Northern China. 4TU.ResearchData. https://doi.org/10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/publicdomain/zero/1.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-07ceed9889499d9fa8b190bad9941a291b1b79116971a6e84050a906cec9afdd,src-7a04841005216880fbd25d56f6f187e0198a0cdb63a418cd773427a2a3c72e3f,surface-sediments|636,Cr,Cr,51.697856000000002,mg/kg,sediment,,air_dried_homogenized_<75um_sediment_multi_method,,,,,37.997472,105.877806,,,,,,,X-ray fluorescence spectrometry (XRF),,fused pellet preparation,,CC0-1.0,official_curated,4tu-northern-china-sediment,Raw data of Geochemical Compositions of Surface Sediments in Northern China,10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0,4TU-Figshare-v1-2020-07-28,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx,,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx#sheet=surface-sediments&row=638,https://data.4tu.nl/articles/dataset/Raw_data_of_Geochemical_Compositions_of_Surface_Sediments_in_Northern_China/12703148,6b06695e359986bf0a50c6d0febda08ffa25a61028c00cdadd60cc8426001232,,,,<75 µm,,,,,"surface catchment, fluvial and/or alluvial sediment at approximately 25 cm depth",sediment_surface_catchment_fluvial_alluvial,exact,,Hetao Graben,Hetao Graben,,,,,,,catchment_fluvial_alluvial,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_readme_element_method_mapping,"air-dried, homogenized and sieved through a stainless-steel screen",X-ray fluorescence spectrometry (XRF),,,,GSS-1; GSS-2; GSS-17; GSS-19; GSS-25; GSS-26; GSS-27; GAu2a; GAu2b; GAu9a; GAu9b; GAu10a; GAu10b; GAu11a; GAu11b; GPt-1; GPt-2; GPt-7; GPt-8,README.pdf#multi-method-analytical-scheme-and-quality-control,,,,,,"[""Lin, Xin (2020). Raw data of Geochemical Compositions of Surface Sediments in Northern China. 4TU.ResearchData. https://doi.org/10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/publicdomain/zero/1.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-a8a87bd5547082b269c2e9fd93e20c996afa1047b511c8d60b736386052290a1,src-7a04841005216880fbd25d56f6f187e0198a0cdb63a418cd773427a2a3c72e3f,surface-sediments|636,Cu,Cu,14.121710999999999,mg/kg,sediment,,air_dried_homogenized_<75um_sediment_multi_method,,,,,37.997472,105.877806,,,,,,,inductively coupled plasma mass spectrometry (ICP-MS),,four-acid digestion (HF+HNO3+HClO4+aqua regia),,CC0-1.0,official_curated,4tu-northern-china-sediment,Raw data of Geochemical Compositions of Surface Sediments in Northern China,10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0,4TU-Figshare-v1-2020-07-28,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx,,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx#sheet=surface-sediments&row=638,https://data.4tu.nl/articles/dataset/Raw_data_of_Geochemical_Compositions_of_Surface_Sediments_in_Northern_China/12703148,6b06695e359986bf0a50c6d0febda08ffa25a61028c00cdadd60cc8426001232,,,,<75 µm,,,,,"surface catchment, fluvial and/or alluvial sediment at approximately 25 cm depth",sediment_surface_catchment_fluvial_alluvial,exact,,Hetao Graben,Hetao Graben,,,,,,,catchment_fluvial_alluvial,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_readme_element_method_mapping,"air-dried, homogenized and sieved through a stainless-steel screen",inductively coupled plasma mass spectrometry (ICP-MS),,,,GSS-1; GSS-2; GSS-17; GSS-19; GSS-25; GSS-26; GSS-27; GAu2a; GAu2b; GAu9a; GAu9b; GAu10a; GAu10b; GAu11a; GAu11b; GPt-1; GPt-2; GPt-7; GPt-8,README.pdf#multi-method-analytical-scheme-and-quality-control,,,,,,"[""Lin, Xin (2020). Raw data of Geochemical Compositions of Surface Sediments in Northern China. 4TU.ResearchData. https://doi.org/10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/publicdomain/zero/1.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-866ae9e82cfce02a09da4843b0d4cdc610d31123d192d3804f1d4a3f725d85a4,src-7a04841005216880fbd25d56f6f187e0198a0cdb63a418cd773427a2a3c72e3f,surface-sediments|636,Hg,Hg,9.5,mg/kg,sediment,,air_dried_homogenized_<75um_sediment_multi_method,,,,,37.997472,105.877806,,,,,,,,,,,CC0-1.0,official_curated,4tu-northern-china-sediment,Raw data of Geochemical Compositions of Surface Sediments in Northern China,10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0,4TU-Figshare-v1-2020-07-28,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx,,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx#sheet=surface-sediments&row=638,https://data.4tu.nl/articles/dataset/Raw_data_of_Geochemical_Compositions_of_Surface_Sediments_in_Northern_China/12703148,6b06695e359986bf0a50c6d0febda08ffa25a61028c00cdadd60cc8426001232,,,,<75 µm,,,,,"surface catchment, fluvial and/or alluvial sediment at approximately 25 cm depth",sediment_surface_catchment_fluvial_alluvial,exact,,Hetao Graben,Hetao Graben,,,,,,,catchment_fluvial_alluvial,,,,,,,,,,,,,,not_reported,,,"air-dried, homogenized and sieved through a stainless-steel screen",,,,,GSS-1; GSS-2; GSS-17; GSS-19; GSS-25; GSS-26; GSS-27; GAu2a; GAu2b; GAu9a; GAu9b; GAu10a; GAu10b; GAu11a; GAu11b; GPt-1; GPt-2; GPt-7; GPt-8,,,not_reported,,,,"[""Lin, Xin (2020). Raw data of Geochemical Compositions of Surface Sediments in Northern China. 4TU.ResearchData. https://doi.org/10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/publicdomain/zero/1.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-95b3f1c27068ba6ea9ace4fe7b433bfc73b62046c1142b7b29daf368039e6dca,src-7a04841005216880fbd25d56f6f187e0198a0cdb63a418cd773427a2a3c72e3f,surface-sediments|636,Ni,Ni,20.941579000000001,mg/kg,sediment,,air_dried_homogenized_<75um_sediment_multi_method,,,,,37.997472,105.877806,,,,,,,inductively coupled plasma mass spectrometry (ICP-MS),,four-acid digestion (HF+HNO3+HClO4+aqua regia),,CC0-1.0,official_curated,4tu-northern-china-sediment,Raw data of Geochemical Compositions of Surface Sediments in Northern China,10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0,4TU-Figshare-v1-2020-07-28,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx,,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx#sheet=surface-sediments&row=638,https://data.4tu.nl/articles/dataset/Raw_data_of_Geochemical_Compositions_of_Surface_Sediments_in_Northern_China/12703148,6b06695e359986bf0a50c6d0febda08ffa25a61028c00cdadd60cc8426001232,,,,<75 µm,,,,,"surface catchment, fluvial and/or alluvial sediment at approximately 25 cm depth",sediment_surface_catchment_fluvial_alluvial,exact,,Hetao Graben,Hetao Graben,,,,,,,catchment_fluvial_alluvial,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_readme_element_method_mapping,"air-dried, homogenized and sieved through a stainless-steel screen",inductively coupled plasma mass spectrometry (ICP-MS),,,,GSS-1; GSS-2; GSS-17; GSS-19; GSS-25; GSS-26; GSS-27; GAu2a; GAu2b; GAu9a; GAu9b; GAu10a; GAu10b; GAu11a; GAu11b; GPt-1; GPt-2; GPt-7; GPt-8,README.pdf#multi-method-analytical-scheme-and-quality-control,,,,,,"[""Lin, Xin (2020). Raw data of Geochemical Compositions of Surface Sediments in Northern China. 4TU.ResearchData. https://doi.org/10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/publicdomain/zero/1.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-b2a8967e152c4327a79c1f1d0ef8a30099813814ec1b83f2050688654e1989e7,src-7a04841005216880fbd25d56f6f187e0198a0cdb63a418cd773427a2a3c72e3f,surface-sediments|636,Pb,Pb,17.704211000000001,mg/kg,sediment,,air_dried_homogenized_<75um_sediment_multi_method,,,,,37.997472,105.877806,,,,,,,inductively coupled plasma mass spectrometry (ICP-MS),,four-acid digestion (HF+HNO3+HClO4+aqua regia),,CC0-1.0,official_curated,4tu-northern-china-sediment,Raw data of Geochemical Compositions of Surface Sediments in Northern China,10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0,4TU-Figshare-v1-2020-07-28,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx,,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx#sheet=surface-sediments&row=638,https://data.4tu.nl/articles/dataset/Raw_data_of_Geochemical_Compositions_of_Surface_Sediments_in_Northern_China/12703148,6b06695e359986bf0a50c6d0febda08ffa25a61028c00cdadd60cc8426001232,,,,<75 µm,,,,,"surface catchment, fluvial and/or alluvial sediment at approximately 25 cm depth",sediment_surface_catchment_fluvial_alluvial,exact,,Hetao Graben,Hetao Graben,,,,,,,catchment_fluvial_alluvial,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_readme_element_method_mapping,"air-dried, homogenized and sieved through a stainless-steel screen",inductively coupled plasma mass spectrometry (ICP-MS),,,,GSS-1; GSS-2; GSS-17; GSS-19; GSS-25; GSS-26; GSS-27; GAu2a; GAu2b; GAu9a; GAu9b; GAu10a; GAu10b; GAu11a; GAu11b; GPt-1; GPt-2; GPt-7; GPt-8,README.pdf#multi-method-analytical-scheme-and-quality-control,,,,,,"[""Lin, Xin (2020). Raw data of Geochemical Compositions of Surface Sediments in Northern China. 4TU.ResearchData. https://doi.org/10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/publicdomain/zero/1.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
