record_id,source_record_id,sample_id,element_or_analyte,analyte_reported,value,unit,medium,material,measurement_basis,value_qualifier,missing_reason,detection_limit,detection_limit_unit,original_latitude_raw,original_longitude_raw,latitude,longitude,source_crs,coordinate_transform_method,coordinate_uncertainty_m,geologic_unit,analytical_method,method_family,digestion_or_extraction,laboratory,license,source_tier,source_id,dataset_title,dataset_doi,dataset_version,source_file,source_row,source_locator,official_source_url,file_sha256,sampled_at,sample_depth_min_m,sample_depth_max_m,grain_fraction,coordinate_evidence_scope,coordinate_policy_id,coordinate_latitude_field,coordinate_longitude_field,sample_type_raw,sample_type,sample_type_mapping_status,sample_type_missing_reason,geographic_context_raw,survey_area,map_sheet,cruise_track,lithology_raw,lithology,soil_horizon_raw,soil_horizon,sediment_environment,water_body_type,water_fraction,filtered_state,geologic_unit_raw,geologic_age_raw,tectonic_setting_raw,matched_geologic_unit,geology_map_source,geology_map_version,match_method,match_scale,boundary_distance_m,match_uncertainty,geology_missing_reason,method_scope,method_assignment_basis,preparation,analytical_technique,instrument,quantitation_limit,quantitation_limit_unit,reference_materials,method_source_locator,method_publication_id,method_missing_reason,citation_id_raw,publication_id,publication_doi,citation_text_raw,citation_scope,citation_assignment_basis,upstream_primary_source_id,citation_resolution_status,citation_missing_reason,access_status,research_use_status,license_url,license_scope,attribution_required,redistribution_status,terms_verified_at
rec-6b9a498e1e64c3a8660d9d4ef5a0e3e38978f0dbdd14bfb2ee21e6345b704836,src-0b7511a608d4b00c05cb7619fc18bf8566e5a5397111a019737ca5d1b1c76e34,surface-sediments|394,Cr,Cr,59.065170000000002,mg/kg,sediment,,air_dried_homogenized_<75um_sediment_multi_method,,,,,35.994194,97.3925,,,,,,,X-ray fluorescence spectrometry (XRF),,fused pellet preparation,,CC0-1.0,official_curated,4tu-northern-china-sediment,Raw data of Geochemical Compositions of Surface Sediments in Northern China,10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0,4TU-Figshare-v1-2020-07-28,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx,,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx#sheet=surface-sediments&row=396,https://data.4tu.nl/articles/dataset/Raw_data_of_Geochemical_Compositions_of_Surface_Sediments_in_Northern_China/12703148,6b06695e359986bf0a50c6d0febda08ffa25a61028c00cdadd60cc8426001232,,,,<75 µm,,,,,"surface catchment, fluvial and/or alluvial sediment at approximately 25 cm depth",sediment_surface_catchment_fluvial_alluvial,exact,,Qaidam Basin,Qaidam Basin,,,,,,,catchment_fluvial_alluvial,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_readme_element_method_mapping,"air-dried, homogenized and sieved through a stainless-steel screen",X-ray fluorescence spectrometry (XRF),,,,GSS-1; GSS-2; GSS-17; GSS-19; GSS-25; GSS-26; GSS-27; GAu2a; GAu2b; GAu9a; GAu9b; GAu10a; GAu10b; GAu11a; GAu11b; GPt-1; GPt-2; GPt-7; GPt-8,README.pdf#multi-method-analytical-scheme-and-quality-control,,,,,,"[""Lin, Xin (2020). Raw data of Geochemical Compositions of Surface Sediments in Northern China. 4TU.ResearchData. https://doi.org/10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/publicdomain/zero/1.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-6d886441041e6663d84fa4a282e044184a9b349b838357ca3c0fdf4c0e49fd69,src-0b7511a608d4b00c05cb7619fc18bf8566e5a5397111a019737ca5d1b1c76e34,surface-sediments|394,Cu,Cu,23.651765000000001,mg/kg,sediment,,air_dried_homogenized_<75um_sediment_multi_method,,,,,35.994194,97.3925,,,,,,,inductively coupled plasma mass spectrometry (ICP-MS),,four-acid digestion (HF+HNO3+HClO4+aqua regia),,CC0-1.0,official_curated,4tu-northern-china-sediment,Raw data of Geochemical Compositions of Surface Sediments in Northern China,10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0,4TU-Figshare-v1-2020-07-28,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx,,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx#sheet=surface-sediments&row=396,https://data.4tu.nl/articles/dataset/Raw_data_of_Geochemical_Compositions_of_Surface_Sediments_in_Northern_China/12703148,6b06695e359986bf0a50c6d0febda08ffa25a61028c00cdadd60cc8426001232,,,,<75 µm,,,,,"surface catchment, fluvial and/or alluvial sediment at approximately 25 cm depth",sediment_surface_catchment_fluvial_alluvial,exact,,Qaidam Basin,Qaidam Basin,,,,,,,catchment_fluvial_alluvial,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_readme_element_method_mapping,"air-dried, homogenized and sieved through a stainless-steel screen",inductively coupled plasma mass spectrometry (ICP-MS),,,,GSS-1; GSS-2; GSS-17; GSS-19; GSS-25; GSS-26; GSS-27; GAu2a; GAu2b; GAu9a; GAu9b; GAu10a; GAu10b; GAu11a; GAu11b; GPt-1; GPt-2; GPt-7; GPt-8,README.pdf#multi-method-analytical-scheme-and-quality-control,,,,,,"[""Lin, Xin (2020). Raw data of Geochemical Compositions of Surface Sediments in Northern China. 4TU.ResearchData. https://doi.org/10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/publicdomain/zero/1.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-367bca6235c44aea41537e3806bbfb874c2de2bdd2b2b19ba05418ece748e578,src-0b7511a608d4b00c05cb7619fc18bf8566e5a5397111a019737ca5d1b1c76e34,surface-sediments|394,Hg,Hg,14.362299999999999,mg/kg,sediment,,air_dried_homogenized_<75um_sediment_multi_method,,,,,35.994194,97.3925,,,,,,,,,,,CC0-1.0,official_curated,4tu-northern-china-sediment,Raw data of Geochemical Compositions of Surface Sediments in Northern China,10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0,4TU-Figshare-v1-2020-07-28,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx,,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx#sheet=surface-sediments&row=396,https://data.4tu.nl/articles/dataset/Raw_data_of_Geochemical_Compositions_of_Surface_Sediments_in_Northern_China/12703148,6b06695e359986bf0a50c6d0febda08ffa25a61028c00cdadd60cc8426001232,,,,<75 µm,,,,,"surface catchment, fluvial and/or alluvial sediment at approximately 25 cm depth",sediment_surface_catchment_fluvial_alluvial,exact,,Qaidam Basin,Qaidam Basin,,,,,,,catchment_fluvial_alluvial,,,,,,,,,,,,,,not_reported,,,"air-dried, homogenized and sieved through a stainless-steel screen",,,,,GSS-1; GSS-2; GSS-17; GSS-19; GSS-25; GSS-26; GSS-27; GAu2a; GAu2b; GAu9a; GAu9b; GAu10a; GAu10b; GAu11a; GAu11b; GPt-1; GPt-2; GPt-7; GPt-8,,,not_reported,,,,"[""Lin, Xin (2020). Raw data of Geochemical Compositions of Surface Sediments in Northern China. 4TU.ResearchData. https://doi.org/10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/publicdomain/zero/1.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-64fc7e635a8afb9a850d45d725993b55bba7895e4169e51cc99a619328fbf350,src-0b7511a608d4b00c05cb7619fc18bf8566e5a5397111a019737ca5d1b1c76e34,surface-sediments|394,Ni,Ni,27.621504999999999,mg/kg,sediment,,air_dried_homogenized_<75um_sediment_multi_method,,,,,35.994194,97.3925,,,,,,,inductively coupled plasma mass spectrometry (ICP-MS),,four-acid digestion (HF+HNO3+HClO4+aqua regia),,CC0-1.0,official_curated,4tu-northern-china-sediment,Raw data of Geochemical Compositions of Surface Sediments in Northern China,10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0,4TU-Figshare-v1-2020-07-28,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx,,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx#sheet=surface-sediments&row=396,https://data.4tu.nl/articles/dataset/Raw_data_of_Geochemical_Compositions_of_Surface_Sediments_in_Northern_China/12703148,6b06695e359986bf0a50c6d0febda08ffa25a61028c00cdadd60cc8426001232,,,,<75 µm,,,,,"surface catchment, fluvial and/or alluvial sediment at approximately 25 cm depth",sediment_surface_catchment_fluvial_alluvial,exact,,Qaidam Basin,Qaidam Basin,,,,,,,catchment_fluvial_alluvial,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_readme_element_method_mapping,"air-dried, homogenized and sieved through a stainless-steel screen",inductively coupled plasma mass spectrometry (ICP-MS),,,,GSS-1; GSS-2; GSS-17; GSS-19; GSS-25; GSS-26; GSS-27; GAu2a; GAu2b; GAu9a; GAu9b; GAu10a; GAu10b; GAu11a; GAu11b; GPt-1; GPt-2; GPt-7; GPt-8,README.pdf#multi-method-analytical-scheme-and-quality-control,,,,,,"[""Lin, Xin (2020). Raw data of Geochemical Compositions of Surface Sediments in Northern China. 4TU.ResearchData. https://doi.org/10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/publicdomain/zero/1.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-353c01518bc7cd5b3c268de25572f58b65de24086156fa6f12d5c186b7b687c1,src-0b7511a608d4b00c05cb7619fc18bf8566e5a5397111a019737ca5d1b1c76e34,surface-sediments|394,Pb,Pb,24.166,mg/kg,sediment,,air_dried_homogenized_<75um_sediment_multi_method,,,,,35.994194,97.3925,,,,,,,inductively coupled plasma mass spectrometry (ICP-MS),,four-acid digestion (HF+HNO3+HClO4+aqua regia),,CC0-1.0,official_curated,4tu-northern-china-sediment,Raw data of Geochemical Compositions of Surface Sediments in Northern China,10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0,4TU-Figshare-v1-2020-07-28,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx,,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx#sheet=surface-sediments&row=396,https://data.4tu.nl/articles/dataset/Raw_data_of_Geochemical_Compositions_of_Surface_Sediments_in_Northern_China/12703148,6b06695e359986bf0a50c6d0febda08ffa25a61028c00cdadd60cc8426001232,,,,<75 µm,,,,,"surface catchment, fluvial and/or alluvial sediment at approximately 25 cm depth",sediment_surface_catchment_fluvial_alluvial,exact,,Qaidam Basin,Qaidam Basin,,,,,,,catchment_fluvial_alluvial,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_readme_element_method_mapping,"air-dried, homogenized and sieved through a stainless-steel screen",inductively coupled plasma mass spectrometry (ICP-MS),,,,GSS-1; GSS-2; GSS-17; GSS-19; GSS-25; GSS-26; GSS-27; GAu2a; GAu2b; GAu9a; GAu9b; GAu10a; GAu10b; GAu11a; GAu11b; GPt-1; GPt-2; GPt-7; GPt-8,README.pdf#multi-method-analytical-scheme-and-quality-control,,,,,,"[""Lin, Xin (2020). Raw data of Geochemical Compositions of Surface Sediments in Northern China. 4TU.ResearchData. https://doi.org/10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/publicdomain/zero/1.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-b67b9393ee444ccc6e7520573623115718a86eab4b5e069023b9dabd9db1dfdc,src-0b7511a608d4b00c05cb7619fc18bf8566e5a5397111a019737ca5d1b1c76e34,surface-sediments|394,Zn,Zn,67.018889000000001,mg/kg,sediment,,air_dried_homogenized_<75um_sediment_multi_method,,,,,35.994194,97.3925,,,,,,,inductively coupled plasma mass spectrometry (ICP-MS),,four-acid digestion (HF+HNO3+HClO4+aqua regia),,CC0-1.0,official_curated,4tu-northern-china-sediment,Raw data of Geochemical Compositions of Surface Sediments in Northern China,10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0,4TU-Figshare-v1-2020-07-28,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx,,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx#sheet=surface-sediments&row=396,https://data.4tu.nl/articles/dataset/Raw_data_of_Geochemical_Compositions_of_Surface_Sediments_in_Northern_China/12703148,6b06695e359986bf0a50c6d0febda08ffa25a61028c00cdadd60cc8426001232,,,,<75 µm,,,,,"surface catchment, fluvial and/or alluvial sediment at approximately 25 cm depth",sediment_surface_catchment_fluvial_alluvial,exact,,Qaidam Basin,Qaidam Basin,,,,,,,catchment_fluvial_alluvial,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_readme_element_method_mapping,"air-dried, homogenized and sieved through a stainless-steel screen",inductively coupled plasma mass spectrometry (ICP-MS),,,,GSS-1; GSS-2; GSS-17; GSS-19; GSS-25; GSS-26; GSS-27; GAu2a; GAu2b; GAu9a; GAu9b; GAu10a; GAu10b; GAu11a; GAu11b; GPt-1; GPt-2; GPt-7; GPt-8,README.pdf#multi-method-analytical-scheme-and-quality-control,,,,,,"[""Lin, Xin (2020). Raw data of Geochemical Compositions of Surface Sediments in Northern China. 4TU.ResearchData. https://doi.org/10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/publicdomain/zero/1.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-b44fe0f44976d46839a5dd2886c0ba4499c5f24fdf3007d49103666d9427be7d,src-0bf21b783dfeebc79592e6f0c4c668025e62d78e62827d47d16f0be3d28fcdf0,surface-sediments|504,As,As,3.8732000000000002,mg/kg,sediment,,air_dried_homogenized_<75um_sediment_multi_method,,,,,38.958528,99.982778,,,,,,,hydride generation atomic fluorescence spectrometry (HG-AFS),,aqua regia digestion,,CC0-1.0,official_curated,4tu-northern-china-sediment,Raw data of Geochemical Compositions of Surface Sediments in Northern China,10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0,4TU-Figshare-v1-2020-07-28,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx,,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx#sheet=surface-sediments&row=506,https://data.4tu.nl/articles/dataset/Raw_data_of_Geochemical_Compositions_of_Surface_Sediments_in_Northern_China/12703148,6b06695e359986bf0a50c6d0febda08ffa25a61028c00cdadd60cc8426001232,,,,<75 µm,,,,,"surface catchment, fluvial and/or alluvial sediment at approximately 25 cm depth",sediment_surface_catchment_fluvial_alluvial,exact,,South Alxa Plateau,South Alxa Plateau,,,,,,,catchment_fluvial_alluvial,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_readme_element_method_mapping,"air-dried, homogenized and sieved through a stainless-steel screen",hydride generation atomic fluorescence spectrometry (HG-AFS),,,,GSS-1; GSS-2; GSS-17; GSS-19; GSS-25; GSS-26; GSS-27; GAu2a; GAu2b; GAu9a; GAu9b; GAu10a; GAu10b; GAu11a; GAu11b; GPt-1; GPt-2; GPt-7; GPt-8,README.pdf#multi-method-analytical-scheme-and-quality-control,,,,,,"[""Lin, Xin (2020). Raw data of Geochemical Compositions of Surface Sediments in Northern China. 4TU.ResearchData. https://doi.org/10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/publicdomain/zero/1.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-3094665064121389b81526c73bfc9afc29f8bb1b818f49859e2b7efc8e733226,src-0bf21b783dfeebc79592e6f0c4c668025e62d78e62827d47d16f0be3d28fcdf0,surface-sediments|504,Cr,Cr,30.945,mg/kg,sediment,,air_dried_homogenized_<75um_sediment_multi_method,,,,,38.958528,99.982778,,,,,,,X-ray fluorescence spectrometry (XRF),,fused pellet preparation,,CC0-1.0,official_curated,4tu-northern-china-sediment,Raw data of Geochemical Compositions of Surface Sediments in Northern China,10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0,4TU-Figshare-v1-2020-07-28,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx,,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx#sheet=surface-sediments&row=506,https://data.4tu.nl/articles/dataset/Raw_data_of_Geochemical_Compositions_of_Surface_Sediments_in_Northern_China/12703148,6b06695e359986bf0a50c6d0febda08ffa25a61028c00cdadd60cc8426001232,,,,<75 µm,,,,,"surface catchment, fluvial and/or alluvial sediment at approximately 25 cm depth",sediment_surface_catchment_fluvial_alluvial,exact,,South Alxa Plateau,South Alxa Plateau,,,,,,,catchment_fluvial_alluvial,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_readme_element_method_mapping,"air-dried, homogenized and sieved through a stainless-steel screen",X-ray fluorescence spectrometry (XRF),,,,GSS-1; GSS-2; GSS-17; GSS-19; GSS-25; GSS-26; GSS-27; GAu2a; GAu2b; GAu9a; GAu9b; GAu10a; GAu10b; GAu11a; GAu11b; GPt-1; GPt-2; GPt-7; GPt-8,README.pdf#multi-method-analytical-scheme-and-quality-control,,,,,,"[""Lin, Xin (2020). Raw data of Geochemical Compositions of Surface Sediments in Northern China. 4TU.ResearchData. https://doi.org/10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/publicdomain/zero/1.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-eb728d3dac0e052997c044eecfab8cbecb10cab11c1ea0cd492d52a9494ec0eb,src-0bf21b783dfeebc79592e6f0c4c668025e62d78e62827d47d16f0be3d28fcdf0,surface-sediments|504,Cu,Cu,12.300280000000001,mg/kg,sediment,,air_dried_homogenized_<75um_sediment_multi_method,,,,,38.958528,99.982778,,,,,,,inductively coupled plasma mass spectrometry (ICP-MS),,four-acid digestion (HF+HNO3+HClO4+aqua regia),,CC0-1.0,official_curated,4tu-northern-china-sediment,Raw data of Geochemical Compositions of Surface Sediments in Northern China,10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0,4TU-Figshare-v1-2020-07-28,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx,,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx#sheet=surface-sediments&row=506,https://data.4tu.nl/articles/dataset/Raw_data_of_Geochemical_Compositions_of_Surface_Sediments_in_Northern_China/12703148,6b06695e359986bf0a50c6d0febda08ffa25a61028c00cdadd60cc8426001232,,,,<75 µm,,,,,"surface catchment, fluvial and/or alluvial sediment at approximately 25 cm depth",sediment_surface_catchment_fluvial_alluvial,exact,,South Alxa Plateau,South Alxa Plateau,,,,,,,catchment_fluvial_alluvial,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_readme_element_method_mapping,"air-dried, homogenized and sieved through a stainless-steel screen",inductively coupled plasma mass spectrometry (ICP-MS),,,,GSS-1; GSS-2; GSS-17; GSS-19; GSS-25; GSS-26; GSS-27; GAu2a; GAu2b; GAu9a; GAu9b; GAu10a; GAu10b; GAu11a; GAu11b; GPt-1; GPt-2; GPt-7; GPt-8,README.pdf#multi-method-analytical-scheme-and-quality-control,,,,,,"[""Lin, Xin (2020). Raw data of Geochemical Compositions of Surface Sediments in Northern China. 4TU.ResearchData. https://doi.org/10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/publicdomain/zero/1.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-996400188be07811339cdeeffe9394fa2ef228eed2f18368550daaaebff107bb,src-0bf21b783dfeebc79592e6f0c4c668025e62d78e62827d47d16f0be3d28fcdf0,surface-sediments|504,Hg,Hg,13,mg/kg,sediment,,air_dried_homogenized_<75um_sediment_multi_method,,,,,38.958528,99.982778,,,,,,,,,,,CC0-1.0,official_curated,4tu-northern-china-sediment,Raw data of Geochemical Compositions of Surface Sediments in Northern China,10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0,4TU-Figshare-v1-2020-07-28,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx,,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx#sheet=surface-sediments&row=506,https://data.4tu.nl/articles/dataset/Raw_data_of_Geochemical_Compositions_of_Surface_Sediments_in_Northern_China/12703148,6b06695e359986bf0a50c6d0febda08ffa25a61028c00cdadd60cc8426001232,,,,<75 µm,,,,,"surface catchment, fluvial and/or alluvial sediment at approximately 25 cm depth",sediment_surface_catchment_fluvial_alluvial,exact,,South Alxa Plateau,South Alxa Plateau,,,,,,,catchment_fluvial_alluvial,,,,,,,,,,,,,,not_reported,,,"air-dried, homogenized and sieved through a stainless-steel screen",,,,,GSS-1; GSS-2; GSS-17; GSS-19; GSS-25; GSS-26; GSS-27; GAu2a; GAu2b; GAu9a; GAu9b; GAu10a; GAu10b; GAu11a; GAu11b; GPt-1; GPt-2; GPt-7; GPt-8,,,not_reported,,,,"[""Lin, Xin (2020). Raw data of Geochemical Compositions of Surface Sediments in Northern China. 4TU.ResearchData. https://doi.org/10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/publicdomain/zero/1.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-4911b306562a0873ec830b73f08b48e04dad29bb5751a1ee63db7d574b89b967,src-0bf21b783dfeebc79592e6f0c4c668025e62d78e62827d47d16f0be3d28fcdf0,surface-sediments|504,Ni,Ni,12.887743,mg/kg,sediment,,air_dried_homogenized_<75um_sediment_multi_method,,,,,38.958528,99.982778,,,,,,,inductively coupled plasma mass spectrometry (ICP-MS),,four-acid digestion (HF+HNO3+HClO4+aqua regia),,CC0-1.0,official_curated,4tu-northern-china-sediment,Raw data of Geochemical Compositions of Surface Sediments in Northern China,10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0,4TU-Figshare-v1-2020-07-28,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx,,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx#sheet=surface-sediments&row=506,https://data.4tu.nl/articles/dataset/Raw_data_of_Geochemical_Compositions_of_Surface_Sediments_in_Northern_China/12703148,6b06695e359986bf0a50c6d0febda08ffa25a61028c00cdadd60cc8426001232,,,,<75 µm,,,,,"surface catchment, fluvial and/or alluvial sediment at approximately 25 cm depth",sediment_surface_catchment_fluvial_alluvial,exact,,South Alxa Plateau,South Alxa Plateau,,,,,,,catchment_fluvial_alluvial,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_readme_element_method_mapping,"air-dried, homogenized and sieved through a stainless-steel screen",inductively coupled plasma mass spectrometry (ICP-MS),,,,GSS-1; GSS-2; GSS-17; GSS-19; GSS-25; GSS-26; GSS-27; GAu2a; GAu2b; GAu9a; GAu9b; GAu10a; GAu10b; GAu11a; GAu11b; GPt-1; GPt-2; GPt-7; GPt-8,README.pdf#multi-method-analytical-scheme-and-quality-control,,,,,,"[""Lin, Xin (2020). Raw data of Geochemical Compositions of Surface Sediments in Northern China. 4TU.ResearchData. https://doi.org/10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/publicdomain/zero/1.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-25e84106a56cbbcf856888a347437dfdbc807f77d779186f8a364320b10aec6c,src-0bf21b783dfeebc79592e6f0c4c668025e62d78e62827d47d16f0be3d28fcdf0,surface-sediments|504,Pb,Pb,10.997938,mg/kg,sediment,,air_dried_homogenized_<75um_sediment_multi_method,,,,,38.958528,99.982778,,,,,,,inductively coupled plasma mass spectrometry (ICP-MS),,four-acid digestion (HF+HNO3+HClO4+aqua regia),,CC0-1.0,official_curated,4tu-northern-china-sediment,Raw data of Geochemical Compositions of Surface Sediments in Northern China,10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0,4TU-Figshare-v1-2020-07-28,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx,,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx#sheet=surface-sediments&row=506,https://data.4tu.nl/articles/dataset/Raw_data_of_Geochemical_Compositions_of_Surface_Sediments_in_Northern_China/12703148,6b06695e359986bf0a50c6d0febda08ffa25a61028c00cdadd60cc8426001232,,,,<75 µm,,,,,"surface catchment, fluvial and/or alluvial sediment at approximately 25 cm depth",sediment_surface_catchment_fluvial_alluvial,exact,,South Alxa Plateau,South Alxa Plateau,,,,,,,catchment_fluvial_alluvial,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_readme_element_method_mapping,"air-dried, homogenized and sieved through a stainless-steel screen",inductively coupled plasma mass spectrometry (ICP-MS),,,,GSS-1; GSS-2; GSS-17; GSS-19; GSS-25; GSS-26; GSS-27; GAu2a; GAu2b; GAu9a; GAu9b; GAu10a; GAu10b; GAu11a; GAu11b; GPt-1; GPt-2; GPt-7; GPt-8,README.pdf#multi-method-analytical-scheme-and-quality-control,,,,,,"[""Lin, Xin (2020). Raw data of Geochemical Compositions of Surface Sediments in Northern China. 4TU.ResearchData. https://doi.org/10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/publicdomain/zero/1.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-5b7a4a2b55fcc257d5cabc92db3d21b77af1d6a5b4bed2418fa6fed26285bcc9,src-0bf21b783dfeebc79592e6f0c4c668025e62d78e62827d47d16f0be3d28fcdf0,surface-sediments|504,Zn,Zn,24.972221999999999,mg/kg,sediment,,air_dried_homogenized_<75um_sediment_multi_method,,,,,38.958528,99.982778,,,,,,,inductively coupled plasma mass spectrometry (ICP-MS),,four-acid digestion (HF+HNO3+HClO4+aqua regia),,CC0-1.0,official_curated,4tu-northern-china-sediment,Raw data of Geochemical Compositions of Surface Sediments in Northern China,10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0,4TU-Figshare-v1-2020-07-28,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx,,Dataset of Geochemical Compositions of Surface Sediments in northern China.xlsx#sheet=surface-sediments&row=506,https://data.4tu.nl/articles/dataset/Raw_data_of_Geochemical_Compositions_of_Surface_Sediments_in_Northern_China/12703148,6b06695e359986bf0a50c6d0febda08ffa25a61028c00cdadd60cc8426001232,,,,<75 µm,,,,,"surface catchment, fluvial and/or alluvial sediment at approximately 25 cm depth",sediment_surface_catchment_fluvial_alluvial,exact,,South Alxa Plateau,South Alxa Plateau,,,,,,,catchment_fluvial_alluvial,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_readme_element_method_mapping,"air-dried, homogenized and sieved through a stainless-steel screen",inductively coupled plasma mass spectrometry (ICP-MS),,,,GSS-1; GSS-2; GSS-17; GSS-19; GSS-25; GSS-26; GSS-27; GAu2a; GAu2b; GAu9a; GAu9b; GAu10a; GAu10b; GAu11a; GAu11b; GPt-1; GPt-2; GPt-7; GPt-8,README.pdf#multi-method-analytical-scheme-and-quality-control,,,,,,"[""Lin, Xin (2020). Raw data of Geochemical Compositions of Surface Sediments in Northern China. 4TU.ResearchData. https://doi.org/10.4121/uuid:6cb0bf79-7467-4e78-a531-cc91655d9fd0""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/publicdomain/zero/1.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
