record_id,source_record_id,sample_id,element_or_analyte,value,unit,medium,measurement_basis,value_qualifier,detection_limit,detection_limit_unit,latitude,longitude,source_crs,coordinate_uncertainty_m,geologic_unit,analytical_method,digestion_or_extraction,laboratory,license,source_tier,source_id,source_locator,sampled_at,sample_depth_min_m,sample_depth_max_m,grain_fraction,sample_type_raw,sample_type,sample_type_mapping_status,sample_type_missing_reason,geographic_context_raw,survey_area,map_sheet,cruise_track,lithology_raw,lithology,soil_horizon_raw,soil_horizon,sediment_environment,water_body_type,water_fraction,filtered_state,geologic_unit_raw,geologic_age_raw,tectonic_setting_raw,matched_geologic_unit,geology_map_source,geology_map_version,match_method,match_scale,boundary_distance_m,match_uncertainty,geology_missing_reason,method_scope,method_assignment_basis,preparation,analytical_technique,instrument,quantitation_limit,quantitation_limit_unit,reference_materials,method_source_locator,method_publication_id,method_missing_reason,citation_id_raw,publication_id,publication_doi,citation_text_raw,citation_scope,citation_assignment_basis,upstream_primary_source_id,citation_resolution_status,citation_missing_reason,access_status,research_use_status,license_url,license_scope,attribution_required,redistribution_status,terms_verified_at
rec-90882f48a89b7d2f410e27da51ed96c6ae90929f65753850561994a90f7a01b7,src-d711a308cc3b016d6e32413d40b1e9c95643f6bcebfde514240774c3d7e1bc7b,CAN00023|2011-10-31T10:15|0.3,Cr,0.01,µg/l,water,freshwater_dissolved_operational_fraction_ug_per_l,<,0.01,µg/l,49.02,-117.6,EPSG:4326,,,Dissolved metals by CRC-ICP-MS with in-bottle digestion and discrete sampling pneumatic nebulization,GEMStat dissolved operational fraction,,CC-BY-4.0,official_curated,gemstat-open-archive,Chromium.csv#row=30426,2011-10-31T10:15,0.3,0.3,,River station,water_river,exact,,,,,,,,,,,river,dissolved,,,,,,,,,,,,not_reported,observation,observation_method_code_join,,Dissolved metals by CRC-ICP-MS with in-bottle digestion and discrete sampling pneumatic nebulization,,,,,GEMStat_methods_metadata.csv#row=755,,,,,,"[""Heinle, M., Lisniak, D., and Saile, P. (2026). UNEP GEMS/Water Global Freshwater Quality Archive, v3. Zenodo. https://doi.org/10.5281/zenodo.18459694""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-17df895897349f03d2293f0a4152f186ac2e9e1cf7e2faebf783bb330c5d63ba,src-cb92a3649c39bf93ff10feadc6550c828a1ecba1799c730bf76aa1b0b5f0571a,CAN00023|2011-11-16T10:05|0.3,Cr,0.01,µg/l,water,freshwater_dissolved_operational_fraction_ug_per_l,<,0.01,µg/l,49.02,-117.6,EPSG:4326,,,Dissolved metals by CRC-ICP-MS with in-bottle digestion and discrete sampling pneumatic nebulization,GEMStat dissolved operational fraction,,CC-BY-4.0,official_curated,gemstat-open-archive,Chromium.csv#row=30430,2011-11-16T10:05,0.3,0.3,,River station,water_river,exact,,,,,,,,,,,river,dissolved,,,,,,,,,,,,not_reported,observation,observation_method_code_join,,Dissolved metals by CRC-ICP-MS with in-bottle digestion and discrete sampling pneumatic nebulization,,,,,GEMStat_methods_metadata.csv#row=755,,,,,,"[""Heinle, M., Lisniak, D., and Saile, P. (2026). UNEP GEMS/Water Global Freshwater Quality Archive, v3. Zenodo. https://doi.org/10.5281/zenodo.18459694""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-1ed8325a4c815209e0ddbca9d80693fd261d50834ff2191986672a201f93c630,src-0f264f124a4f4b7b6ef85b66652310d92729a2f98978b8997c1d0526f145cc06,CAN00023|2011-12-05T09:50|0.3,Cr,0.01,µg/l,water,freshwater_dissolved_operational_fraction_ug_per_l,<,0.01,µg/l,49.02,-117.6,EPSG:4326,,,Dissolved metals by CRC-ICP-MS with in-bottle digestion and discrete sampling pneumatic nebulization,GEMStat dissolved operational fraction,,CC-BY-4.0,official_curated,gemstat-open-archive,Chromium.csv#row=30436,2011-12-05T09:50,0.3,0.3,,River station,water_river,exact,,,,,,,,,,,river,dissolved,,,,,,,,,,,,not_reported,observation,observation_method_code_join,,Dissolved metals by CRC-ICP-MS with in-bottle digestion and discrete sampling pneumatic nebulization,,,,,GEMStat_methods_metadata.csv#row=755,,,,,,"[""Heinle, M., Lisniak, D., and Saile, P. (2026). UNEP GEMS/Water Global Freshwater Quality Archive, v3. Zenodo. https://doi.org/10.5281/zenodo.18459694""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-2227498d07cb2341d15c16578bd226cbb8362820a5c82fc8fc2c9cd0d12392ff,src-5cd191b50b61ab9e8652731ca9d2519f1bf67995b05446809f8a8795d00ce3c2,CAN00018|2002-06-13T13:50|0.3,Cu,0.0002,mg/l,water,freshwater_total_operational_fraction_mg_per_l,<,0.0002,mg/l,60.12,-137.97,EPSG:4326,,,Inductively Coupled Plasma (ICP) Method (Total Metals after Rigorous Digestion),GEMStat total operational fraction,,CC-BY-4.0,official_curated,gemstat-open-archive,Copper.csv#row=40648,2002-06-13T13:50,0.3,0.3,,River station,water_river,exact,,,,,,,,,,,river,total,,,,,,,,,,,,not_reported,observation,observation_method_code_join,,Inductively Coupled Plasma (ICP) Method (Total Metals after Rigorous Digestion),,,,,GEMStat_methods_metadata.csv#row=817,,,,,,"[""Heinle, M., Lisniak, D., and Saile, P. (2026). UNEP GEMS/Water Global Freshwater Quality Archive, v3. Zenodo. https://doi.org/10.5281/zenodo.18459694""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-09ab567dc4a8129ed628566ea5062e87ff1498a0d266f187c19e52adc7d9a488,src-75fcbcca5437543bc074e0b4f899e66920587081218dd268fa62ffeb578e6649,CAN00019|2000-01-10T16:06|1.0,Cu,0.0002,mg/l,water,freshwater_total_operational_fraction_mg_per_l,<,0.0002,mg/l,60.05,-128.9,EPSG:4326,,,Inductively Coupled Plasma (ICP) Method (Total Metals after Rigorous Digestion),GEMStat total operational fraction,,CC-BY-4.0,official_curated,gemstat-open-archive,Copper.csv#row=40751,2000-01-10T16:06,1.0,1.0,,River station,water_river,exact,,,,,,,,,,,river,total,,,,,,,,,,,,not_reported,observation,observation_method_code_join,,Inductively Coupled Plasma (ICP) Method (Total Metals after Rigorous Digestion),,,,,GEMStat_methods_metadata.csv#row=817,,,,,,"[""Heinle, M., Lisniak, D., and Saile, P. (2026). UNEP GEMS/Water Global Freshwater Quality Archive, v3. Zenodo. https://doi.org/10.5281/zenodo.18459694""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-a68edef06bf0fecb0d026fd88e203e6d5e1ea448ecba085f794035dbe01283d5,src-255c26b7f432029602fb9d34db3afa2656d3af5ae472f84ba1730985a203233d,CAN00055|2003-09-20T15:00|0.3,Cu,0.6,µg/l,water,freshwater_extractable_operational_fraction_ug_per_l,<,0.6,µg/l,53.534,-57.495,EPSG:4326,,,Extractable elements in acid preserved samples are analyzed by ICP-MS.,GEMStat extractable operational fraction,,CC-BY-4.0,official_curated,gemstat-open-archive,Copper.csv#row=47750,2003-09-20T15:00,0.3,0.3,,River station,water_river,exact,,,,,,,,,,,river,extractable,,,,,,,,,,,,not_reported,observation,observation_method_code_join,,Extractable elements in acid preserved samples are analyzed by ICP-MS.,,,,,GEMStat_methods_metadata.csv#row=810,,,,,,"[""Heinle, M., Lisniak, D., and Saile, P. (2026). UNEP GEMS/Water Global Freshwater Quality Archive, v3. Zenodo. https://doi.org/10.5281/zenodo.18459694""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-4906140d7624bce56b626324f61e6585bc676432a1424a8da98591a3d438f184,src-c5b4ee182f5dcf269495a1ab36d1a46dc6bf87ac6fbb1fa98962d7cad00d50d9,CAN00057|2007-03-21T14:55|0.3,Cu,0.2,µg/l,water,freshwater_extractable_operational_fraction_ug_per_l,<,0.2,µg/l,46.3656,-60.975,EPSG:4326,,,Extractable elements in acid preserved samples are analyzed by ICP-MS.,GEMStat extractable operational fraction,,CC-BY-4.0,official_curated,gemstat-open-archive,Copper.csv#row=47968,2007-03-21T14:55,0.3,0.3,,River station,water_river,exact,,,,,,,,,,,river,extractable,,,,,,,,,,,,not_reported,observation,observation_method_code_join,,Extractable elements in acid preserved samples are analyzed by ICP-MS.,,,,,GEMStat_methods_metadata.csv#row=810,,,,,,"[""Heinle, M., Lisniak, D., and Saile, P. (2026). UNEP GEMS/Water Global Freshwater Quality Archive, v3. Zenodo. https://doi.org/10.5281/zenodo.18459694""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-49c69beb5c19e91a969c2f06ad6521e6c3ceed0a2597386c31bce9533345e768,src-8a1ba638c55ccc36831bc0c5393d7da44bf07b38392280dcbba13e0e1ba8a309,CAN00059|2007-04-04T08:50|0.3,Cu,0.2,µg/l,water,freshwater_dissolved_operational_fraction_ug_per_l,<,0.2,µg/l,46.453,-62.3825,EPSG:4326,,,Dissolved metals by inductively coupled argon plasma/mass spectrometer with pneumatic nebulization,GEMStat dissolved operational fraction,,CC-BY-4.0,official_curated,gemstat-open-archive,Copper.csv#row=48057,2007-04-04T08:50,0.3,0.3,,River station,water_river,exact,,,,,,,,,,,river,dissolved,,,,,,,,,,,,not_reported,observation,observation_method_code_join,,Dissolved metals by inductively coupled argon plasma/mass spectrometer with pneumatic nebulization,,,,,GEMStat_methods_metadata.csv#row=799,,,,,,"[""Heinle, M., Lisniak, D., and Saile, P. (2026). UNEP GEMS/Water Global Freshwater Quality Archive, v3. Zenodo. https://doi.org/10.5281/zenodo.18459694""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-234433e396a2ced71ee9e7b44b033e2d34f9924c64ed3fa246ae36f6b67710b7,src-315f2f00f117a4a7818c6dc59e0fb20ecdbc78f44631d8ebb7a5caa188a428bc,CAN00059|2007-05-03T08:20|0.3,Cu,0.2,µg/l,water,freshwater_dissolved_operational_fraction_ug_per_l,<,0.2,µg/l,46.453,-62.3825,EPSG:4326,,,Dissolved metals by inductively coupled argon plasma/mass spectrometer with pneumatic nebulization,GEMStat dissolved operational fraction,,CC-BY-4.0,official_curated,gemstat-open-archive,Copper.csv#row=48059,2007-05-03T08:20,0.3,0.3,,River station,water_river,exact,,,,,,,,,,,river,dissolved,,,,,,,,,,,,not_reported,observation,observation_method_code_join,,Dissolved metals by inductively coupled argon plasma/mass spectrometer with pneumatic nebulization,,,,,GEMStat_methods_metadata.csv#row=799,,,,,,"[""Heinle, M., Lisniak, D., and Saile, P. (2026). UNEP GEMS/Water Global Freshwater Quality Archive, v3. Zenodo. https://doi.org/10.5281/zenodo.18459694""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-1732062052a73972227202202f117e589fe1856d0eb9a9a586ef59451c655a96,src-7c798767f505f18f9030422a1f3833f0477be3d3b816810039cc797ea25b671a,CAN00364|2012-04-11T00:00|0.3,Cu,32.73,µg/g,water,freshwater_suspended_operational_fraction_ug_per_g,,,,45.5676,-74.3799,EPSG:4326,,,"Analysis of major, minor and trace metal elements in the particulate phase of natural waters VMV3020",GEMStat suspended operational fraction,,CC-BY-4.0,official_curated,gemstat-open-archive,Copper.csv#row=83282,2012-04-11T00:00,0.3,0.3,,River station,water_river,exact,,,,,,,,,,,river,suspended,,,,,,,,,,,,not_reported,observation,observation_method_code_join,,"Analysis of major, minor and trace metal elements in the particulate phase of natural waters VMV3020",,,,,GEMStat_methods_metadata.csv#row=813,,,,,,"[""Heinle, M., Lisniak, D., and Saile, P. (2026). UNEP GEMS/Water Global Freshwater Quality Archive, v3. Zenodo. https://doi.org/10.5281/zenodo.18459694""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-3e9b4e68e7183d65de46870b4feac918cb8befb584b58e2f555c60759127571d,src-b035c3f1a7a5149348f579aa0914f3819cd802afef0d638f547b7ca4fbe7ab4d,CAN00364|2012-04-25T00:00|0.3,Cu,50.17,µg/g,water,freshwater_suspended_operational_fraction_ug_per_g,,,,45.5676,-74.3799,EPSG:4326,,,"Analysis of major, minor and trace metal elements in the particulate phase of natural waters VMV3020",GEMStat suspended operational fraction,,CC-BY-4.0,official_curated,gemstat-open-archive,Copper.csv#row=83285,2012-04-25T00:00,0.3,0.3,,River station,water_river,exact,,,,,,,,,,,river,suspended,,,,,,,,,,,,not_reported,observation,observation_method_code_join,,"Analysis of major, minor and trace metal elements in the particulate phase of natural waters VMV3020",,,,,GEMStat_methods_metadata.csv#row=813,,,,,,"[""Heinle, M., Lisniak, D., and Saile, P. (2026). UNEP GEMS/Water Global Freshwater Quality Archive, v3. Zenodo. https://doi.org/10.5281/zenodo.18459694""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-81d7daebd3eac88890dc7f53c0cea12424d1cb815ecd6d2f235784730193cba0,src-fb492f79a3140100b2b1a19c8d4a3f8c054e75cb97f506e12824be11462b97f8,CAN00054|2000-02-22T02:30|0.3,Hg,0.005,µg/l,water,freshwater_total_operational_fraction_ug_per_l,<,0.005,µg/l,47.52916,-52.7428,EPSG:4326,,,Determination of mercury concentration using flameless atomic absorption on an autoanalyser.,GEMStat total operational fraction,,CC-BY-4.0,official_curated,gemstat-open-archive,Mercury.csv#row=37371,2000-02-22T02:30,0.3,0.3,,River station,water_river,exact,,,,,,,,,,,river,total,,,,,,,,,,,,not_reported,observation,observation_method_code_join,,Determination of mercury concentration using flameless atomic absorption on an autoanalyser.,,,,,GEMStat_methods_metadata.csv#row=1194,,,,,,"[""Heinle, M., Lisniak, D., and Saile, P. (2026). UNEP GEMS/Water Global Freshwater Quality Archive, v3. Zenodo. https://doi.org/10.5281/zenodo.18459694""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-c80c00501a1b5ad0b41145281ca92d84c8841b41391a4e4dd93ba19ee6abf09e,src-3c1931fb96d5fee37ba57681333a044cef61751a2aee03ebff01ffbc11ca342b,CAN00054|2000-04-25T05:10|0.3,Hg,0.005,µg/l,water,freshwater_total_operational_fraction_ug_per_l,<,0.005,µg/l,47.52916,-52.7428,EPSG:4326,,,Determination of mercury concentration using flameless atomic absorption on an autoanalyser.,GEMStat total operational fraction,,CC-BY-4.0,official_curated,gemstat-open-archive,Mercury.csv#row=37372,2000-04-25T05:10,0.3,0.3,,River station,water_river,exact,,,,,,,,,,,river,total,,,,,,,,,,,,not_reported,observation,observation_method_code_join,,Determination of mercury concentration using flameless atomic absorption on an autoanalyser.,,,,,GEMStat_methods_metadata.csv#row=1194,,,,,,"[""Heinle, M., Lisniak, D., and Saile, P. (2026). UNEP GEMS/Water Global Freshwater Quality Archive, v3. Zenodo. https://doi.org/10.5281/zenodo.18459694""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-f61fa9e6328ef8d9d4f17ceca2bdaa1e3bf8fbbb6cb8e2a1800a477f2f9a280d,src-fcd3467244ddd3f49b8d338076e8402936b19c666958ab8003b45028121d1c3e,CAN00055|2003-03-24T13:35|0.3,Hg,0.02,µg/l,water,freshwater_extractable_operational_fraction_ug_per_l,<,0.02,µg/l,53.534,-57.495,EPSG:4326,,,Mercury by flameless atomic absorption on autoanalyzer,GEMStat extractable operational fraction,,CC-BY-4.0,official_curated,gemstat-open-archive,Mercury.csv#row=37380,2003-03-24T13:35,0.3,0.3,,River station,water_river,exact,,,,,,,,,,,river,extractable,,,,,,,,,,,,not_reported,observation,observation_method_code_join,,Mercury by flameless atomic absorption on autoanalyzer,,,,,GEMStat_methods_metadata.csv#row=1186,,,,,,"[""Heinle, M., Lisniak, D., and Saile, P. (2026). UNEP GEMS/Water Global Freshwater Quality Archive, v3. Zenodo. https://doi.org/10.5281/zenodo.18459694""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-6dec9339cd7589698485581772f1b57da8111b7e7ba5d2c8c1f5ed8be9fdc88e,src-a51dc3b4f938784a7ddd51e19413e16f071f4e0cf332e81ec1287a4d531924e8,CAN00087|2003-03-24T10:20|0.3,Hg,0.02,µg/l,water,freshwater_extractable_operational_fraction_ug_per_l,<,0.02,µg/l,52.6489,-56.8714,EPSG:4326,,,Mercury by flameless atomic absorption on autoanalyzer,GEMStat extractable operational fraction,,CC-BY-4.0,official_curated,gemstat-open-archive,Mercury.csv#row=37393,2003-03-24T10:20,0.3,0.3,,River station,water_river,exact,,,,,,,,,,,river,extractable,,,,,,,,,,,,not_reported,observation,observation_method_code_join,,Mercury by flameless atomic absorption on autoanalyzer,,,,,GEMStat_methods_metadata.csv#row=1186,,,,,,"[""Heinle, M., Lisniak, D., and Saile, P. (2026). UNEP GEMS/Water Global Freshwater Quality Archive, v3. Zenodo. https://doi.org/10.5281/zenodo.18459694""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-8de6c26833a53262dc001d5d69cc60c591b66f470c8ba033aab8353bba764d35,src-3ef692e562d756749ffcb5b99fa66e3df20c12e491a645127d80e1a0115a12ea,CAN00141|2005-10-01T12:00|0.3,Hg,0.02,µg/l,water,freshwater_suspended_operational_fraction_ug_per_l,<,0.02,µg/l,53.2478,-60.7892,EPSG:4326,,,Total mercury in water is analyzed by atomic fluorescence.,GEMStat suspended operational fraction,,CC-BY-4.0,official_curated,gemstat-open-archive,Mercury.csv#row=37471,2005-10-01T12:00,0.3,0.3,,River station,water_river,exact,,,,,,,,,,,river,suspended,,,,,,,,,,,,not_reported,observation,observation_method_code_join,,Total mercury in water is analyzed by atomic fluorescence.,,,,,GEMStat_methods_metadata.csv#row=1189,,,,,,"[""Heinle, M., Lisniak, D., and Saile, P. (2026). UNEP GEMS/Water Global Freshwater Quality Archive, v3. Zenodo. https://doi.org/10.5281/zenodo.18459694""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-72a53827026f42083a9c39a0223077871b4b40b6ff87ccf789a63622117c4967,src-e8656494e005578801f229196d68aff49112834c8512049271ab0547f8257c1b,CAN00246|2005-09-27T12:00|0.3,Hg,0.02,µg/l,water,freshwater_suspended_operational_fraction_ug_per_l,<,0.02,µg/l,54.1317,-61.4292,EPSG:4326,,,Total mercury in water is analyzed by atomic fluorescence.,GEMStat suspended operational fraction,,CC-BY-4.0,official_curated,gemstat-open-archive,Mercury.csv#row=37604,2005-09-27T12:00,0.3,0.3,,River station,water_river,exact,,,,,,,,,,,river,suspended,,,,,,,,,,,,not_reported,observation,observation_method_code_join,,Total mercury in water is analyzed by atomic fluorescence.,,,,,GEMStat_methods_metadata.csv#row=1189,,,,,,"[""Heinle, M., Lisniak, D., and Saile, P. (2026). UNEP GEMS/Water Global Freshwater Quality Archive, v3. Zenodo. https://doi.org/10.5281/zenodo.18459694""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-59ca9afeee441117c433169adc9aa0bb4161c692650f7338b58cc0be8612f98e,src-ebef97ae81702b0538e9610775c800c5e999ba71c4d2f319ea8a00502b4cce4c,USA00004|1976-02-18T11:00|0.3,Hg,0.5,µg/l,water,freshwater_dissolved_operational_fraction_ug_per_l,<,0.5,µg/l,38.71,-91.43916667,EPSG:4326,,,"Cold-Vapor Atomic Absorption Spectrometric Method with H2SO4, KMnO4 and K2S2O8 Digestion",GEMStat dissolved operational fraction,,CC-BY-4.0,official_curated,gemstat-open-archive,Mercury.csv#row=516851,1976-02-18T11:00,0.3,0.3,,River station,water_river,exact,,,,,,,,,,,river,dissolved,,,,,,,,,,,,not_reported,observation,observation_method_code_join,,"Cold-Vapor Atomic Absorption Spectrometric Method with H2SO4, KMnO4 and K2S2O8 Digestion",,,,,GEMStat_methods_metadata.csv#row=1184,,,,,,"[""Heinle, M., Lisniak, D., and Saile, P. (2026). UNEP GEMS/Water Global Freshwater Quality Archive, v3. Zenodo. https://doi.org/10.5281/zenodo.18459694""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-600e680a0bc33a2cec3d03d5128cb27f7c80eb903d5305878af5bd0ed27838d9,src-dbbba4c6be4be0afdd88b379fc3db9011de18e8d445d44c5c9b44c2c74e70874,USA00004|1976-05-14T11:30|0.3,Hg,0.5,µg/l,water,freshwater_dissolved_operational_fraction_ug_per_l,<,0.5,µg/l,38.71,-91.43916667,EPSG:4326,,,"Cold-Vapor Atomic Absorption Spectrometric Method with H2SO4, KMnO4 and K2S2O8 Digestion",GEMStat dissolved operational fraction,,CC-BY-4.0,official_curated,gemstat-open-archive,Mercury.csv#row=516853,1976-05-14T11:30,0.3,0.3,,River station,water_river,exact,,,,,,,,,,,river,dissolved,,,,,,,,,,,,not_reported,observation,observation_method_code_join,,"Cold-Vapor Atomic Absorption Spectrometric Method with H2SO4, KMnO4 and K2S2O8 Digestion",,,,,GEMStat_methods_metadata.csv#row=1184,,,,,,"[""Heinle, M., Lisniak, D., and Saile, P. (2026). UNEP GEMS/Water Global Freshwater Quality Archive, v3. Zenodo. https://doi.org/10.5281/zenodo.18459694""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-13ce6de89a6f7f902c9c8109215fe879389d99f803c87fbd3158e5d42404a328,src-36a5e8448c4da89295121a12ab7ebd0b188549a9048b69d693bf8aa571307248,CAN00018|2002-06-13T13:50|0.3,Ni,0.0002,mg/l,water,freshwater_total_operational_fraction_mg_per_l,<,0.0002,mg/l,60.12,-137.97,EPSG:4326,,,Inductively Coupled Plasma (ICP) Method (Total Metals after Rigorous Digestion),GEMStat total operational fraction,,CC-BY-4.0,official_curated,gemstat-open-archive,Nickel.csv#row=40249,2002-06-13T13:50,0.3,0.3,,River station,water_river,exact,,,,,,,,,,,river,total,,,,,,,,,,,,not_reported,observation,observation_method_code_join,,Inductively Coupled Plasma (ICP) Method (Total Metals after Rigorous Digestion),,,,,GEMStat_methods_metadata.csv#row=1623,,,,,,"[""Heinle, M., Lisniak, D., and Saile, P. (2026). UNEP GEMS/Water Global Freshwater Quality Archive, v3. Zenodo. https://doi.org/10.5281/zenodo.18459694""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-b07afbf83b6faa629e11db917f771ddae5e0c457624c87712bcb7c07ee30e29b,src-a461d5af707bb9aa8e278ce605b68d6f488d2f17f02e7ff428a012130ab86ef2,CAN00019|2000-01-10T16:06|1.0,Ni,0.0002,mg/l,water,freshwater_total_operational_fraction_mg_per_l,<,0.0002,mg/l,60.05,-128.9,EPSG:4326,,,Inductively Coupled Plasma (ICP) Method (Total Metals after Rigorous Digestion),GEMStat total operational fraction,,CC-BY-4.0,official_curated,gemstat-open-archive,Nickel.csv#row=40352,2000-01-10T16:06,1.0,1.0,,River station,water_river,exact,,,,,,,,,,,river,total,,,,,,,,,,,,not_reported,observation,observation_method_code_join,,Inductively Coupled Plasma (ICP) Method (Total Metals after Rigorous Digestion),,,,,GEMStat_methods_metadata.csv#row=1623,,,,,,"[""Heinle, M., Lisniak, D., and Saile, P. (2026). UNEP GEMS/Water Global Freshwater Quality Archive, v3. Zenodo. https://doi.org/10.5281/zenodo.18459694""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-3342739c6d4eb85d63b6385f85043bf2e6731f2c691167fb33df6ccf900c8a77,src-52b618fed82d956e4932c0fa96fd1e604c33f8f680ed6dbc41f2072c59f29aed,CAN00021|2000-12-04T12:35|0.3,Ni,0.02,µg/l,water,freshwater_extractable_operational_fraction_ug_per_l,<,0.02,µg/l,51.21,-117.7,EPSG:4326,,,Extractable metals by inductively coupled argon plasma-mass spectrometry with pneumatic nebulization,GEMStat extractable operational fraction,,CC-BY-4.0,official_curated,gemstat-open-archive,Nickel.csv#row=40850,2000-12-04T12:35,0.3,0.3,,River station,water_river,exact,,,,,,,,,,,river,extractable,,,,,,,,,,,,not_reported,observation,observation_method_code_join,,Extractable metals by inductively coupled argon plasma-mass spectrometry with pneumatic nebulization,,,,,GEMStat_methods_metadata.csv#row=1617,,,,,,"[""Heinle, M., Lisniak, D., and Saile, P. (2026). UNEP GEMS/Water Global Freshwater Quality Archive, v3. Zenodo. https://doi.org/10.5281/zenodo.18459694""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-9a3cc41bb5693f53be18f0fb186b48932ad6aa7e791ec8d66464d283f8087d02,src-41fccf0e08e090675f3f54cbdbd9f24c88d8d93585b22b0e0f6e113b3d789c4c,CAN00022|2000-01-04T09:00|0.3,Ni,0.02,µg/l,water,freshwater_extractable_operational_fraction_ug_per_l,<,0.02,µg/l,51.42,-116.44,EPSG:4326,,,Extractable metals by inductively coupled argon plasma-mass spectrometry with pneumatic nebulization,GEMStat extractable operational fraction,,CC-BY-4.0,official_curated,gemstat-open-archive,Nickel.csv#row=41194,2000-01-04T09:00,0.3,0.3,,River station,water_river,exact,,,,,,,,,,,river,extractable,,,,,,,,,,,,not_reported,observation,observation_method_code_join,,Extractable metals by inductively coupled argon plasma-mass spectrometry with pneumatic nebulization,,,,,GEMStat_methods_metadata.csv#row=1617,,,,,,"[""Heinle, M., Lisniak, D., and Saile, P. (2026). UNEP GEMS/Water Global Freshwater Quality Archive, v3. Zenodo. https://doi.org/10.5281/zenodo.18459694""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
