record_id,source_record_id,sample_id,element_or_analyte,analyte_reported,value,unit,medium,material,measurement_basis,value_qualifier,missing_reason,detection_limit,detection_limit_unit,original_latitude_raw,original_longitude_raw,latitude,longitude,source_crs,coordinate_transform_method,coordinate_uncertainty_m,geologic_unit,analytical_method,method_family,digestion_or_extraction,laboratory,license,source_tier,source_id,dataset_title,dataset_doi,dataset_version,source_file,source_row,source_locator,official_source_url,file_sha256,sampled_at,sample_depth_min_m,sample_depth_max_m,grain_fraction,coordinate_evidence_scope,coordinate_policy_id,coordinate_latitude_field,coordinate_longitude_field,sample_type_raw,sample_type,sample_type_mapping_status,sample_type_missing_reason,geographic_context_raw,survey_area,map_sheet,cruise_track,lithology_raw,lithology,soil_horizon_raw,soil_horizon,sediment_environment,water_body_type,water_fraction,filtered_state,geologic_unit_raw,geologic_age_raw,tectonic_setting_raw,matched_geologic_unit,geology_map_source,geology_map_version,match_method,match_scale,boundary_distance_m,match_uncertainty,geology_missing_reason,method_scope,method_assignment_basis,preparation,analytical_technique,instrument,quantitation_limit,quantitation_limit_unit,reference_materials,method_source_locator,method_publication_id,method_missing_reason,citation_id_raw,publication_id,publication_doi,citation_text_raw,citation_scope,citation_assignment_basis,upstream_primary_source_id,citation_resolution_status,citation_missing_reason,access_status,research_use_status,license_url,license_scope,attribution_required,redistribution_status,terms_verified_at
rec-9a1c035a3e44ec56699dd2858588d741ac4ad217b8a8b8b275f634b953bb739d,src-4ba6a2b016a6002d89c464d2ef187f1ee7b440f4948bab432a366a7320954152,Amazonas_0120|2016-03-01|TOP|1,Ni,Ni,3.60,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-3.015890,-58.833100,EPSG:4326,,,,Inductively coupled plasma mass spectrometry (ICP-MS),,GEMAS protocol multi-acid digestion,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,120,PANGAEA.968463.tab#row=120,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-01,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0120 / Central / Forest,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Inductively coupled plasma mass spectrometry (ICP-MS),,,,,PANGAEA.968463.tab#parameter=Ni [mg/kg] (Inductively coupled plasma - ...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-77a3005d4e324a904aaaf291f1cac75474ea11aeea0b74c897b373c7e7fba516,src-4ba6a2b016a6002d89c464d2ef187f1ee7b440f4948bab432a366a7320954152,Amazonas_0120|2016-03-01|TOP|1,Pb,Pb,8.30,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-3.015890,-58.833100,EPSG:4326,,,,Inductively coupled plasma mass spectrometry (ICP-MS),,GEMAS protocol multi-acid digestion,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,120,PANGAEA.968463.tab#row=120,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-01,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0120 / Central / Forest,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Inductively coupled plasma mass spectrometry (ICP-MS),,,,,PANGAEA.968463.tab#parameter=Pb [mg/kg] (Inductively coupled plasma - ...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-bdec1a34903ac9245bbb2811d8c4d1e62ebf53ce45cedf37211b605f8608efd6,src-4ba6a2b016a6002d89c464d2ef187f1ee7b440f4948bab432a366a7320954152,Amazonas_0120|2016-03-01|TOP|1,Zn,Zn,21.0,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-3.015890,-58.833100,EPSG:4326,,,,Inductively coupled plasma mass spectrometry (ICP-MS),,GEMAS protocol multi-acid digestion,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,120,PANGAEA.968463.tab#row=120,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-01,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0120 / Central / Forest,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Inductively coupled plasma mass spectrometry (ICP-MS),,,,,PANGAEA.968463.tab#parameter=Zn [mg/kg] (Inductively coupled plasma - ...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-12454b819d47fa6575eb80ca8d7a18ff613bea8d57847e952e9915466069c6bd,src-c4ce97ce07430396492e49081a8cb52f2e6fc0727a52415786d5ac517a731184,Amazonas_0210|2016-03-04|TOP|1,As,As,4.8,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.533170,-60.023500,EPSG:4326,,,,Inductively coupled plasma mass spectrometry (ICP-MS),,GEMAS protocol multi-acid digestion,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,121,PANGAEA.968463.tab#row=121,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-04,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0210 / Central / Forest,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Inductively coupled plasma mass spectrometry (ICP-MS),,,,,PANGAEA.968463.tab#parameter=As [mg/kg] (Inductively coupled plasma - ...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-ff8329c4d7fb43d642706daec8c9326877c4acb81e3db3476fd78e7ccc3696ba,src-c4ce97ce07430396492e49081a8cb52f2e6fc0727a52415786d5ac517a731184,Amazonas_0210|2016-03-04|TOP|1,Cr,Cr,101,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.533170,-60.023500,EPSG:4326,,,,Inductively coupled plasma mass spectrometry (ICP-MS),,GEMAS protocol multi-acid digestion,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,121,PANGAEA.968463.tab#row=121,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-04,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0210 / Central / Forest,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Inductively coupled plasma mass spectrometry (ICP-MS),,,,,PANGAEA.968463.tab#parameter=Cr [mg/kg] (Inductively coupled plasma - ...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-4aead3e7c06f4dee2c529a857201e52a4c4dcb33b24cfefc8143f1e6a18acd12,src-c4ce97ce07430396492e49081a8cb52f2e6fc0727a52415786d5ac517a731184,Amazonas_0210|2016-03-04|TOP|1,Cu,Cu,6.2,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.533170,-60.023500,EPSG:4326,,,,Inductively coupled plasma mass spectrometry (ICP-MS),,GEMAS protocol multi-acid digestion,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,121,PANGAEA.968463.tab#row=121,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-04,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0210 / Central / Forest,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Inductively coupled plasma mass spectrometry (ICP-MS),,,,,PANGAEA.968463.tab#parameter=Cu [mg/kg] (Inductively coupled plasma - ...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-5a6248e7ac97e51bc7750321c88bb2062124578c6159687f3660141c05f2b87e,src-c4ce97ce07430396492e49081a8cb52f2e6fc0727a52415786d5ac517a731184,Amazonas_0210|2016-03-04|TOP|1,Hg,Hg,0.162,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.533170,-60.023500,EPSG:4326,,,,Cold vapour atomic absorption spectrometry (CV-AAS),,GEMAS protocol preparation; publisher parameter metadata assigns CV-AAS Hg determination,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,121,PANGAEA.968463.tab#row=121,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-04,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0210 / Central / Forest,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Cold vapour atomic absorption spectrometry (CV-AAS),,,,,PANGAEA.968463.tab#parameter=Hg [mg/kg] (Cold Vapour Atomic Absorption...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-827ebce0c3a70a1afb46a18897160a418c6b1af44ac112106366648e25094043,src-c4ce97ce07430396492e49081a8cb52f2e6fc0727a52415786d5ac517a731184,Amazonas_0210|2016-03-04|TOP|1,Ni,Ni,4.20,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.533170,-60.023500,EPSG:4326,,,,Inductively coupled plasma mass spectrometry (ICP-MS),,GEMAS protocol multi-acid digestion,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,121,PANGAEA.968463.tab#row=121,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-04,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0210 / Central / Forest,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Inductively coupled plasma mass spectrometry (ICP-MS),,,,,PANGAEA.968463.tab#parameter=Ni [mg/kg] (Inductively coupled plasma - ...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-5c31ee3ac7522ca4fced4b0113ab5cb19b0637e2446eba25865a9f34c344dbc6,src-c4ce97ce07430396492e49081a8cb52f2e6fc0727a52415786d5ac517a731184,Amazonas_0210|2016-03-04|TOP|1,Pb,Pb,18.20,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.533170,-60.023500,EPSG:4326,,,,Inductively coupled plasma mass spectrometry (ICP-MS),,GEMAS protocol multi-acid digestion,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,121,PANGAEA.968463.tab#row=121,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-04,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0210 / Central / Forest,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Inductively coupled plasma mass spectrometry (ICP-MS),,,,,PANGAEA.968463.tab#parameter=Pb [mg/kg] (Inductively coupled plasma - ...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-4472a8b18b519f30ccd492b489ceccb13141de77d100098305ab7b02d119c725,src-c4ce97ce07430396492e49081a8cb52f2e6fc0727a52415786d5ac517a731184,Amazonas_0210|2016-03-04|TOP|1,Zn,Zn,21.0,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.533170,-60.023500,EPSG:4326,,,,Inductively coupled plasma mass spectrometry (ICP-MS),,GEMAS protocol multi-acid digestion,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,121,PANGAEA.968463.tab#row=121,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-04,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0210 / Central / Forest,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Inductively coupled plasma mass spectrometry (ICP-MS),,,,,PANGAEA.968463.tab#parameter=Zn [mg/kg] (Inductively coupled plasma - ...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-9bd28a129ce90dd30e1f57514a4014123041fa35ed13fdf7ffe0058a96589fea,src-402a0aa5cdcfbaee8180f9f3e93da6948c2efca47273266d4771ae641750e8e3,Amazonas_0220|2016-03-04|TOP|1,As,As,4.5,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.533170,-60.023500,EPSG:4326,,,,Inductively coupled plasma mass spectrometry (ICP-MS),,GEMAS protocol multi-acid digestion,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,122,PANGAEA.968463.tab#row=122,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-04,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0220 / Central / Forest,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Inductively coupled plasma mass spectrometry (ICP-MS),,,,,PANGAEA.968463.tab#parameter=As [mg/kg] (Inductively coupled plasma - ...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-27a6b2323738ec3e98bd83dd823f8f071e7176bfebc39951578efdfcb40d4675,src-402a0aa5cdcfbaee8180f9f3e93da6948c2efca47273266d4771ae641750e8e3,Amazonas_0220|2016-03-04|TOP|1,Cr,Cr,119,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.533170,-60.023500,EPSG:4326,,,,Inductively coupled plasma mass spectrometry (ICP-MS),,GEMAS protocol multi-acid digestion,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,122,PANGAEA.968463.tab#row=122,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-04,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0220 / Central / Forest,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Inductively coupled plasma mass spectrometry (ICP-MS),,,,,PANGAEA.968463.tab#parameter=Cr [mg/kg] (Inductively coupled plasma - ...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-c1e67748ed3b73da0458661aad42128e0bb035163e1ae58d0a698acdd5515af4,src-402a0aa5cdcfbaee8180f9f3e93da6948c2efca47273266d4771ae641750e8e3,Amazonas_0220|2016-03-04|TOP|1,Cu,Cu,7.4,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.533170,-60.023500,EPSG:4326,,,,Inductively coupled plasma mass spectrometry (ICP-MS),,GEMAS protocol multi-acid digestion,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,122,PANGAEA.968463.tab#row=122,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-04,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0220 / Central / Forest,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Inductively coupled plasma mass spectrometry (ICP-MS),,,,,PANGAEA.968463.tab#parameter=Cu [mg/kg] (Inductively coupled plasma - ...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-6ba12c9c87cead237d6e25f11b820269a573e77a8c1334b806924e4e10b649b2,src-402a0aa5cdcfbaee8180f9f3e93da6948c2efca47273266d4771ae641750e8e3,Amazonas_0220|2016-03-04|TOP|1,Hg,Hg,0.168,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.533170,-60.023500,EPSG:4326,,,,Cold vapour atomic absorption spectrometry (CV-AAS),,GEMAS protocol preparation; publisher parameter metadata assigns CV-AAS Hg determination,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,122,PANGAEA.968463.tab#row=122,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-04,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0220 / Central / Forest,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Cold vapour atomic absorption spectrometry (CV-AAS),,,,,PANGAEA.968463.tab#parameter=Hg [mg/kg] (Cold Vapour Atomic Absorption...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-87e74e41fd0b02b328681bff704e6f73ae3b0bbcbe961207b61fd7aec6b6b26a,src-402a0aa5cdcfbaee8180f9f3e93da6948c2efca47273266d4771ae641750e8e3,Amazonas_0220|2016-03-04|TOP|1,Ni,Ni,5.50,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.533170,-60.023500,EPSG:4326,,,,Inductively coupled plasma mass spectrometry (ICP-MS),,GEMAS protocol multi-acid digestion,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,122,PANGAEA.968463.tab#row=122,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-04,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0220 / Central / Forest,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Inductively coupled plasma mass spectrometry (ICP-MS),,,,,PANGAEA.968463.tab#parameter=Ni [mg/kg] (Inductively coupled plasma - ...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-32812d980ae30aab0270e39bd397506981997eb677584e3ebb13364adf086299,src-402a0aa5cdcfbaee8180f9f3e93da6948c2efca47273266d4771ae641750e8e3,Amazonas_0220|2016-03-04|TOP|1,Pb,Pb,13.60,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.533170,-60.023500,EPSG:4326,,,,Inductively coupled plasma mass spectrometry (ICP-MS),,GEMAS protocol multi-acid digestion,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,122,PANGAEA.968463.tab#row=122,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-04,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0220 / Central / Forest,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Inductively coupled plasma mass spectrometry (ICP-MS),,,,,PANGAEA.968463.tab#parameter=Pb [mg/kg] (Inductively coupled plasma - ...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
