record_id,source_record_id,sample_id,element_or_analyte,analyte_reported,value,unit,medium,material,measurement_basis,value_qualifier,missing_reason,detection_limit,detection_limit_unit,original_latitude_raw,original_longitude_raw,latitude,longitude,source_crs,coordinate_transform_method,coordinate_uncertainty_m,geologic_unit,analytical_method,method_family,digestion_or_extraction,laboratory,license,source_tier,source_id,dataset_title,dataset_doi,dataset_version,source_file,source_row,source_locator,official_source_url,file_sha256,sampled_at,sample_depth_min_m,sample_depth_max_m,grain_fraction,coordinate_evidence_scope,coordinate_policy_id,coordinate_latitude_field,coordinate_longitude_field,sample_type_raw,sample_type,sample_type_mapping_status,sample_type_missing_reason,geographic_context_raw,survey_area,map_sheet,cruise_track,lithology_raw,lithology,soil_horizon_raw,soil_horizon,sediment_environment,water_body_type,water_fraction,filtered_state,geologic_unit_raw,geologic_age_raw,tectonic_setting_raw,matched_geologic_unit,geology_map_source,geology_map_version,match_method,match_scale,boundary_distance_m,match_uncertainty,geology_missing_reason,method_scope,method_assignment_basis,preparation,analytical_technique,instrument,quantitation_limit,quantitation_limit_unit,reference_materials,method_source_locator,method_publication_id,method_missing_reason,citation_id_raw,publication_id,publication_doi,citation_text_raw,citation_scope,citation_assignment_basis,upstream_primary_source_id,citation_resolution_status,citation_missing_reason,access_status,research_use_status,license_url,license_scope,attribution_required,redistribution_status,terms_verified_at
rec-849fd2a462c440defb80f043e64c5859758e415fd2c71f0a7f48859d87c54832,src-402a0aa5cdcfbaee8180f9f3e93da6948c2efca47273266d4771ae641750e8e3,Amazonas_0220|2016-03-04|TOP|1,Zn,Zn,22.0,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.533170,-60.023500,EPSG:4326,,,,Inductively coupled plasma mass spectrometry (ICP-MS),,GEMAS protocol multi-acid digestion,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,122,PANGAEA.968463.tab#row=122,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-04,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0220 / Central / Forest,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Inductively coupled plasma mass spectrometry (ICP-MS),,,,,PANGAEA.968463.tab#parameter=Zn [mg/kg] (Inductively coupled plasma - ...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-aa7f7adc0515bc6a8265ffedf7f1f3b2782c42dd4dacff33a5f5761d9ea29c8f,src-c7f50b4f7f0fb41fe5c8b16ebe503de54bff03f39faed721c83b37573f3bd30e,Amazonas_0310|2016-03-03|TOP|1,As,As,5.1,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.890110,-50.970000,EPSG:4326,,,,Inductively coupled plasma mass spectrometry (ICP-MS),,GEMAS protocol multi-acid digestion,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,123,PANGAEA.968463.tab#row=123,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-03,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0310 / Central / Rubber tree,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Inductively coupled plasma mass spectrometry (ICP-MS),,,,,PANGAEA.968463.tab#parameter=As [mg/kg] (Inductively coupled plasma - ...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-bf75a701618433e4f283649bc094b1b1849f7a82d35b14c4c29d8704e0f397a3,src-c7f50b4f7f0fb41fe5c8b16ebe503de54bff03f39faed721c83b37573f3bd30e,Amazonas_0310|2016-03-03|TOP|1,Cr,Cr,104,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.890110,-50.970000,EPSG:4326,,,,Inductively coupled plasma mass spectrometry (ICP-MS),,GEMAS protocol multi-acid digestion,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,123,PANGAEA.968463.tab#row=123,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-03,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0310 / Central / Rubber tree,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Inductively coupled plasma mass spectrometry (ICP-MS),,,,,PANGAEA.968463.tab#parameter=Cr [mg/kg] (Inductively coupled plasma - ...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-f508670f35f8f9f3be804c9d069fdf5cc54a238672b4c5f2ea5429693216b19c,src-c7f50b4f7f0fb41fe5c8b16ebe503de54bff03f39faed721c83b37573f3bd30e,Amazonas_0310|2016-03-03|TOP|1,Cu,Cu,9.5,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.890110,-50.970000,EPSG:4326,,,,Inductively coupled plasma mass spectrometry (ICP-MS),,GEMAS protocol multi-acid digestion,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,123,PANGAEA.968463.tab#row=123,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-03,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0310 / Central / Rubber tree,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Inductively coupled plasma mass spectrometry (ICP-MS),,,,,PANGAEA.968463.tab#parameter=Cu [mg/kg] (Inductively coupled plasma - ...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-466f1532d2973e5aab348921a100b2570b416de08e7062c898cb752f45a2297b,src-c7f50b4f7f0fb41fe5c8b16ebe503de54bff03f39faed721c83b37573f3bd30e,Amazonas_0310|2016-03-03|TOP|1,Hg,Hg,0.000,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.890110,-50.970000,EPSG:4326,,,,Cold vapour atomic absorption spectrometry (CV-AAS),,GEMAS protocol preparation; publisher parameter metadata assigns CV-AAS Hg determination,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,123,PANGAEA.968463.tab#row=123,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-03,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0310 / Central / Rubber tree,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Cold vapour atomic absorption spectrometry (CV-AAS),,,,,PANGAEA.968463.tab#parameter=Hg [mg/kg] (Cold Vapour Atomic Absorption...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-567ada35942a813da5fca611692fe4557925d2272fada84d0ad2206beeb7e7ad,src-c7f50b4f7f0fb41fe5c8b16ebe503de54bff03f39faed721c83b37573f3bd30e,Amazonas_0310|2016-03-03|TOP|1,Ni,Ni,3.70,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.890110,-50.970000,EPSG:4326,,,,Inductively coupled plasma mass spectrometry (ICP-MS),,GEMAS protocol multi-acid digestion,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,123,PANGAEA.968463.tab#row=123,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-03,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0310 / Central / Rubber tree,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Inductively coupled plasma mass spectrometry (ICP-MS),,,,,PANGAEA.968463.tab#parameter=Ni [mg/kg] (Inductively coupled plasma - ...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-e886e75cb51dd930c17fc8b37ea18a2b8d477fb19630c57b7f23302963645295,src-c7f50b4f7f0fb41fe5c8b16ebe503de54bff03f39faed721c83b37573f3bd30e,Amazonas_0310|2016-03-03|TOP|1,Pb,Pb,16.90,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.890110,-50.970000,EPSG:4326,,,,Inductively coupled plasma mass spectrometry (ICP-MS),,GEMAS protocol multi-acid digestion,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,123,PANGAEA.968463.tab#row=123,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-03,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0310 / Central / Rubber tree,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Inductively coupled plasma mass spectrometry (ICP-MS),,,,,PANGAEA.968463.tab#parameter=Pb [mg/kg] (Inductively coupled plasma - ...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-68853e2c0ffb71c066567dafda40f4d393bba23a0c151789713e1fe0881d0e5b,src-c7f50b4f7f0fb41fe5c8b16ebe503de54bff03f39faed721c83b37573f3bd30e,Amazonas_0310|2016-03-03|TOP|1,Zn,Zn,21.0,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.890110,-50.970000,EPSG:4326,,,,Inductively coupled plasma mass spectrometry (ICP-MS),,GEMAS protocol multi-acid digestion,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,123,PANGAEA.968463.tab#row=123,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-03,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0310 / Central / Rubber tree,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Inductively coupled plasma mass spectrometry (ICP-MS),,,,,PANGAEA.968463.tab#parameter=Zn [mg/kg] (Inductively coupled plasma - ...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-4495c1b09b69add85288551402db2c8614b8aeef88f4e68ba70a25b32437e71c,src-dd0c353e621eea1863e17fbeca2cfbd460234a8522198495836b057e937365a1,Amazonas_0320|2016-03-03|TOP|1,As,As,4.6,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.890110,-50.970000,EPSG:4326,,,,Inductively coupled plasma mass spectrometry (ICP-MS),,GEMAS protocol multi-acid digestion,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,124,PANGAEA.968463.tab#row=124,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-03,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0320 / Central / Forest,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Inductively coupled plasma mass spectrometry (ICP-MS),,,,,PANGAEA.968463.tab#parameter=As [mg/kg] (Inductively coupled plasma - ...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-778e9a2b5a60cc643668676f56dc132a9a5f03c9b798d8aab5edbd530fb5607c,src-dd0c353e621eea1863e17fbeca2cfbd460234a8522198495836b057e937365a1,Amazonas_0320|2016-03-03|TOP|1,Cr,Cr,107,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.890110,-50.970000,EPSG:4326,,,,Inductively coupled plasma mass spectrometry (ICP-MS),,GEMAS protocol multi-acid digestion,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,124,PANGAEA.968463.tab#row=124,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-03,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0320 / Central / Forest,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Inductively coupled plasma mass spectrometry (ICP-MS),,,,,PANGAEA.968463.tab#parameter=Cr [mg/kg] (Inductively coupled plasma - ...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-77ab41a3bf84782ceb2366641a9ce43b89027992afbcc8885d27c25051087c76,src-dd0c353e621eea1863e17fbeca2cfbd460234a8522198495836b057e937365a1,Amazonas_0320|2016-03-03|TOP|1,Cu,Cu,6.6,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.890110,-50.970000,EPSG:4326,,,,Inductively coupled plasma mass spectrometry (ICP-MS),,GEMAS protocol multi-acid digestion,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,124,PANGAEA.968463.tab#row=124,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-03,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0320 / Central / Forest,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Inductively coupled plasma mass spectrometry (ICP-MS),,,,,PANGAEA.968463.tab#parameter=Cu [mg/kg] (Inductively coupled plasma - ...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-c3dd773bc6498f32381d45cf383421125e3444367adf815cce1e81053cc776dd,src-dd0c353e621eea1863e17fbeca2cfbd460234a8522198495836b057e937365a1,Amazonas_0320|2016-03-03|TOP|1,Hg,Hg,0.000,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.890110,-50.970000,EPSG:4326,,,,Cold vapour atomic absorption spectrometry (CV-AAS),,GEMAS protocol preparation; publisher parameter metadata assigns CV-AAS Hg determination,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,124,PANGAEA.968463.tab#row=124,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-03,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0320 / Central / Forest,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Cold vapour atomic absorption spectrometry (CV-AAS),,,,,PANGAEA.968463.tab#parameter=Hg [mg/kg] (Cold Vapour Atomic Absorption...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-9a41875bf2c18d8729e017464f04d0fc4c2f67ecaa1d719b2a28f4cba40f683c,src-dd0c353e621eea1863e17fbeca2cfbd460234a8522198495836b057e937365a1,Amazonas_0320|2016-03-03|TOP|1,Ni,Ni,3.80,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.890110,-50.970000,EPSG:4326,,,,Inductively coupled plasma mass spectrometry (ICP-MS),,GEMAS protocol multi-acid digestion,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,124,PANGAEA.968463.tab#row=124,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-03,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0320 / Central / Forest,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Inductively coupled plasma mass spectrometry (ICP-MS),,,,,PANGAEA.968463.tab#parameter=Ni [mg/kg] (Inductively coupled plasma - ...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-9c5229a5a5627676792e5ac4071ba4eb3e31efe34a4ca774b8b9fd2ca7920ad5,src-dd0c353e621eea1863e17fbeca2cfbd460234a8522198495836b057e937365a1,Amazonas_0320|2016-03-03|TOP|1,Pb,Pb,14.10,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.890110,-50.970000,EPSG:4326,,,,Inductively coupled plasma mass spectrometry (ICP-MS),,GEMAS protocol multi-acid digestion,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,124,PANGAEA.968463.tab#row=124,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-03,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0320 / Central / Forest,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Inductively coupled plasma mass spectrometry (ICP-MS),,,,,PANGAEA.968463.tab#parameter=Pb [mg/kg] (Inductively coupled plasma - ...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-1acd5baf0de00a0267f1945a3d5f3630cffc0cc7455d87b3efbaf9ad81f671aa,src-dd0c353e621eea1863e17fbeca2cfbd460234a8522198495836b057e937365a1,Amazonas_0320|2016-03-03|TOP|1,Zn,Zn,26.0,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.890110,-50.970000,EPSG:4326,,,,Inductively coupled plasma mass spectrometry (ICP-MS),,GEMAS protocol multi-acid digestion,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,124,PANGAEA.968463.tab#row=124,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,2016-03-03,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0320 / Central / Forest,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Inductively coupled plasma mass spectrometry (ICP-MS),,,,,PANGAEA.968463.tab#parameter=Zn [mg/kg] (Inductively coupled plasma - ...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-060d454eb4958858b1212fd88708bbbfaa7dea3513dfef44c31056a65775af22,src-817859127cc7e477c2e12132a0efe64ac6e1f7654f8193e11e08800e5c7125ec,Amazonas_0410||TOP|1,Hg,Hg,0.000,mg/kg,soil,,gemas_protocol_multi_acid_digest_dry_mineral_soil,,,,,,,-2.913060,-59.980000,EPSG:4326,,,,Cold vapour atomic absorption spectrometry (CV-AAS),,GEMAS protocol preparation; publisher parameter metadata assigns CV-AAS Hg determination,,CC-BY-4.0,peer_reviewed,pangaea-amazonas-soil,Amazonas soil chemistry - 64 elements,10.1594/PANGAEA.968463,2024-04-10,PANGAEA.968463.tab,125,PANGAEA.968463.tab#row=125,https://doi.pangaea.de/10.1594/PANGAEA.968463?format=textfile,a9de6cde912fa75851bbf90a6e8cd296ecf1dd4c79af8e33ffa1d5e19dcc3ca7,,0,0.20,mineral soil,,,,,TOP,soil_topsoil,exact,,Amazonas_0410 / Central / Forest,"Amazonas, Brazil",,,,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,parameter,pangaea_parameter_method_metadata,,Cold vapour atomic absorption spectrometry (CV-AAS),,,,,PANGAEA.968463.tab#parameter=Hg [mg/kg] (Cold Vapour Atomic Absorption...),doi:10.1016/j.gexplo.2019.106433,,,doi:10.1016/j.gexplo.2019.106433,10.1016/j.gexplo.2019.106433,"[""Matschullat, Jörg (2024): Amazonas soil chemistry - 64 elements. PANGAEA. https://doi.org/10.1594/PANGAEA.968463""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
