record_id,source_record_id,sample_id,element_or_analyte,analyte_reported,value,unit,medium,material,measurement_basis,value_qualifier,missing_reason,detection_limit,detection_limit_unit,original_latitude_raw,original_longitude_raw,latitude,longitude,source_crs,coordinate_transform_method,coordinate_uncertainty_m,geologic_unit,analytical_method,method_family,digestion_or_extraction,laboratory,license,source_tier,source_id,dataset_title,dataset_doi,dataset_version,source_file,source_row,source_locator,official_source_url,file_sha256,sampled_at,sample_depth_min_m,sample_depth_max_m,grain_fraction,coordinate_evidence_scope,coordinate_policy_id,coordinate_latitude_field,coordinate_longitude_field,sample_type_raw,sample_type,sample_type_mapping_status,sample_type_missing_reason,geographic_context_raw,survey_area,map_sheet,cruise_track,lithology_raw,lithology,soil_horizon_raw,soil_horizon,sediment_environment,water_body_type,water_fraction,filtered_state,geologic_unit_raw,geologic_age_raw,tectonic_setting_raw,matched_geologic_unit,geology_map_source,geology_map_version,match_method,match_scale,boundary_distance_m,match_uncertainty,geology_missing_reason,method_scope,method_assignment_basis,preparation,analytical_technique,instrument,quantitation_limit,quantitation_limit_unit,reference_materials,method_source_locator,method_publication_id,method_missing_reason,citation_id_raw,publication_id,publication_doi,citation_text_raw,citation_scope,citation_assignment_basis,upstream_primary_source_id,citation_resolution_status,citation_missing_reason,access_status,research_use_status,license_url,license_scope,attribution_required,redistribution_status,terms_verified_at
rec-4b770769f61f6c97f36735b65f1596b8edaa36f68013374003c8705f353d222f,src-b78349360bd6ecc43311743d7f0d8062223595bc6c5d1ae2a1209a6f327334df,2007190064001 Fine,As,As,2.9,mg/kg,sediment,,ICP-MS reported concentration in <75 µm catchment-outlet sediment; TOS,,,0.4,mg/kg,-37.9818,147.4098,-37.9818,147.4098,,,,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,publisher classifies ICP-MS in the total analytical suite; digestion chemistry is not stated in the CSV,not stated at row level,CC-BY-3.0-AU,government,australia-ngsa,National Geochemical Survey of Australia: Geochemical Atlas dataset,10.11636/Record.2011.020,2011-07-06,Rec2011_020_110706.csv,309,Rec2011_020_110706.csv#row=309,https://d28rz98at9flks.cloudfront.net/82869/Rec2011_020_110706.csv,d9fa6d5b92642c56cc0b1ea7cc1ca22b763cde283cb71dc7194004a005f87812,2/04/2008,,,<75 µm,platform_policy_declared,gda94-geographic-wgs84-identity-v1,LATITUDE,LONGITUDE,TOS,sediment_outlet_top,exact,,VIC / 2007190064,VIC,,,,,,,outlet_catchment,,,,,,,,,,,,,,not_reported,dataset_parameter,official_file_header_and_method_key,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,,,,Rec2011_020_110706.csv#row=6,,,,,,"[""de Caritat, P.; Cooper, M. (2011). National Geochemical Survey of Australia: The Geochemical Atlas of Australia: Dataset. Geoscience Australia. https://doi.org/10.11636/Record.2011.020""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/au/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-1989d74a9a991145fa8628ae6126d39c528cf9fb9aa6202c3bfc7d96a80a85d7,src-b78349360bd6ecc43311743d7f0d8062223595bc6c5d1ae2a1209a6f327334df,2007190064001 Fine,Cu,Cu,11.2,mg/kg,sediment,,ICP-MS reported concentration in <75 µm catchment-outlet sediment; TOS,,,0.2,mg/kg,-37.9818,147.4098,-37.9818,147.4098,,,,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,publisher classifies ICP-MS in the total analytical suite; digestion chemistry is not stated in the CSV,not stated at row level,CC-BY-3.0-AU,government,australia-ngsa,National Geochemical Survey of Australia: Geochemical Atlas dataset,10.11636/Record.2011.020,2011-07-06,Rec2011_020_110706.csv,309,Rec2011_020_110706.csv#row=309,https://d28rz98at9flks.cloudfront.net/82869/Rec2011_020_110706.csv,d9fa6d5b92642c56cc0b1ea7cc1ca22b763cde283cb71dc7194004a005f87812,2/04/2008,,,<75 µm,platform_policy_declared,gda94-geographic-wgs84-identity-v1,LATITUDE,LONGITUDE,TOS,sediment_outlet_top,exact,,VIC / 2007190064,VIC,,,,,,,outlet_catchment,,,,,,,,,,,,,,not_reported,dataset_parameter,official_file_header_and_method_key,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,,,,Rec2011_020_110706.csv#row=6,,,,,,"[""de Caritat, P.; Cooper, M. (2011). National Geochemical Survey of Australia: The Geochemical Atlas of Australia: Dataset. Geoscience Australia. https://doi.org/10.11636/Record.2011.020""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/au/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-1e315376f42d2dded17d0faf988c29fe78bdb1700bca172082ab4684e49278df,src-b78349360bd6ecc43311743d7f0d8062223595bc6c5d1ae2a1209a6f327334df,2007190064001 Fine,Pb,Pb,17.61,mg/kg,sediment,,ICP-MS reported concentration in <75 µm catchment-outlet sediment; TOS,,,0.1,mg/kg,-37.9818,147.4098,-37.9818,147.4098,,,,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,publisher classifies ICP-MS in the total analytical suite; digestion chemistry is not stated in the CSV,not stated at row level,CC-BY-3.0-AU,government,australia-ngsa,National Geochemical Survey of Australia: Geochemical Atlas dataset,10.11636/Record.2011.020,2011-07-06,Rec2011_020_110706.csv,309,Rec2011_020_110706.csv#row=309,https://d28rz98at9flks.cloudfront.net/82869/Rec2011_020_110706.csv,d9fa6d5b92642c56cc0b1ea7cc1ca22b763cde283cb71dc7194004a005f87812,2/04/2008,,,<75 µm,platform_policy_declared,gda94-geographic-wgs84-identity-v1,LATITUDE,LONGITUDE,TOS,sediment_outlet_top,exact,,VIC / 2007190064,VIC,,,,,,,outlet_catchment,,,,,,,,,,,,,,not_reported,dataset_parameter,official_file_header_and_method_key,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,,,,Rec2011_020_110706.csv#row=6,,,,,,"[""de Caritat, P.; Cooper, M. (2011). National Geochemical Survey of Australia: The Geochemical Atlas of Australia: Dataset. Geoscience Australia. https://doi.org/10.11636/Record.2011.020""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/au/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-1517f59e2c36004213daf060e13b310e2100a375aad0f99c7750b3e4cb5b9bac,src-b78349360bd6ecc43311743d7f0d8062223595bc6c5d1ae2a1209a6f327334df,2007190064001 Fine,Zn,Zn,12.6,mg/kg,sediment,,ICP-MS reported concentration in <75 µm catchment-outlet sediment; TOS,,,0.9,mg/kg,-37.9818,147.4098,-37.9818,147.4098,,,,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,publisher classifies ICP-MS in the total analytical suite; digestion chemistry is not stated in the CSV,not stated at row level,CC-BY-3.0-AU,government,australia-ngsa,National Geochemical Survey of Australia: Geochemical Atlas dataset,10.11636/Record.2011.020,2011-07-06,Rec2011_020_110706.csv,309,Rec2011_020_110706.csv#row=309,https://d28rz98at9flks.cloudfront.net/82869/Rec2011_020_110706.csv,d9fa6d5b92642c56cc0b1ea7cc1ca22b763cde283cb71dc7194004a005f87812,2/04/2008,,,<75 µm,platform_policy_declared,gda94-geographic-wgs84-identity-v1,LATITUDE,LONGITUDE,TOS,sediment_outlet_top,exact,,VIC / 2007190064,VIC,,,,,,,outlet_catchment,,,,,,,,,,,,,,not_reported,dataset_parameter,official_file_header_and_method_key,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,,,,Rec2011_020_110706.csv#row=6,,,,,,"[""de Caritat, P.; Cooper, M. (2011). National Geochemical Survey of Australia: The Geochemical Atlas of Australia: Dataset. Geoscience Australia. https://doi.org/10.11636/Record.2011.020""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/au/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-bd0bc39291041e959f863c09bc3e966a20859035abd4b06da22041be9a157349,src-c53d7204840552e34da4692b0e1018b6fd443a645f8342fa0da7bacdefd147ed,2007190452001 Fine,As,As,3,mg/kg,sediment,,ICP-MS reported concentration in <75 µm catchment-outlet sediment; TOS,,,0.4,mg/kg,-36.5163,150.0310,-36.5163,150.0310,,,,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,publisher classifies ICP-MS in the total analytical suite; digestion chemistry is not stated in the CSV,not stated at row level,CC-BY-3.0-AU,government,australia-ngsa,National Geochemical Survey of Australia: Geochemical Atlas dataset,10.11636/Record.2011.020,2011-07-06,Rec2011_020_110706.csv,2259,Rec2011_020_110706.csv#row=2259,https://d28rz98at9flks.cloudfront.net/82869/Rec2011_020_110706.csv,d9fa6d5b92642c56cc0b1ea7cc1ca22b763cde283cb71dc7194004a005f87812,28/11/2007,,,<75 µm,platform_policy_declared,gda94-geographic-wgs84-identity-v1,LATITUDE,LONGITUDE,TOS,sediment_outlet_top,exact,,NSW / 2007190452,NSW,,,,,,,outlet_catchment,,,,,,,,,,,,,,not_reported,dataset_parameter,official_file_header_and_method_key,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,,,,Rec2011_020_110706.csv#row=6,,,,,,"[""de Caritat, P.; Cooper, M. (2011). National Geochemical Survey of Australia: The Geochemical Atlas of Australia: Dataset. Geoscience Australia. https://doi.org/10.11636/Record.2011.020""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/au/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-c84815c64b4658408ad3812212cf6cae8e83d4ef80078ada4b6048a82ae88a3e,src-c53d7204840552e34da4692b0e1018b6fd443a645f8342fa0da7bacdefd147ed,2007190452001 Fine,Cu,Cu,13.5,mg/kg,sediment,,ICP-MS reported concentration in <75 µm catchment-outlet sediment; TOS,,,0.2,mg/kg,-36.5163,150.0310,-36.5163,150.0310,,,,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,publisher classifies ICP-MS in the total analytical suite; digestion chemistry is not stated in the CSV,not stated at row level,CC-BY-3.0-AU,government,australia-ngsa,National Geochemical Survey of Australia: Geochemical Atlas dataset,10.11636/Record.2011.020,2011-07-06,Rec2011_020_110706.csv,2259,Rec2011_020_110706.csv#row=2259,https://d28rz98at9flks.cloudfront.net/82869/Rec2011_020_110706.csv,d9fa6d5b92642c56cc0b1ea7cc1ca22b763cde283cb71dc7194004a005f87812,28/11/2007,,,<75 µm,platform_policy_declared,gda94-geographic-wgs84-identity-v1,LATITUDE,LONGITUDE,TOS,sediment_outlet_top,exact,,NSW / 2007190452,NSW,,,,,,,outlet_catchment,,,,,,,,,,,,,,not_reported,dataset_parameter,official_file_header_and_method_key,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,,,,Rec2011_020_110706.csv#row=6,,,,,,"[""de Caritat, P.; Cooper, M. (2011). National Geochemical Survey of Australia: The Geochemical Atlas of Australia: Dataset. Geoscience Australia. https://doi.org/10.11636/Record.2011.020""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/au/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-9a4e2ebd3a9f9fa5b1e4b436cd92755c977f97074b8506177a42185ddd219d24,src-c53d7204840552e34da4692b0e1018b6fd443a645f8342fa0da7bacdefd147ed,2007190452001 Fine,Pb,Pb,23.08,mg/kg,sediment,,ICP-MS reported concentration in <75 µm catchment-outlet sediment; TOS,,,0.1,mg/kg,-36.5163,150.0310,-36.5163,150.0310,,,,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,publisher classifies ICP-MS in the total analytical suite; digestion chemistry is not stated in the CSV,not stated at row level,CC-BY-3.0-AU,government,australia-ngsa,National Geochemical Survey of Australia: Geochemical Atlas dataset,10.11636/Record.2011.020,2011-07-06,Rec2011_020_110706.csv,2259,Rec2011_020_110706.csv#row=2259,https://d28rz98at9flks.cloudfront.net/82869/Rec2011_020_110706.csv,d9fa6d5b92642c56cc0b1ea7cc1ca22b763cde283cb71dc7194004a005f87812,28/11/2007,,,<75 µm,platform_policy_declared,gda94-geographic-wgs84-identity-v1,LATITUDE,LONGITUDE,TOS,sediment_outlet_top,exact,,NSW / 2007190452,NSW,,,,,,,outlet_catchment,,,,,,,,,,,,,,not_reported,dataset_parameter,official_file_header_and_method_key,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,,,,Rec2011_020_110706.csv#row=6,,,,,,"[""de Caritat, P.; Cooper, M. (2011). National Geochemical Survey of Australia: The Geochemical Atlas of Australia: Dataset. Geoscience Australia. https://doi.org/10.11636/Record.2011.020""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/au/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-a37a2d10cba0edbd132ef0eddd6df4a5ffcab17532a90199313d7a8d1ee3666f,src-c53d7204840552e34da4692b0e1018b6fd443a645f8342fa0da7bacdefd147ed,2007190452001 Fine,Zn,Zn,83.5,mg/kg,sediment,,ICP-MS reported concentration in <75 µm catchment-outlet sediment; TOS,,,0.9,mg/kg,-36.5163,150.0310,-36.5163,150.0310,,,,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,publisher classifies ICP-MS in the total analytical suite; digestion chemistry is not stated in the CSV,not stated at row level,CC-BY-3.0-AU,government,australia-ngsa,National Geochemical Survey of Australia: Geochemical Atlas dataset,10.11636/Record.2011.020,2011-07-06,Rec2011_020_110706.csv,2259,Rec2011_020_110706.csv#row=2259,https://d28rz98at9flks.cloudfront.net/82869/Rec2011_020_110706.csv,d9fa6d5b92642c56cc0b1ea7cc1ca22b763cde283cb71dc7194004a005f87812,28/11/2007,,,<75 µm,platform_policy_declared,gda94-geographic-wgs84-identity-v1,LATITUDE,LONGITUDE,TOS,sediment_outlet_top,exact,,NSW / 2007190452,NSW,,,,,,,outlet_catchment,,,,,,,,,,,,,,not_reported,dataset_parameter,official_file_header_and_method_key,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,,,,Rec2011_020_110706.csv#row=6,,,,,,"[""de Caritat, P.; Cooper, M. (2011). National Geochemical Survey of Australia: The Geochemical Atlas of Australia: Dataset. Geoscience Australia. https://doi.org/10.11636/Record.2011.020""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/au/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-30cad62ab13dc177b5cd6c2f4a2b38fe799def72517e55284a2e57926f4215bc,src-baa7f1d818f6fd0ce55c07fa16b8cb56175cd278a5f98841b7ae1254afb20e97,2007190016001 Fine,As,As,7.4,mg/kg,sediment,,ICP-MS reported concentration in <75 µm catchment-outlet sediment; TOS,,,0.4,mg/kg,-30.8569,119.9266,-30.8569,119.9266,,,,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,publisher classifies ICP-MS in the total analytical suite; digestion chemistry is not stated in the CSV,not stated at row level,CC-BY-3.0-AU,government,australia-ngsa,National Geochemical Survey of Australia: Geochemical Atlas dataset,10.11636/Record.2011.020,2011-07-06,Rec2011_020_110706.csv,93,Rec2011_020_110706.csv#row=93,https://d28rz98at9flks.cloudfront.net/82869/Rec2011_020_110706.csv,d9fa6d5b92642c56cc0b1ea7cc1ca22b763cde283cb71dc7194004a005f87812,3/07/2007,,,<75 µm,platform_policy_declared,gda94-geographic-wgs84-identity-v1,LATITUDE,LONGITUDE,TOS,sediment_outlet_top,exact,,WA / 2007190016,WA,,,,,,,outlet_catchment,,,,,,,,,,,,,,not_reported,dataset_parameter,official_file_header_and_method_key,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,,,,Rec2011_020_110706.csv#row=6,,,,,,"[""de Caritat, P.; Cooper, M. (2011). National Geochemical Survey of Australia: The Geochemical Atlas of Australia: Dataset. Geoscience Australia. https://doi.org/10.11636/Record.2011.020""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/au/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-ff3cd495ccc32cce07a0cd45c55b66a7d646f2b260595bafe34eb9606329e655,src-baa7f1d818f6fd0ce55c07fa16b8cb56175cd278a5f98841b7ae1254afb20e97,2007190016001 Fine,Cu,Cu,30.8,mg/kg,sediment,,ICP-MS reported concentration in <75 µm catchment-outlet sediment; TOS,,,0.2,mg/kg,-30.8569,119.9266,-30.8569,119.9266,,,,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,publisher classifies ICP-MS in the total analytical suite; digestion chemistry is not stated in the CSV,not stated at row level,CC-BY-3.0-AU,government,australia-ngsa,National Geochemical Survey of Australia: Geochemical Atlas dataset,10.11636/Record.2011.020,2011-07-06,Rec2011_020_110706.csv,93,Rec2011_020_110706.csv#row=93,https://d28rz98at9flks.cloudfront.net/82869/Rec2011_020_110706.csv,d9fa6d5b92642c56cc0b1ea7cc1ca22b763cde283cb71dc7194004a005f87812,3/07/2007,,,<75 µm,platform_policy_declared,gda94-geographic-wgs84-identity-v1,LATITUDE,LONGITUDE,TOS,sediment_outlet_top,exact,,WA / 2007190016,WA,,,,,,,outlet_catchment,,,,,,,,,,,,,,not_reported,dataset_parameter,official_file_header_and_method_key,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,,,,Rec2011_020_110706.csv#row=6,,,,,,"[""de Caritat, P.; Cooper, M. (2011). National Geochemical Survey of Australia: The Geochemical Atlas of Australia: Dataset. Geoscience Australia. https://doi.org/10.11636/Record.2011.020""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/au/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-8088369872a004494a3b8a14c4b89b0a661efafce48af4fb02dca558d75568fa,src-baa7f1d818f6fd0ce55c07fa16b8cb56175cd278a5f98841b7ae1254afb20e97,2007190016001 Fine,Pb,Pb,24,mg/kg,sediment,,ICP-MS reported concentration in <75 µm catchment-outlet sediment; TOS,,,0.1,mg/kg,-30.8569,119.9266,-30.8569,119.9266,,,,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,publisher classifies ICP-MS in the total analytical suite; digestion chemistry is not stated in the CSV,not stated at row level,CC-BY-3.0-AU,government,australia-ngsa,National Geochemical Survey of Australia: Geochemical Atlas dataset,10.11636/Record.2011.020,2011-07-06,Rec2011_020_110706.csv,93,Rec2011_020_110706.csv#row=93,https://d28rz98at9flks.cloudfront.net/82869/Rec2011_020_110706.csv,d9fa6d5b92642c56cc0b1ea7cc1ca22b763cde283cb71dc7194004a005f87812,3/07/2007,,,<75 µm,platform_policy_declared,gda94-geographic-wgs84-identity-v1,LATITUDE,LONGITUDE,TOS,sediment_outlet_top,exact,,WA / 2007190016,WA,,,,,,,outlet_catchment,,,,,,,,,,,,,,not_reported,dataset_parameter,official_file_header_and_method_key,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,,,,Rec2011_020_110706.csv#row=6,,,,,,"[""de Caritat, P.; Cooper, M. (2011). National Geochemical Survey of Australia: The Geochemical Atlas of Australia: Dataset. Geoscience Australia. https://doi.org/10.11636/Record.2011.020""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/au/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-a694be59b537e9febaf1e1231887ed7f0345251f741828bcd6c786e485cf2e61,src-baa7f1d818f6fd0ce55c07fa16b8cb56175cd278a5f98841b7ae1254afb20e97,2007190016001 Fine,Zn,Zn,44.6,mg/kg,sediment,,ICP-MS reported concentration in <75 µm catchment-outlet sediment; TOS,,,0.9,mg/kg,-30.8569,119.9266,-30.8569,119.9266,,,,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,publisher classifies ICP-MS in the total analytical suite; digestion chemistry is not stated in the CSV,not stated at row level,CC-BY-3.0-AU,government,australia-ngsa,National Geochemical Survey of Australia: Geochemical Atlas dataset,10.11636/Record.2011.020,2011-07-06,Rec2011_020_110706.csv,93,Rec2011_020_110706.csv#row=93,https://d28rz98at9flks.cloudfront.net/82869/Rec2011_020_110706.csv,d9fa6d5b92642c56cc0b1ea7cc1ca22b763cde283cb71dc7194004a005f87812,3/07/2007,,,<75 µm,platform_policy_declared,gda94-geographic-wgs84-identity-v1,LATITUDE,LONGITUDE,TOS,sediment_outlet_top,exact,,WA / 2007190016,WA,,,,,,,outlet_catchment,,,,,,,,,,,,,,not_reported,dataset_parameter,official_file_header_and_method_key,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,,,,Rec2011_020_110706.csv#row=6,,,,,,"[""de Caritat, P.; Cooper, M. (2011). National Geochemical Survey of Australia: The Geochemical Atlas of Australia: Dataset. Geoscience Australia. https://doi.org/10.11636/Record.2011.020""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/au/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-08e6ca96753e2a4f38f0a5ff24042e1da7a1170c3794e3ac34dbeaa301569105,src-11121698a537d830b61837cb23f61e0d113f6565616dd0bd3f57a28a46b9a4c1,2007190028001 Fine,As,As,3.7,mg/kg,sediment,,ICP-MS reported concentration in <75 µm catchment-outlet sediment; TOS,,,0.4,mg/kg,-31.8126,123.8542,-31.8126,123.8542,,,,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,publisher classifies ICP-MS in the total analytical suite; digestion chemistry is not stated in the CSV,not stated at row level,CC-BY-3.0-AU,government,australia-ngsa,National Geochemical Survey of Australia: Geochemical Atlas dataset,10.11636/Record.2011.020,2011-07-06,Rec2011_020_110706.csv,147,Rec2011_020_110706.csv#row=147,https://d28rz98at9flks.cloudfront.net/82869/Rec2011_020_110706.csv,d9fa6d5b92642c56cc0b1ea7cc1ca22b763cde283cb71dc7194004a005f87812,22/01/2008,,,<75 µm,platform_policy_declared,gda94-geographic-wgs84-identity-v1,LATITUDE,LONGITUDE,TOS,sediment_outlet_top,exact,,WA / 2007190028,WA,,,,,,,outlet_catchment,,,,,,,,,,,,,,not_reported,dataset_parameter,official_file_header_and_method_key,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,,,,Rec2011_020_110706.csv#row=6,,,,,,"[""de Caritat, P.; Cooper, M. (2011). National Geochemical Survey of Australia: The Geochemical Atlas of Australia: Dataset. Geoscience Australia. https://doi.org/10.11636/Record.2011.020""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/au/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-f330484f9515b0b6b154fa6aa8379c7825eb35a179e3551447627f75467bd403,src-11121698a537d830b61837cb23f61e0d113f6565616dd0bd3f57a28a46b9a4c1,2007190028001 Fine,Cu,Cu,45.9,mg/kg,sediment,,ICP-MS reported concentration in <75 µm catchment-outlet sediment; TOS,,,0.2,mg/kg,-31.8126,123.8542,-31.8126,123.8542,,,,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,publisher classifies ICP-MS in the total analytical suite; digestion chemistry is not stated in the CSV,not stated at row level,CC-BY-3.0-AU,government,australia-ngsa,National Geochemical Survey of Australia: Geochemical Atlas dataset,10.11636/Record.2011.020,2011-07-06,Rec2011_020_110706.csv,147,Rec2011_020_110706.csv#row=147,https://d28rz98at9flks.cloudfront.net/82869/Rec2011_020_110706.csv,d9fa6d5b92642c56cc0b1ea7cc1ca22b763cde283cb71dc7194004a005f87812,22/01/2008,,,<75 µm,platform_policy_declared,gda94-geographic-wgs84-identity-v1,LATITUDE,LONGITUDE,TOS,sediment_outlet_top,exact,,WA / 2007190028,WA,,,,,,,outlet_catchment,,,,,,,,,,,,,,not_reported,dataset_parameter,official_file_header_and_method_key,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,,,,Rec2011_020_110706.csv#row=6,,,,,,"[""de Caritat, P.; Cooper, M. (2011). National Geochemical Survey of Australia: The Geochemical Atlas of Australia: Dataset. Geoscience Australia. https://doi.org/10.11636/Record.2011.020""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/au/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-11944a09df9ea3d31ba841f67cf6597fb0152673c020fe001975f727493e5332,src-11121698a537d830b61837cb23f61e0d113f6565616dd0bd3f57a28a46b9a4c1,2007190028001 Fine,Pb,Pb,16.05,mg/kg,sediment,,ICP-MS reported concentration in <75 µm catchment-outlet sediment; TOS,,,0.1,mg/kg,-31.8126,123.8542,-31.8126,123.8542,,,,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,publisher classifies ICP-MS in the total analytical suite; digestion chemistry is not stated in the CSV,not stated at row level,CC-BY-3.0-AU,government,australia-ngsa,National Geochemical Survey of Australia: Geochemical Atlas dataset,10.11636/Record.2011.020,2011-07-06,Rec2011_020_110706.csv,147,Rec2011_020_110706.csv#row=147,https://d28rz98at9flks.cloudfront.net/82869/Rec2011_020_110706.csv,d9fa6d5b92642c56cc0b1ea7cc1ca22b763cde283cb71dc7194004a005f87812,22/01/2008,,,<75 µm,platform_policy_declared,gda94-geographic-wgs84-identity-v1,LATITUDE,LONGITUDE,TOS,sediment_outlet_top,exact,,WA / 2007190028,WA,,,,,,,outlet_catchment,,,,,,,,,,,,,,not_reported,dataset_parameter,official_file_header_and_method_key,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,,,,Rec2011_020_110706.csv#row=6,,,,,,"[""de Caritat, P.; Cooper, M. (2011). National Geochemical Survey of Australia: The Geochemical Atlas of Australia: Dataset. Geoscience Australia. https://doi.org/10.11636/Record.2011.020""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/au/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
rec-b277a3e5ac5379e5a8a42780152929ac2c206a3642bebf102fa289a056838e96,src-11121698a537d830b61837cb23f61e0d113f6565616dd0bd3f57a28a46b9a4c1,2007190028001 Fine,Zn,Zn,59.6,mg/kg,sediment,,ICP-MS reported concentration in <75 µm catchment-outlet sediment; TOS,,,0.9,mg/kg,-31.8126,123.8542,-31.8126,123.8542,,,,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,publisher classifies ICP-MS in the total analytical suite; digestion chemistry is not stated in the CSV,not stated at row level,CC-BY-3.0-AU,government,australia-ngsa,National Geochemical Survey of Australia: Geochemical Atlas dataset,10.11636/Record.2011.020,2011-07-06,Rec2011_020_110706.csv,147,Rec2011_020_110706.csv#row=147,https://d28rz98at9flks.cloudfront.net/82869/Rec2011_020_110706.csv,d9fa6d5b92642c56cc0b1ea7cc1ca22b763cde283cb71dc7194004a005f87812,22/01/2008,,,<75 µm,platform_policy_declared,gda94-geographic-wgs84-identity-v1,LATITUDE,LONGITUDE,TOS,sediment_outlet_top,exact,,WA / 2007190028,WA,,,,,,,outlet_catchment,,,,,,,,,,,,,,not_reported,dataset_parameter,official_file_header_and_method_key,,inductively coupled plasma mass spectrometry (ICP-MS; publisher header and method key),,,,,Rec2011_020_110706.csv#row=6,,,,,,"[""de Caritat, P.; Cooper, M. (2011). National Geochemical Survey of Australia: The Geochemical Atlas of Australia: Dataset. Geoscience Australia. https://doi.org/10.11636/Record.2011.020""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/3.0/au/,dataset,true,not_evaluated_for_project_output,2026-08-13T10:00:00Z
