record_id,source_record_id,sample_id,element_or_analyte,analyte_reported,value,unit,medium,material,measurement_basis,value_qualifier,missing_reason,detection_limit,detection_limit_unit,original_latitude_raw,original_longitude_raw,latitude,longitude,source_crs,coordinate_transform_method,coordinate_uncertainty_m,geologic_unit,analytical_method,method_family,digestion_or_extraction,laboratory,license,source_tier,source_id,dataset_title,dataset_doi,dataset_version,source_file,source_row,source_locator,sampled_at,sample_depth_min_m,sample_depth_max_m,grain_fraction,coordinate_evidence_scope,coordinate_policy_id,coordinate_latitude_field,coordinate_longitude_field,sample_type_raw,sample_type,sample_type_mapping_status,sample_type_missing_reason,material_raw,geographic_context_raw,survey_area,map_sheet,cruise_track,lithology_raw,lithology,soil_horizon_raw,soil_horizon,soil_horizon_missing_reason,sediment_environment,water_body_type,water_fraction,filtered_state,geologic_unit_raw,geologic_age_raw,tectonic_setting_raw,matched_geologic_unit,geology_map_source,geology_map_source_id,geology_map_version,match_method,match_scale,boundary_distance_m,match_uncertainty,match_status,match_candidates,coordinate_status,geology_missing_reason,method_scope,method_candidates,method_assignment_basis,preparation,analytical_technique,instrument,quantitation_limit,quantitation_limit_unit,reference_materials,method_source_locator,method_publication_id,method_missing_reason,citation_id_raw,publication_id,publication_doi,citation_text_raw,citation_scope,citation_assignment_basis,upstream_primary_source_id,citation_resolution_status,citation_missing_reason,access_status,research_use_status,license_url,license_scope,attribution_required,redistribution_status,terms_verified_at
rec-81fa6c3ca33aefcb8da8eb3e6fdc7a83e7363de5f84a7662fa47c83c1de259e0,src-8ec2da8103fc34d6f6706d6e81ad0889d9d159a5f2eb6da7af4cf0acb474e199,N32E06W1,Zn,Zn,2.16,µg/l,water,,dissolved_<0.45um_stream_water,,,0.01,µg/l,,,47.73,11.56,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,7,W_all_data_2v8_17Sep07.csv#row=7,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=7,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-b8401e5f601e9966f7491d2dd0fac1c78e987a5ebb0d5333f2a6ca1182b22904,src-d1e5395ad391a3a1577a0d8322287edc837a1ee9eb3ed1b3ea3783c808f0b7d0,N32E06W2,As,As,0.1,µg/l,water,,dissolved_<0.45um_stream_water,,,0.01,µg/l,,,47.44,10.65,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,8,W_all_data_2v8_17Sep07.csv#row=8,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=8,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-08a25c33247d1563f2ae3858d6ff73466746fb474a0ddcf6c7e7652306c39d2d,src-d1e5395ad391a3a1577a0d8322287edc837a1ee9eb3ed1b3ea3783c808f0b7d0,N32E06W2,Cu,Cu,0.29,µg/l,water,,dissolved_<0.45um_stream_water,,,0.005,µg/l,,,47.44,10.65,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,8,W_all_data_2v8_17Sep07.csv#row=8,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=8,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-c02533d5ec8c20b6cd1f40a3c7fd73199fb6fae6533b8a6f0ea1744fdf9c79a1,src-d1e5395ad391a3a1577a0d8322287edc837a1ee9eb3ed1b3ea3783c808f0b7d0,N32E06W2,Ni,Ni,1.38,µg/l,water,,dissolved_<0.45um_stream_water,,,0.005,µg/l,,,47.44,10.65,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,8,W_all_data_2v8_17Sep07.csv#row=8,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=8,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-96998cfa54989e829037806bb73e4ac4defca61e2aea88fcad50e38ad926d4f0,src-d1e5395ad391a3a1577a0d8322287edc837a1ee9eb3ed1b3ea3783c808f0b7d0,N32E06W2,Zn,Zn,2.51,µg/l,water,,dissolved_<0.45um_stream_water,,,0.01,µg/l,,,47.44,10.65,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,8,W_all_data_2v8_17Sep07.csv#row=8,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=8,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-427da3999d7e051df2b5dcbf93031e8b3a1dd27315d008ad5add386b1fad0333,src-578f1e11d4ca702796cc5e5d9f947b58555dcaf4c12857a96fc6120bed458d6e,N32E06W3,As,As,3.25,µg/l,water,,dissolved_<0.45um_stream_water,,,0.01,µg/l,,,47.23,11.9,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,9,W_all_data_2v8_17Sep07.csv#row=9,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=9,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-d9ae0f6bad4aaea8f66004b67097ebd87cc68e2faa00532511a7297c796fe13f,src-578f1e11d4ca702796cc5e5d9f947b58555dcaf4c12857a96fc6120bed458d6e,N32E06W3,Cu,Cu,0.69,µg/l,water,,dissolved_<0.45um_stream_water,,,0.005,µg/l,,,47.23,11.9,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,9,W_all_data_2v8_17Sep07.csv#row=9,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=9,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-1e2be956a2e303ef70759706db8098127ce0c0a25ef2d2ed9450e3960c574511,src-578f1e11d4ca702796cc5e5d9f947b58555dcaf4c12857a96fc6120bed458d6e,N32E06W3,Ni,Ni,1.54,µg/l,water,,dissolved_<0.45um_stream_water,,,0.005,µg/l,,,47.23,11.9,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,9,W_all_data_2v8_17Sep07.csv#row=9,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=9,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-2d2eb3e26bef30a0a5f34fa022b747a67b386a47472d80fdd29c98032e7c56cf,src-578f1e11d4ca702796cc5e5d9f947b58555dcaf4c12857a96fc6120bed458d6e,N32E06W3,Zn,Zn,2.71,µg/l,water,,dissolved_<0.45um_stream_water,,,0.01,µg/l,,,47.23,11.9,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,9,W_all_data_2v8_17Sep07.csv#row=9,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=9,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-783a5f564868496872f20eee535f87ee9a1ed239fab007805e1136cd8f59b82d,src-3bbaef79b7fb330d5821182508c6f944dedab1e5095965edfdcba1fb01b336ea,N32E06W4,As,As,1,µg/l,water,,dissolved_<0.45um_stream_water,,,0.01,µg/l,,,46.75,11.73,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,10,W_all_data_2v8_17Sep07.csv#row=10,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=10,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-b0eb84dd67db6ef0d57c5d76955d982c45c3b863d536dc9e09993a342aa9bcc3,src-3bbaef79b7fb330d5821182508c6f944dedab1e5095965edfdcba1fb01b336ea,N32E06W4,Cu,Cu,0.42,µg/l,water,,dissolved_<0.45um_stream_water,,,0.005,µg/l,,,46.75,11.73,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,10,W_all_data_2v8_17Sep07.csv#row=10,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=10,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-6fa5ac2b0125a42eabea53d3346fb85f63c3c6cc7fe6f6efba6588506dc0cec4,src-3bbaef79b7fb330d5821182508c6f944dedab1e5095965edfdcba1fb01b336ea,N32E06W4,Ni,Ni,1.04,µg/l,water,,dissolved_<0.45um_stream_water,,,0.005,µg/l,,,46.75,11.73,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,10,W_all_data_2v8_17Sep07.csv#row=10,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=10,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-59a6039a4ea7b05ea70ae4d5e4d0ebf6d84ea6d970fe832c79b832f1e13363c6,src-3bbaef79b7fb330d5821182508c6f944dedab1e5095965edfdcba1fb01b336ea,N32E06W4,Zn,Zn,1.54,µg/l,water,,dissolved_<0.45um_stream_water,,,0.01,µg/l,,,46.75,11.73,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,10,W_all_data_2v8_17Sep07.csv#row=10,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=10,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-177dca8afaa9313e3a3c9784b9b84ffd0026840dd68004662e2f0cca28b50ac8,src-c18ecc2c93a2cdf3910a2d503a1bf4e646bbab2ee030c8cc6d89cb9bc1207630,N32E06W5,As,As,0.44,µg/l,water,,dissolved_<0.45um_stream_water,,,0.01,µg/l,,,47.12,10.25,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,11,W_all_data_2v8_17Sep07.csv#row=11,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=11,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-496b71986e20e84db13c86d991c60aa7ce6634dfc9ac9df9a8b1a8c093cbf78e,src-c18ecc2c93a2cdf3910a2d503a1bf4e646bbab2ee030c8cc6d89cb9bc1207630,N32E06W5,Cu,Cu,0.36,µg/l,water,,dissolved_<0.45um_stream_water,,,0.005,µg/l,,,47.12,10.25,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,11,W_all_data_2v8_17Sep07.csv#row=11,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=11,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-d9edce7d32a5bbe7103bf372d129e747dc29fac4cded53bf4064526c3831890b,src-c18ecc2c93a2cdf3910a2d503a1bf4e646bbab2ee030c8cc6d89cb9bc1207630,N32E06W5,Ni,Ni,1.28,µg/l,water,,dissolved_<0.45um_stream_water,,,0.005,µg/l,,,47.12,10.25,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,11,W_all_data_2v8_17Sep07.csv#row=11,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=11,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-61e94b49235fca99717032c4b1d1b405dbf4e2fd29af57a89dc9f0825923cd6f,src-c18ecc2c93a2cdf3910a2d503a1bf4e646bbab2ee030c8cc6d89cb9bc1207630,N32E06W5,Zn,Zn,2.59,µg/l,water,,dissolved_<0.45um_stream_water,,,0.01,µg/l,,,47.12,10.25,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,11,W_all_data_2v8_17Sep07.csv#row=11,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=11,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-092b1ef97f2854f2b3f404d42ffaa6675bcce1f32db16c17a32ace4f3a42537b,src-dee8dbd58547135796d8e3c2f0566422cbeb19ced7690d4de88747c3a2fb80b7,N32E07W1,As,As,0.28,µg/l,water,,dissolved_<0.45um_stream_water,,,0.01,µg/l,,,47.78,13.75,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,12,W_all_data_2v8_17Sep07.csv#row=12,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=12,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-b3343f3aafb31a5bbaeb998bd2bdaa145ba4ed52a59fcbf2c54a4601dea2d06a,src-dee8dbd58547135796d8e3c2f0566422cbeb19ced7690d4de88747c3a2fb80b7,N32E07W1,Cu,Cu,0.21,µg/l,water,,dissolved_<0.45um_stream_water,,,0.005,µg/l,,,47.78,13.75,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,12,W_all_data_2v8_17Sep07.csv#row=12,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=12,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-121215659371b1a0c32df32725e6cc4410eff702a3577944dea2f9ac74432aa5,src-dee8dbd58547135796d8e3c2f0566422cbeb19ced7690d4de88747c3a2fb80b7,N32E07W1,Ni,Ni,1.14,µg/l,water,,dissolved_<0.45um_stream_water,,,0.005,µg/l,,,47.78,13.75,EPSG:4326,,,,ICP-QMS for published trace metals,,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-stream-water,FOREGS Geochemical Atlas of Europe: stream water,,FOREGS-Atlas-2005-publisher-files-2026-03-03,W_all_data_2v8_17Sep07.csv,12,W_all_data_2v8_17Sep07.csv#row=12,,,,<0.45 micrometre filtered fraction,,,,,stream water,water_stream,dataset_constant,,,,,,,,,,,,,stream,dissolved,filtered_<0.45um,,,,,,,,,,,,,,,not_reported,file,,source_file_method_constant,,ICP-QMS for published trace metals,,,,,W_all_data_2v8_17Sep07.csv#row=12,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
