record_id,source_record_id,sample_id,element_or_analyte,analyte_reported,value,unit,medium,material,measurement_basis,value_qualifier,missing_reason,detection_limit,detection_limit_unit,original_latitude_raw,original_longitude_raw,latitude,longitude,source_crs,coordinate_transform_method,coordinate_uncertainty_m,geologic_unit,analytical_method,method_family,digestion_or_extraction,laboratory,license,source_tier,source_id,dataset_title,dataset_doi,dataset_version,source_file,source_row,source_locator,file_sha256,sampled_at,sample_depth_min_m,sample_depth_max_m,grain_fraction
rec-eafb4b5b4cfcc973a52f5582b97b194333d5c7d6875173e99fda9d68d692f0cd,src-afe3cd65570f0e36f814f2162ad027111ea327adca2544f7e55403dffa5478b8,s_O-5 [26368],Cu,Cu,40.2,ppm,rock,whole rock,GEOROC_precompiled_selected_value,,,,,57.2,119.6,,,,,,ALDAN SHIELD - ARCHEAN / OLEKMA GRANITE-GREENSTONE TERRANE / OLONDO GREENSTONE BELT,,,,,CC-BY-SA-4.0,official_curated,georoc-archaean,GEOROC Compilation: Archaean Cratons,10.25625/1KRR1P,12.0,2026-06-1KRR1P_ALDAN_SHIELD_ARCHEAN.csv,181,2026-06-1KRR1P_ALDAN_SHIELD_ARCHEAN.csv#row=181,6959b5f1d1ce74ba6608d11847cf12e6427535040bc10b5854ec5ef336fcf6aa,,,,
rec-91b68b102134ca365a41c8852838a53b0fe9dc6f43805cd4f83e20dbf6df0199,src-afe3cd65570f0e36f814f2162ad027111ea327adca2544f7e55403dffa5478b8,s_O-5 [26368],Zn,Zn,144,ppm,rock,whole rock,GEOROC_precompiled_selected_value,,,,,57.2,119.6,,,,,,ALDAN SHIELD - ARCHEAN / OLEKMA GRANITE-GREENSTONE TERRANE / OLONDO GREENSTONE BELT,,,,,CC-BY-SA-4.0,official_curated,georoc-archaean,GEOROC Compilation: Archaean Cratons,10.25625/1KRR1P,12.0,2026-06-1KRR1P_ALDAN_SHIELD_ARCHEAN.csv,181,2026-06-1KRR1P_ALDAN_SHIELD_ARCHEAN.csv#row=181,6959b5f1d1ce74ba6608d11847cf12e6427535040bc10b5854ec5ef336fcf6aa,,,,
rec-90e8225fadedb8a5d8b24b4c9496c06dc99edff5124d47ba6ce5a4c2f476a900,src-14e91894c56fda065e7dd06ceac01cf7b9f4eecc759e40d931d0e2dc17ee70fd,s_OL1632 [26368],Cu,Cu,160,ppm,rock,whole rock,GEOROC_precompiled_selected_value,,,,,57.2,119.6,,,,,,ALDAN SHIELD - ARCHEAN / OLEKMA GRANITE-GREENSTONE TERRANE / OLONDO GREENSTONE BELT,,,,,CC-BY-SA-4.0,official_curated,georoc-archaean,GEOROC Compilation: Archaean Cratons,10.25625/1KRR1P,12.0,2026-06-1KRR1P_ALDAN_SHIELD_ARCHEAN.csv,182,2026-06-1KRR1P_ALDAN_SHIELD_ARCHEAN.csv#row=182,6959b5f1d1ce74ba6608d11847cf12e6427535040bc10b5854ec5ef336fcf6aa,,,,
rec-ac46e8d435f451d39b951f4113be2a2883b8e11a21a16ec531df090e6cdd84fd,src-14e91894c56fda065e7dd06ceac01cf7b9f4eecc759e40d931d0e2dc17ee70fd,s_OL1632 [26368],Zn,Zn,50.3,ppm,rock,whole rock,GEOROC_precompiled_selected_value,,,,,57.2,119.6,,,,,,ALDAN SHIELD - ARCHEAN / OLEKMA GRANITE-GREENSTONE TERRANE / OLONDO GREENSTONE BELT,,,,,CC-BY-SA-4.0,official_curated,georoc-archaean,GEOROC Compilation: Archaean Cratons,10.25625/1KRR1P,12.0,2026-06-1KRR1P_ALDAN_SHIELD_ARCHEAN.csv,182,2026-06-1KRR1P_ALDAN_SHIELD_ARCHEAN.csv#row=182,6959b5f1d1ce74ba6608d11847cf12e6427535040bc10b5854ec5ef336fcf6aa,,,,
rec-1025f5f060f263cae38f25b18ea4bc0ad4f16afd8f04251f5994340e86cc0b9b,src-4ee77786592daf433f2cf939a415cb3a3afc3f9cb08895058a5e4838f005742e,s_OL1607 [26368],Cu,Cu,61.38,ppm,rock,whole rock,GEOROC_precompiled_selected_value,,,,,57.2,119.6,,,,,,ALDAN SHIELD - ARCHEAN / OLEKMA GRANITE-GREENSTONE TERRANE / OLONDO GREENSTONE BELT,,,,,CC-BY-SA-4.0,official_curated,georoc-archaean,GEOROC Compilation: Archaean Cratons,10.25625/1KRR1P,12.0,2026-06-1KRR1P_ALDAN_SHIELD_ARCHEAN.csv,183,2026-06-1KRR1P_ALDAN_SHIELD_ARCHEAN.csv#row=183,6959b5f1d1ce74ba6608d11847cf12e6427535040bc10b5854ec5ef336fcf6aa,,,,
rec-222d613a1446bee40936aed6b4f9f222b3fd51667c5ee65bad65882ec70a7f84,src-4ee77786592daf433f2cf939a415cb3a3afc3f9cb08895058a5e4838f005742e,s_OL1607 [26368],Zn,Zn,170.2,ppm,rock,whole rock,GEOROC_precompiled_selected_value,,,,,57.2,119.6,,,,,,ALDAN SHIELD - ARCHEAN / OLEKMA GRANITE-GREENSTONE TERRANE / OLONDO GREENSTONE BELT,,,,,CC-BY-SA-4.0,official_curated,georoc-archaean,GEOROC Compilation: Archaean Cratons,10.25625/1KRR1P,12.0,2026-06-1KRR1P_ALDAN_SHIELD_ARCHEAN.csv,183,2026-06-1KRR1P_ALDAN_SHIELD_ARCHEAN.csv#row=183,6959b5f1d1ce74ba6608d11847cf12e6427535040bc10b5854ec5ef336fcf6aa,,,,
rec-17716f9a5eeac851196830b79fb4102025c1ffdea1de4b691fa6a31c59ecc68a,src-891910d8b78b413d2aabfcefd347ba2ebc63c479210d499caa5a6b90bcc9c3c7,s_SELVA01 [20057],As,As,1.4,ppm,rock,whole rock,GEOROC_precompiled_selected_value,,,,,-6.5,-50,,,,,,AMAZONIAN CRATON / CARAJAS PROVINCE / CARAJAS TRANSITION ZONE / SELVA GREENSTONE BELT,,,,,CC-BY-SA-4.0,official_curated,georoc-archaean,GEOROC Compilation: Archaean Cratons,10.25625/1KRR1P,12.0,2026-06-1KRR1P_AMAZONIAN_CRATON.csv,2,2026-06-1KRR1P_AMAZONIAN_CRATON.csv#row=2,2123a1cba47aa354555582fecdfff7540a9aa8b1527e0ee0a705db8f11d30b57,,,,
rec-72faca2d8d9bddcd2053fbfc4849389bda49dceff703a6e551589b265457e5a2,src-54250ab8b7ec372b6a0e7fd5dcc97088fdedf13238225a234e9cca1880ed522d,s_SELVA02 [20057],As,As,2.6,ppm,rock,whole rock,GEOROC_precompiled_selected_value,,,,,-6.5,-50,,,,,,AMAZONIAN CRATON / CARAJAS PROVINCE / CARAJAS TRANSITION ZONE / SELVA GREENSTONE BELT,,,,,CC-BY-SA-4.0,official_curated,georoc-archaean,GEOROC Compilation: Archaean Cratons,10.25625/1KRR1P,12.0,2026-06-1KRR1P_AMAZONIAN_CRATON.csv,3,2026-06-1KRR1P_AMAZONIAN_CRATON.csv#row=3,2123a1cba47aa354555582fecdfff7540a9aa8b1527e0ee0a705db8f11d30b57,,,,
rec-e67d70a2d172fb9513b136be544839f109ee5ea8a0cd79c99b0fe74534c2e1c2,src-6ea505dfb98c72d2dddc73ed207e5e028930d411acde9f8ba1c6126f756e28c8,s_SELVA03 [20057],As,As,1.2,ppm,rock,whole rock,GEOROC_precompiled_selected_value,,,,,-6.5,-50,,,,,,AMAZONIAN CRATON / CARAJAS PROVINCE / CARAJAS TRANSITION ZONE / SELVA GREENSTONE BELT,,,,,CC-BY-SA-4.0,official_curated,georoc-archaean,GEOROC Compilation: Archaean Cratons,10.25625/1KRR1P,12.0,2026-06-1KRR1P_AMAZONIAN_CRATON.csv,4,2026-06-1KRR1P_AMAZONIAN_CRATON.csv#row=4,2123a1cba47aa354555582fecdfff7540a9aa8b1527e0ee0a705db8f11d30b57,,,,
rec-3ccc3d16b8f8f7c28673d769b01c29c0b56731f7f49ce2e75a52b239c433af7b,src-01e1309be80ed4eb315d6d2dc48074f23638dfac925f664a4d324af9ad0e3e6e,s_SELVA04 [20057],As,As,5.5,ppm,rock,whole rock,GEOROC_precompiled_selected_value,,,,,-6.5,-50,,,,,,AMAZONIAN CRATON / CARAJAS PROVINCE / CARAJAS TRANSITION ZONE / SELVA GREENSTONE BELT,,,,,CC-BY-SA-4.0,official_curated,georoc-archaean,GEOROC Compilation: Archaean Cratons,10.25625/1KRR1P,12.0,2026-06-1KRR1P_AMAZONIAN_CRATON.csv,5,2026-06-1KRR1P_AMAZONIAN_CRATON.csv#row=5,2123a1cba47aa354555582fecdfff7540a9aa8b1527e0ee0a705db8f11d30b57,,,,
rec-bc3352cf68a82f34a3eb90e6d104e0f3d0d5d06bf9209e69043dd11167602d6a,src-b48959b33bdd5e6ada5535e4408ad752b27214656a61ffc78ee96054469f2e75,s_SELVA05 [20057],As,As,0.6,ppm,rock,whole rock,GEOROC_precompiled_selected_value,,,,,-6.5,-50,,,,,,AMAZONIAN CRATON / CARAJAS PROVINCE / CARAJAS TRANSITION ZONE / SELVA GREENSTONE BELT,,,,,CC-BY-SA-4.0,official_curated,georoc-archaean,GEOROC Compilation: Archaean Cratons,10.25625/1KRR1P,12.0,2026-06-1KRR1P_AMAZONIAN_CRATON.csv,6,2026-06-1KRR1P_AMAZONIAN_CRATON.csv#row=6,2123a1cba47aa354555582fecdfff7540a9aa8b1527e0ee0a705db8f11d30b57,,,,
rec-efd438d33a8f3fc033f10ad43fbc680c699f49040b2c74b39b7a289e4af6c3c7,src-68aa69556508f86ba3dc05037cfdbfed827f572caac9b69c630eaddddee29ee6,s_SELVA06 [20057],As,As,0.4,ppm,rock,whole rock,GEOROC_precompiled_selected_value,,,,,-6.5,-50,,,,,,AMAZONIAN CRATON / CARAJAS PROVINCE / CARAJAS TRANSITION ZONE / SELVA GREENSTONE BELT,,,,,CC-BY-SA-4.0,official_curated,georoc-archaean,GEOROC Compilation: Archaean Cratons,10.25625/1KRR1P,12.0,2026-06-1KRR1P_AMAZONIAN_CRATON.csv,7,2026-06-1KRR1P_AMAZONIAN_CRATON.csv#row=7,2123a1cba47aa354555582fecdfff7540a9aa8b1527e0ee0a705db8f11d30b57,,,,
rec-3e0b46a8e5b14f9813add2c93dc4d84dd5a73691265aed50b62caee4f2e6074a,src-632d8a4a6115fea090bfff8b9909afb69bc3405b812fccdf62b04c36810951fe,s_SELVA07 [20057],As,As,1.5,ppm,rock,whole rock,GEOROC_precompiled_selected_value,,,,,-6.5,-50,,,,,,AMAZONIAN CRATON / CARAJAS PROVINCE / CARAJAS TRANSITION ZONE / SELVA GREENSTONE BELT,,,,,CC-BY-SA-4.0,official_curated,georoc-archaean,GEOROC Compilation: Archaean Cratons,10.25625/1KRR1P,12.0,2026-06-1KRR1P_AMAZONIAN_CRATON.csv,8,2026-06-1KRR1P_AMAZONIAN_CRATON.csv#row=8,2123a1cba47aa354555582fecdfff7540a9aa8b1527e0ee0a705db8f11d30b57,,,,
rec-492923ba566b0c4de5e3825c9f3c06b17e04a3b3d2942c429b048e05dcd663f4,src-21a816157447da64fe8e01ef18b5bd7ef2486215742ab9cb06fce7ab85827f56,s_SELVA08 [20057],As,As,4.8,ppm,rock,whole rock,GEOROC_precompiled_selected_value,,,,,-6.5,-50,,,,,,AMAZONIAN CRATON / CARAJAS PROVINCE / CARAJAS TRANSITION ZONE / SELVA GREENSTONE BELT,,,,,CC-BY-SA-4.0,official_curated,georoc-archaean,GEOROC Compilation: Archaean Cratons,10.25625/1KRR1P,12.0,2026-06-1KRR1P_AMAZONIAN_CRATON.csv,9,2026-06-1KRR1P_AMAZONIAN_CRATON.csv#row=9,2123a1cba47aa354555582fecdfff7540a9aa8b1527e0ee0a705db8f11d30b57,,,,
rec-d2e4b8ef7576d1cf23ea8e61e6389d472aab87978f443e846c60d71977b178b2,src-f48357c7bf46c9a454241a98e7db966fed7b37e107dc02bf6925ff49ccc8be07,s_SELVA10 [20057],As,As,0.8,ppm,rock,whole rock,GEOROC_precompiled_selected_value,,,,,-6.5,-50,,,,,,AMAZONIAN CRATON / CARAJAS PROVINCE / CARAJAS TRANSITION ZONE / SELVA GREENSTONE BELT,,,,,CC-BY-SA-4.0,official_curated,georoc-archaean,GEOROC Compilation: Archaean Cratons,10.25625/1KRR1P,12.0,2026-06-1KRR1P_AMAZONIAN_CRATON.csv,10,2026-06-1KRR1P_AMAZONIAN_CRATON.csv#row=10,2123a1cba47aa354555582fecdfff7540a9aa8b1527e0ee0a705db8f11d30b57,,,,
rec-48b1fc38827f318ccafb3a471405caa4caf202ff22ab2748daaeedcc5ebfb7ea,src-1fee192cd401cbd0e7d1aeed1ee88292146e2f2c9b6d5dd871756488c07cb5a0,s_SELVA11 [20057],As,As,2.7,ppm,rock,whole rock,GEOROC_precompiled_selected_value,,,,,-6.5,-50,,,,,,AMAZONIAN CRATON / CARAJAS PROVINCE / CARAJAS TRANSITION ZONE / SELVA GREENSTONE BELT,,,,,CC-BY-SA-4.0,official_curated,georoc-archaean,GEOROC Compilation: Archaean Cratons,10.25625/1KRR1P,12.0,2026-06-1KRR1P_AMAZONIAN_CRATON.csv,11,2026-06-1KRR1P_AMAZONIAN_CRATON.csv#row=11,2123a1cba47aa354555582fecdfff7540a9aa8b1527e0ee0a705db8f11d30b57,,,,
rec-9636dc7a13f29ec5feb2cc1372934037bfc1650f229f8249b82540fdffc13dc9,src-48d5ee3d6563bc91fecb95c21d1f9200f53bd1ff4cdd13316fde76fb426bd267,s_SERINGA01 [20057],As,As,0,ppm,rock,whole rock,GEOROC_precompiled_selected_value,,,,,-6.7,-51,,,,,,AMAZONIAN CRATON / CARAJAS PROVINCE / RIO MARIA DOMAIN / SERINGA GREENSTONE BELT,,,,,CC-BY-SA-4.0,official_curated,georoc-archaean,GEOROC Compilation: Archaean Cratons,10.25625/1KRR1P,12.0,2026-06-1KRR1P_AMAZONIAN_CRATON.csv,12,2026-06-1KRR1P_AMAZONIAN_CRATON.csv#row=12,2123a1cba47aa354555582fecdfff7540a9aa8b1527e0ee0a705db8f11d30b57,,,,
rec-78ab48e3bb77b4ff16830bfe64ab0e560fac6e3888e1d9a1149c6cd552e9c715,src-998fcb0384b67bb3f8563d01a65f6d28e68f2fd3701300c4c254cbaec5ccd019,s_SERINGA02 [20057],As,As,0,ppm,rock,whole rock,GEOROC_precompiled_selected_value,,,,,-6.7,-51,,,,,,AMAZONIAN CRATON / CARAJAS PROVINCE / RIO MARIA DOMAIN / SERINGA GREENSTONE BELT,,,,,CC-BY-SA-4.0,official_curated,georoc-archaean,GEOROC Compilation: Archaean Cratons,10.25625/1KRR1P,12.0,2026-06-1KRR1P_AMAZONIAN_CRATON.csv,13,2026-06-1KRR1P_AMAZONIAN_CRATON.csv#row=13,2123a1cba47aa354555582fecdfff7540a9aa8b1527e0ee0a705db8f11d30b57,,,,
