record_id,source_record_id,sample_id,element_or_analyte,analyte_reported,value,unit,medium,material,measurement_basis,value_qualifier,missing_reason,detection_limit,detection_limit_unit,original_latitude_raw,original_longitude_raw,latitude,longitude,source_crs,coordinate_transform_method,coordinate_uncertainty_m,geologic_unit,analytical_method,method_family,digestion_or_extraction,laboratory,license,source_tier,source_id,dataset_title,dataset_doi,dataset_version,source_file,source_row,source_locator,file_sha256,sampled_at,sample_depth_min_m,sample_depth_max_m,grain_fraction,coordinate_evidence_scope,coordinate_policy_id,coordinate_latitude_field,coordinate_longitude_field,sample_type_raw,sample_type,sample_type_mapping_status,sample_type_missing_reason,geographic_context_raw,survey_area,map_sheet,cruise_track,lithology_raw,lithology,soil_horizon_raw,soil_horizon,sediment_environment,water_body_type,water_fraction,filtered_state,geologic_unit_raw,geologic_age_raw,tectonic_setting_raw,matched_geologic_unit,geology_map_source,geology_map_version,match_method,match_scale,boundary_distance_m,match_uncertainty,geology_missing_reason,method_scope,method_assignment_basis,preparation,analytical_technique,instrument,quantitation_limit,quantitation_limit_unit,reference_materials,method_source_locator,method_publication_id,method_missing_reason,citation_id_raw,publication_id,publication_doi,citation_text_raw,citation_scope,citation_assignment_basis,upstream_primary_source_id,citation_resolution_status,citation_missing_reason,access_status,research_use_status,license_url,license_scope,attribution_required,redistribution_status,terms_verified_at
rec-a2caad8fae7e74298e299ab76f47dd6d65b0b78bb073086b3cbcaff7752aedfc,src-643f8a9c602645f4aef214a7463909c7d8fb2ace6b4afc1be3995b47f6f90d42,s_ST254 [21659],Ni,Ni,8.61,ppm,rock,,GEOROC_precompiled_selected_value,,,,,-72.1,-0.3,,,,,,,,,,,CC-BY-SA-4.0,official_curated,georoc-antarctica-intraplate,GEOROC Compilation: Intraplate Volcanic Rocks — Antarctica member,10.25625/RZZ9VM,12.0,2026-06-RZZ9VM_ANTARCTICA.csv,5,2026-06-RZZ9VM_ANTARCTICA.csv#row=5,cdcc0d010f65d1a5d6ba357411a4d6a98d2f9ea3911de22a70bb26cc602b0492,,,,,,,,,WR,rock_whole_rock,dataset_constant,,ANTARCTICA / EASTERN ANTARCTICA / WESTERN DRONNING MAUD LAND,,,,GNEISS [21659],,,,,,,,,PROTEROZOIC [21659],INTRAPLATE VOLCANICS,,,,,,,,not_reported,,,,,,,,,,,winning_method_not_encoded_in_precompiled_member,,,,"[""DIGIS Team (2026). GEOROC Compilation: Intraplate Volcanic Rocks, Version 12.0. GRO.data. https://doi.org/10.25625/RZZ9VM""]",observation,record_citation_ids,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by-sa/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-3a765f8a8d813193c38dc27bb90018e8e9fed3008305a6568ba18345e04ecc33,src-643f8a9c602645f4aef214a7463909c7d8fb2ace6b4afc1be3995b47f6f90d42,s_ST254 [21659],Pb,Pb,21.6,ppm,rock,,GEOROC_precompiled_selected_value,,,,,-72.1,-0.3,,,,,,,,,,,CC-BY-SA-4.0,official_curated,georoc-antarctica-intraplate,GEOROC Compilation: Intraplate Volcanic Rocks — Antarctica member,10.25625/RZZ9VM,12.0,2026-06-RZZ9VM_ANTARCTICA.csv,5,2026-06-RZZ9VM_ANTARCTICA.csv#row=5,cdcc0d010f65d1a5d6ba357411a4d6a98d2f9ea3911de22a70bb26cc602b0492,,,,,,,,,WR,rock_whole_rock,dataset_constant,,ANTARCTICA / EASTERN ANTARCTICA / WESTERN DRONNING MAUD LAND,,,,GNEISS [21659],,,,,,,,,PROTEROZOIC [21659],INTRAPLATE VOLCANICS,,,,,,,,not_reported,,,,,,,,,,,winning_method_not_encoded_in_precompiled_member,,,,"[""DIGIS Team (2026). GEOROC Compilation: Intraplate Volcanic Rocks, Version 12.0. GRO.data. https://doi.org/10.25625/RZZ9VM""]",observation,record_citation_ids,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by-sa/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-354c838b00457ee0be1cf37b8e8e26ef88f77e87c9134ebdbab85a70e2ee791a,src-643f8a9c602645f4aef214a7463909c7d8fb2ace6b4afc1be3995b47f6f90d42,s_ST254 [21659],Zn,Zn,16.5,ppm,rock,,GEOROC_precompiled_selected_value,,,,,-72.1,-0.3,,,,,,,,,,,CC-BY-SA-4.0,official_curated,georoc-antarctica-intraplate,GEOROC Compilation: Intraplate Volcanic Rocks — Antarctica member,10.25625/RZZ9VM,12.0,2026-06-RZZ9VM_ANTARCTICA.csv,5,2026-06-RZZ9VM_ANTARCTICA.csv#row=5,cdcc0d010f65d1a5d6ba357411a4d6a98d2f9ea3911de22a70bb26cc602b0492,,,,,,,,,WR,rock_whole_rock,dataset_constant,,ANTARCTICA / EASTERN ANTARCTICA / WESTERN DRONNING MAUD LAND,,,,GNEISS [21659],,,,,,,,,PROTEROZOIC [21659],INTRAPLATE VOLCANICS,,,,,,,,not_reported,,,,,,,,,,,winning_method_not_encoded_in_precompiled_member,,,,"[""DIGIS Team (2026). GEOROC Compilation: Intraplate Volcanic Rocks, Version 12.0. GRO.data. https://doi.org/10.25625/RZZ9VM""]",observation,record_citation_ids,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by-sa/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-f72bb7122db5c12039d8cf1090d9896a70ba646eefd4535b74628c217c155631,src-fa7681b6eaf6535d6a5b4c97aa99e3534dd227238b264710a039f19ddf3fd825,s_ST264 [21659],Cu,Cu,12.4,ppm,rock,,GEOROC_precompiled_selected_value,,,,,-72.1,-0.3,,,,,,,,,,,CC-BY-SA-4.0,official_curated,georoc-antarctica-intraplate,GEOROC Compilation: Intraplate Volcanic Rocks — Antarctica member,10.25625/RZZ9VM,12.0,2026-06-RZZ9VM_ANTARCTICA.csv,6,2026-06-RZZ9VM_ANTARCTICA.csv#row=6,cdcc0d010f65d1a5d6ba357411a4d6a98d2f9ea3911de22a70bb26cc602b0492,,,,,,,,,WR,rock_whole_rock,dataset_constant,,ANTARCTICA / EASTERN ANTARCTICA / WESTERN DRONNING MAUD LAND,,,,GNEISS [21659],,,,,,,,,PROTEROZOIC [21659],INTRAPLATE VOLCANICS,,,,,,,,not_reported,,,,,,,,,,,winning_method_not_encoded_in_precompiled_member,,,,"[""DIGIS Team (2026). GEOROC Compilation: Intraplate Volcanic Rocks, Version 12.0. GRO.data. https://doi.org/10.25625/RZZ9VM""]",observation,record_citation_ids,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by-sa/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-e64fb7ee01c198ed300821bd2d26d30348c70f074cd59d2ed4e16725a9a59133,src-fa7681b6eaf6535d6a5b4c97aa99e3534dd227238b264710a039f19ddf3fd825,s_ST264 [21659],Ni,Ni,2.54,ppm,rock,,GEOROC_precompiled_selected_value,,,,,-72.1,-0.3,,,,,,,,,,,CC-BY-SA-4.0,official_curated,georoc-antarctica-intraplate,GEOROC Compilation: Intraplate Volcanic Rocks — Antarctica member,10.25625/RZZ9VM,12.0,2026-06-RZZ9VM_ANTARCTICA.csv,6,2026-06-RZZ9VM_ANTARCTICA.csv#row=6,cdcc0d010f65d1a5d6ba357411a4d6a98d2f9ea3911de22a70bb26cc602b0492,,,,,,,,,WR,rock_whole_rock,dataset_constant,,ANTARCTICA / EASTERN ANTARCTICA / WESTERN DRONNING MAUD LAND,,,,GNEISS [21659],,,,,,,,,PROTEROZOIC [21659],INTRAPLATE VOLCANICS,,,,,,,,not_reported,,,,,,,,,,,winning_method_not_encoded_in_precompiled_member,,,,"[""DIGIS Team (2026). GEOROC Compilation: Intraplate Volcanic Rocks, Version 12.0. GRO.data. https://doi.org/10.25625/RZZ9VM""]",observation,record_citation_ids,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by-sa/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-0147730fc96b429f738cbb39c6467fe8cff2e1048d4a1862cdbe05a0196a806c,src-fa7681b6eaf6535d6a5b4c97aa99e3534dd227238b264710a039f19ddf3fd825,s_ST264 [21659],Pb,Pb,10.8,ppm,rock,,GEOROC_precompiled_selected_value,,,,,-72.1,-0.3,,,,,,,,,,,CC-BY-SA-4.0,official_curated,georoc-antarctica-intraplate,GEOROC Compilation: Intraplate Volcanic Rocks — Antarctica member,10.25625/RZZ9VM,12.0,2026-06-RZZ9VM_ANTARCTICA.csv,6,2026-06-RZZ9VM_ANTARCTICA.csv#row=6,cdcc0d010f65d1a5d6ba357411a4d6a98d2f9ea3911de22a70bb26cc602b0492,,,,,,,,,WR,rock_whole_rock,dataset_constant,,ANTARCTICA / EASTERN ANTARCTICA / WESTERN DRONNING MAUD LAND,,,,GNEISS [21659],,,,,,,,,PROTEROZOIC [21659],INTRAPLATE VOLCANICS,,,,,,,,not_reported,,,,,,,,,,,winning_method_not_encoded_in_precompiled_member,,,,"[""DIGIS Team (2026). GEOROC Compilation: Intraplate Volcanic Rocks, Version 12.0. GRO.data. https://doi.org/10.25625/RZZ9VM""]",observation,record_citation_ids,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by-sa/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-c6e16d7a62be2c328662682fe4ee45467f2349eb3f90126752bce0ce46e34472,src-fa7681b6eaf6535d6a5b4c97aa99e3534dd227238b264710a039f19ddf3fd825,s_ST264 [21659],Zn,Zn,42.9,ppm,rock,,GEOROC_precompiled_selected_value,,,,,-72.1,-0.3,,,,,,,,,,,CC-BY-SA-4.0,official_curated,georoc-antarctica-intraplate,GEOROC Compilation: Intraplate Volcanic Rocks — Antarctica member,10.25625/RZZ9VM,12.0,2026-06-RZZ9VM_ANTARCTICA.csv,6,2026-06-RZZ9VM_ANTARCTICA.csv#row=6,cdcc0d010f65d1a5d6ba357411a4d6a98d2f9ea3911de22a70bb26cc602b0492,,,,,,,,,WR,rock_whole_rock,dataset_constant,,ANTARCTICA / EASTERN ANTARCTICA / WESTERN DRONNING MAUD LAND,,,,GNEISS [21659],,,,,,,,,PROTEROZOIC [21659],INTRAPLATE VOLCANICS,,,,,,,,not_reported,,,,,,,,,,,winning_method_not_encoded_in_precompiled_member,,,,"[""DIGIS Team (2026). GEOROC Compilation: Intraplate Volcanic Rocks, Version 12.0. GRO.data. https://doi.org/10.25625/RZZ9VM""]",observation,record_citation_ids,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by-sa/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-84fad076b965b27b6d7c7cfd3a78ed2f49e8e4da7c07eda92ee0f3b9cc97d9ed,src-b06c65ae15310b2866b82544722eee2314334a5ad154998e5ee9daa594130889,s_BHD1-1 [22154],Ni,Ni,93.96,ppm,rock,,GEOROC_precompiled_selected_value,,,,,-66.2453,100.7037,,,,,,,,,,,CC-BY-SA-4.0,official_curated,georoc-antarctica-intraplate,GEOROC Compilation: Intraplate Volcanic Rocks — Antarctica member,10.25625/RZZ9VM,12.0,2026-06-RZZ9VM_ANTARCTICA.csv,22,2026-06-RZZ9VM_ANTARCTICA.csv#row=22,cdcc0d010f65d1a5d6ba357411a4d6a98d2f9ea3911de22a70bb26cc602b0492,,,,,,,,,WR,rock_whole_rock,dataset_constant,,ANTARCTICA / EASTERN ANTARCTICA / BUNGER HILLS,,,,NOT GIVEN [22154],,,,,,,,,PROTEROZOIC [22154],INTRAPLATE VOLCANICS,,,,,,,,not_reported,,,,,,,,,,,winning_method_not_encoded_in_precompiled_member,,,,"[""DIGIS Team (2026). GEOROC Compilation: Intraplate Volcanic Rocks, Version 12.0. GRO.data. https://doi.org/10.25625/RZZ9VM""]",observation,record_citation_ids,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by-sa/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-8915601aadbc01be18da097889d2f39798b1333ae5638788ea068731ffd50104,src-b06c65ae15310b2866b82544722eee2314334a5ad154998e5ee9daa594130889,s_BHD1-1 [22154],Pb,Pb,4.96,ppm,rock,,GEOROC_precompiled_selected_value,,,,,-66.2453,100.7037,,,,,,,,,,,CC-BY-SA-4.0,official_curated,georoc-antarctica-intraplate,GEOROC Compilation: Intraplate Volcanic Rocks — Antarctica member,10.25625/RZZ9VM,12.0,2026-06-RZZ9VM_ANTARCTICA.csv,22,2026-06-RZZ9VM_ANTARCTICA.csv#row=22,cdcc0d010f65d1a5d6ba357411a4d6a98d2f9ea3911de22a70bb26cc602b0492,,,,,,,,,WR,rock_whole_rock,dataset_constant,,ANTARCTICA / EASTERN ANTARCTICA / BUNGER HILLS,,,,NOT GIVEN [22154],,,,,,,,,PROTEROZOIC [22154],INTRAPLATE VOLCANICS,,,,,,,,not_reported,,,,,,,,,,,winning_method_not_encoded_in_precompiled_member,,,,"[""DIGIS Team (2026). GEOROC Compilation: Intraplate Volcanic Rocks, Version 12.0. GRO.data. https://doi.org/10.25625/RZZ9VM""]",observation,record_citation_ids,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by-sa/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-f5e59cb8da50b2fa7d8a113dd85a610bcbe0c0feb78fa8a3ce1eca5fffd60238,src-f0bd861b834953be319445af2f47b285e1f0ab05474f9ad719c4fcc4073a20ca,s_BHD1-2A [22154],Ni,Ni,90.67,ppm,rock,,GEOROC_precompiled_selected_value,,,,,-66.2453,100.7037,,,,,,,,,,,CC-BY-SA-4.0,official_curated,georoc-antarctica-intraplate,GEOROC Compilation: Intraplate Volcanic Rocks — Antarctica member,10.25625/RZZ9VM,12.0,2026-06-RZZ9VM_ANTARCTICA.csv,23,2026-06-RZZ9VM_ANTARCTICA.csv#row=23,cdcc0d010f65d1a5d6ba357411a4d6a98d2f9ea3911de22a70bb26cc602b0492,,,,,,,,,WR,rock_whole_rock,dataset_constant,,ANTARCTICA / EASTERN ANTARCTICA / BUNGER HILLS,,,,NOT GIVEN [22154],,,,,,,,,PROTEROZOIC [22154],INTRAPLATE VOLCANICS,,,,,,,,not_reported,,,,,,,,,,,winning_method_not_encoded_in_precompiled_member,,,,"[""DIGIS Team (2026). GEOROC Compilation: Intraplate Volcanic Rocks, Version 12.0. GRO.data. https://doi.org/10.25625/RZZ9VM""]",observation,record_citation_ids,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by-sa/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-81338085265f11f4e29493698e62971f4208d1457085e8d53c7e65cf9c6a4f00,src-f0bd861b834953be319445af2f47b285e1f0ab05474f9ad719c4fcc4073a20ca,s_BHD1-2A [22154],Pb,Pb,4.44,ppm,rock,,GEOROC_precompiled_selected_value,,,,,-66.2453,100.7037,,,,,,,,,,,CC-BY-SA-4.0,official_curated,georoc-antarctica-intraplate,GEOROC Compilation: Intraplate Volcanic Rocks — Antarctica member,10.25625/RZZ9VM,12.0,2026-06-RZZ9VM_ANTARCTICA.csv,23,2026-06-RZZ9VM_ANTARCTICA.csv#row=23,cdcc0d010f65d1a5d6ba357411a4d6a98d2f9ea3911de22a70bb26cc602b0492,,,,,,,,,WR,rock_whole_rock,dataset_constant,,ANTARCTICA / EASTERN ANTARCTICA / BUNGER HILLS,,,,NOT GIVEN [22154],,,,,,,,,PROTEROZOIC [22154],INTRAPLATE VOLCANICS,,,,,,,,not_reported,,,,,,,,,,,winning_method_not_encoded_in_precompiled_member,,,,"[""DIGIS Team (2026). GEOROC Compilation: Intraplate Volcanic Rocks, Version 12.0. GRO.data. https://doi.org/10.25625/RZZ9VM""]",observation,record_citation_ids,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by-sa/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-2e3174fd8895eff3a7fb1c9b51bd32c3fea7f125c555b954b08e087be9d63efa,src-81347e504ea8fadca61aa28a1af0f58bda002fac28ec24630481e26988a01a27,s_BHD1-3 [22154],Ni,Ni,94.56,ppm,rock,,GEOROC_precompiled_selected_value,,,,,-66.2453,100.7037,,,,,,,,,,,CC-BY-SA-4.0,official_curated,georoc-antarctica-intraplate,GEOROC Compilation: Intraplate Volcanic Rocks — Antarctica member,10.25625/RZZ9VM,12.0,2026-06-RZZ9VM_ANTARCTICA.csv,24,2026-06-RZZ9VM_ANTARCTICA.csv#row=24,cdcc0d010f65d1a5d6ba357411a4d6a98d2f9ea3911de22a70bb26cc602b0492,,,,,,,,,WR,rock_whole_rock,dataset_constant,,ANTARCTICA / EASTERN ANTARCTICA / BUNGER HILLS,,,,NOT GIVEN [22154],,,,,,,,,PROTEROZOIC [22154],INTRAPLATE VOLCANICS,,,,,,,,not_reported,,,,,,,,,,,winning_method_not_encoded_in_precompiled_member,,,,"[""DIGIS Team (2026). GEOROC Compilation: Intraplate Volcanic Rocks, Version 12.0. GRO.data. https://doi.org/10.25625/RZZ9VM""]",observation,record_citation_ids,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by-sa/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-871ba216f23875e0dae26703a6f627080353b3078e572856fea5602dbd90a8a1,src-81347e504ea8fadca61aa28a1af0f58bda002fac28ec24630481e26988a01a27,s_BHD1-3 [22154],Pb,Pb,5.05,ppm,rock,,GEOROC_precompiled_selected_value,,,,,-66.2453,100.7037,,,,,,,,,,,CC-BY-SA-4.0,official_curated,georoc-antarctica-intraplate,GEOROC Compilation: Intraplate Volcanic Rocks — Antarctica member,10.25625/RZZ9VM,12.0,2026-06-RZZ9VM_ANTARCTICA.csv,24,2026-06-RZZ9VM_ANTARCTICA.csv#row=24,cdcc0d010f65d1a5d6ba357411a4d6a98d2f9ea3911de22a70bb26cc602b0492,,,,,,,,,WR,rock_whole_rock,dataset_constant,,ANTARCTICA / EASTERN ANTARCTICA / BUNGER HILLS,,,,NOT GIVEN [22154],,,,,,,,,PROTEROZOIC [22154],INTRAPLATE VOLCANICS,,,,,,,,not_reported,,,,,,,,,,,winning_method_not_encoded_in_precompiled_member,,,,"[""DIGIS Team (2026). GEOROC Compilation: Intraplate Volcanic Rocks, Version 12.0. GRO.data. https://doi.org/10.25625/RZZ9VM""]",observation,record_citation_ids,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by-sa/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-cabf2499c4e317d57f266c0de6e98c50ab926dec09a42cf79254f26794aab4cb,src-f2de9465f3758666fffc1a8a65b1163be065c1fbf4a314e4da43a97764f8289e,s_57492-1              [23103],Cr,Cr,125,ppm,rock,,GEOROC_precompiled_selected_value,,,,,-68.8360977,77.9315033,,,,,,,,,,,CC-BY-SA-4.0,official_curated,georoc-antarctica-intraplate,GEOROC Compilation: Intraplate Volcanic Rocks — Antarctica member,10.25625/RZZ9VM,12.0,2026-06-RZZ9VM_ANTARCTICA.csv,34,2026-06-RZZ9VM_ANTARCTICA.csv#row=34,cdcc0d010f65d1a5d6ba357411a4d6a98d2f9ea3911de22a70bb26cc602b0492,,,,,,,,,WR,rock_whole_rock,dataset_constant,,ANTARCTICA / EASTERN ANTARCTICA / RAUER ISLANDS,,,,"SCHIST, BIOTITE-HORNBLENDE-ORTHOPYENE [23103]",,,,,,,,,PROTEROZOIC [23103],INTRAPLATE VOLCANICS,,,,,,,,not_reported,,,,,,,,,,,winning_method_not_encoded_in_precompiled_member,,,,"[""DIGIS Team (2026). GEOROC Compilation: Intraplate Volcanic Rocks, Version 12.0. GRO.data. https://doi.org/10.25625/RZZ9VM""]",observation,record_citation_ids,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by-sa/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-e5b08b714829bb7551cc441eb51e888323fc1128c14b34d6ac50c2e333db658c,src-aca99b0d1908ceebfdec0f3457638f2080b517a22c2a15f43db4b7e8ba953527,s_57492-9              [23103],Cr,Cr,262,ppm,rock,,GEOROC_precompiled_selected_value,,,,,-68.8360977,77.9312973,,,,,,,,,,,CC-BY-SA-4.0,official_curated,georoc-antarctica-intraplate,GEOROC Compilation: Intraplate Volcanic Rocks — Antarctica member,10.25625/RZZ9VM,12.0,2026-06-RZZ9VM_ANTARCTICA.csv,35,2026-06-RZZ9VM_ANTARCTICA.csv#row=35,cdcc0d010f65d1a5d6ba357411a4d6a98d2f9ea3911de22a70bb26cc602b0492,,,,,,,,,WR,rock_whole_rock,dataset_constant,,ANTARCTICA / EASTERN ANTARCTICA / RAUER ISLANDS,,,,"SCHIST, 2-PYROXENE-HORNBLENDE [23103]",,,,,,,,,PROTEROZOIC [23103],INTRAPLATE VOLCANICS,,,,,,,,not_reported,,,,,,,,,,,winning_method_not_encoded_in_precompiled_member,,,,"[""DIGIS Team (2026). GEOROC Compilation: Intraplate Volcanic Rocks, Version 12.0. GRO.data. https://doi.org/10.25625/RZZ9VM""]",observation,record_citation_ids,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by-sa/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-be380d013b3351a37b0cd43ed3fc4963ce500e65fd06b712f6dc85a2609c0d79,src-2e75dd13846458ae4a4819897998fadbb8681acfbbb2e66981fac16309f6105c,s_57493-5              [23103],Cr,Cr,263,ppm,rock,,GEOROC_precompiled_selected_value,,,,,-68.8355026,77.9247971,,,,,,,,,,,CC-BY-SA-4.0,official_curated,georoc-antarctica-intraplate,GEOROC Compilation: Intraplate Volcanic Rocks — Antarctica member,10.25625/RZZ9VM,12.0,2026-06-RZZ9VM_ANTARCTICA.csv,36,2026-06-RZZ9VM_ANTARCTICA.csv#row=36,cdcc0d010f65d1a5d6ba357411a4d6a98d2f9ea3911de22a70bb26cc602b0492,,,,,,,,,WR,rock_whole_rock,dataset_constant,,ANTARCTICA / EASTERN ANTARCTICA / RAUER ISLANDS,,,,"AMPHIBOLITE, ORTHOPYROXENE [23103]",,,,,,,,,PROTEROZOIC [23103],INTRAPLATE VOLCANICS,,,,,,,,not_reported,,,,,,,,,,,winning_method_not_encoded_in_precompiled_member,,,,"[""DIGIS Team (2026). GEOROC Compilation: Intraplate Volcanic Rocks, Version 12.0. GRO.data. https://doi.org/10.25625/RZZ9VM""]",observation,record_citation_ids,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by-sa/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-5ad514415962cecb140e49e5c65ebb4e4337aa133254ffa74aef774d12652e41,src-b8020996e116ddd1eec723961df6828198d6138a2071481e60a2116e1b95d103,s_57494-3              [23103],Cr,Cr,224,ppm,rock,,GEOROC_precompiled_selected_value,,,,,-68.8376007,77.9243011,,,,,,,,,,,CC-BY-SA-4.0,official_curated,georoc-antarctica-intraplate,GEOROC Compilation: Intraplate Volcanic Rocks — Antarctica member,10.25625/RZZ9VM,12.0,2026-06-RZZ9VM_ANTARCTICA.csv,37,2026-06-RZZ9VM_ANTARCTICA.csv#row=37,cdcc0d010f65d1a5d6ba357411a4d6a98d2f9ea3911de22a70bb26cc602b0492,,,,,,,,,WR,rock_whole_rock,dataset_constant,,ANTARCTICA / EASTERN ANTARCTICA / RAUER ISLANDS,,,,"METAMAFIC-ROCK, HORNBLENDE-2-PYROXENE [23103]",,,,,,,,,PROTEROZOIC [23103],INTRAPLATE VOLCANICS,,,,,,,,not_reported,,,,,,,,,,,winning_method_not_encoded_in_precompiled_member,,,,"[""DIGIS Team (2026). GEOROC Compilation: Intraplate Volcanic Rocks, Version 12.0. GRO.data. https://doi.org/10.25625/RZZ9VM""]",observation,record_citation_ids,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by-sa/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-1975361d48f5e69a253ebc8c9aaed00e23c7bedf47c5c50ef8bb342d85832d9c,src-3b446d598e7ee468722c277c2d2cdaee49d652cbfb3363ec15d29634b36877e6,s_57496-11             [23103],Cr,Cr,57,ppm,rock,,GEOROC_precompiled_selected_value,,,,,-68.8382034,77.9204025,,,,,,,,,,,CC-BY-SA-4.0,official_curated,georoc-antarctica-intraplate,GEOROC Compilation: Intraplate Volcanic Rocks — Antarctica member,10.25625/RZZ9VM,12.0,2026-06-RZZ9VM_ANTARCTICA.csv,38,2026-06-RZZ9VM_ANTARCTICA.csv#row=38,cdcc0d010f65d1a5d6ba357411a4d6a98d2f9ea3911de22a70bb26cc602b0492,,,,,,,,,WR,rock_whole_rock,dataset_constant,,ANTARCTICA / EASTERN ANTARCTICA / RAUER ISLANDS,,,,"AMPHIBOLITE, 2-PYROXENE [23103]",,,,,,,,,PROTEROZOIC [23103],INTRAPLATE VOLCANICS,,,,,,,,not_reported,,,,,,,,,,,winning_method_not_encoded_in_precompiled_member,,,,"[""DIGIS Team (2026). GEOROC Compilation: Intraplate Volcanic Rocks, Version 12.0. GRO.data. https://doi.org/10.25625/RZZ9VM""]",observation,record_citation_ids,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by-sa/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-368ae6aa8fc0ac105c1ee3a8d901150748218471e6655b4be25b6d01efdd37f0,src-1b94c0d17d018a0fffa5305953bb6d0c9536debf210952874288123f5b582ba6,s_57580-6              [23103],Cr,Cr,186,ppm,rock,,GEOROC_precompiled_selected_value,,,,,-68.8359985,77.9441986,,,,,,,,,,,CC-BY-SA-4.0,official_curated,georoc-antarctica-intraplate,GEOROC Compilation: Intraplate Volcanic Rocks — Antarctica member,10.25625/RZZ9VM,12.0,2026-06-RZZ9VM_ANTARCTICA.csv,39,2026-06-RZZ9VM_ANTARCTICA.csv#row=39,cdcc0d010f65d1a5d6ba357411a4d6a98d2f9ea3911de22a70bb26cc602b0492,,,,,,,,,WR,rock_whole_rock,dataset_constant,,ANTARCTICA / EASTERN ANTARCTICA / RAUER ISLANDS,,,,"SCHIST, HORNBLENDE-2-PYROXENE [23103]",,,,,,,,,PROTEROZOIC [23103],INTRAPLATE VOLCANICS,,,,,,,,not_reported,,,,,,,,,,,winning_method_not_encoded_in_precompiled_member,,,,"[""DIGIS Team (2026). GEOROC Compilation: Intraplate Volcanic Rocks, Version 12.0. GRO.data. https://doi.org/10.25625/RZZ9VM""]",observation,record_citation_ids,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by-sa/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
