record_id,source_record_id,sample_id,element_or_analyte,analyte_reported,value,unit,medium,material,measurement_basis,value_qualifier,missing_reason,detection_limit,detection_limit_unit,original_latitude_raw,original_longitude_raw,latitude,longitude,source_crs,coordinate_transform_method,coordinate_uncertainty_m,geologic_unit,analytical_method,method_family,digestion_or_extraction,laboratory,license,source_tier,source_id,dataset_title,dataset_doi,dataset_version,source_file,source_row,source_locator,file_sha256,sampled_at,sample_depth_min_m,sample_depth_max_m,grain_fraction,sample_type_raw,sample_type,sample_type_mapping_status,sample_type_missing_reason,geographic_context_raw,survey_area,map_sheet,cruise_track,lithology_raw,lithology,soil_horizon_raw,soil_horizon,sediment_environment,water_body_type,water_fraction,filtered_state,geologic_unit_raw,geologic_age_raw,tectonic_setting_raw,matched_geologic_unit,geology_map_source,geology_map_version,match_method,match_scale,boundary_distance_m,match_uncertainty,geology_missing_reason,method_scope,method_assignment_basis,preparation,analytical_technique,instrument,quantitation_limit,quantitation_limit_unit,reference_materials,method_source_locator,method_publication_id,method_missing_reason,citation_id_raw,publication_id,publication_doi,citation_text_raw,citation_scope,citation_assignment_basis,upstream_primary_source_id,citation_resolution_status,citation_missing_reason,access_status,research_use_status,license_url,license_scope,attribution_required,redistribution_status,terms_verified_at
rec-94d19842979892a2f2d14ecdb7d1dc67c2c4d8ff0e384ae09ab666533b8bf772,src-e3ae8b090ff0db518aab2b406cc91013eed1cc3706b055d5a26eb22727775148,N30E06H5,Ni,Ni,13.9,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,0.3,mg/kg,,,44.18,10.13,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,7,H_icp_data_2v2_11Mar04.csv#row=7,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=7,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-0117cc21717f995148101dbf92785ad8c8e1a66cce796b47c2f8612c96627908,src-e3ae8b090ff0db518aab2b406cc91013eed1cc3706b055d5a26eb22727775148,N30E06H5,Zn,Zn,72.6,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,1,mg/kg,,,44.18,10.13,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,7,H_icp_data_2v2_11Mar04.csv#row=7,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=7,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-e6dfbe07e70b6109e61d65da0b913031a380d7ee24b1d68fc9b6117729cf9184,src-568934211ab75c58c3414d9671614a3b954e3cb3f3aca9ebbfd201d9941a19de,N30W01H2,Cu,Cu,1,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,0.3,mg/kg,,,44.43,-0.78,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,8,H_icp_data_2v2_11Mar04.csv#row=8,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=8,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-98c3423cd08522c65de052269ca6877bdcafc6ff22a2e35645f0697c3fb181dc,src-568934211ab75c58c3414d9671614a3b954e3cb3f3aca9ebbfd201d9941a19de,N30W01H2,Ni,Ni,0.7,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,0.3,mg/kg,,,44.43,-0.78,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,8,H_icp_data_2v2_11Mar04.csv#row=8,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=8,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-43c6d6a38a6e6d49dc7ebb4378cd4167afb815c26e13517a81994799d513145e,src-568934211ab75c58c3414d9671614a3b954e3cb3f3aca9ebbfd201d9941a19de,N30W01H2,Zn,Zn,5.8,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,1,mg/kg,,,44.43,-0.78,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,8,H_icp_data_2v2_11Mar04.csv#row=8,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=8,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-f541b62c0ba033e429321439f04e5f377b8fa834d6b86742b5da2645866ee91d,src-346bc0540006c6416a00ddc1b41e36052dbf39c83888477b9a9b5c9bd6d1c1cb,N30W01H5,Cu,Cu,0.6,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,0.3,mg/kg,,,44.26,-0.09,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,9,H_icp_data_2v2_11Mar04.csv#row=9,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=9,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-211be4150bb74db016d3f069daad0df7ace174d781b94d053383de6e2e5f4ed8,src-346bc0540006c6416a00ddc1b41e36052dbf39c83888477b9a9b5c9bd6d1c1cb,N30W01H5,Ni,Ni,0.15,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,0.3,mg/kg,,,44.26,-0.09,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,9,H_icp_data_2v2_11Mar04.csv#row=9,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=9,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-a077bd0b4f9f727975d44e52b7063939a00c0e911b3a7711dc0942734bfd7a01,src-346bc0540006c6416a00ddc1b41e36052dbf39c83888477b9a9b5c9bd6d1c1cb,N30W01H5,Zn,Zn,3.5,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,1,mg/kg,,,44.26,-0.09,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,9,H_icp_data_2v2_11Mar04.csv#row=9,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=9,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-44264af143fe44d71d9c9c4d812182c9d8fa8cf934277ccac40933ce184617f8,src-60ae12b093ef11585a664e86fd1176b743b9bc0979fdcccf13b162ed3bfc6fd4,N31E01H1,Cu,Cu,3.1,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,0.3,mg/kg,,,46.11,1.43,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,10,H_icp_data_2v2_11Mar04.csv#row=10,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=10,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-0e308b357e6ccc9643cec855e4c9a5f0fade1ea639816c63a83a9cd406b4d547,src-60ae12b093ef11585a664e86fd1176b743b9bc0979fdcccf13b162ed3bfc6fd4,N31E01H1,Ni,Ni,1.1,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,0.3,mg/kg,,,46.11,1.43,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,10,H_icp_data_2v2_11Mar04.csv#row=10,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=10,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-9644e7f942bc3a2747a26e0a45a0dfc0651a1f3c02e68bd0f05befadc8a46ddb,src-60ae12b093ef11585a664e86fd1176b743b9bc0979fdcccf13b162ed3bfc6fd4,N31E01H1,Zn,Zn,5.4,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,1,mg/kg,,,46.11,1.43,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,10,H_icp_data_2v2_11Mar04.csv#row=10,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=10,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-ee75f3a39b397b151a1e48664324ff3fed7476b1b6d68c85d78e153082a99277,src-ca644aef5cdee9a06ad7a82eaae69829c409c61e649c9d949eb18e08412f10eb,N31E01H3,Cu,Cu,3.9,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,0.3,mg/kg,,,45.66,0.6,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,11,H_icp_data_2v2_11Mar04.csv#row=11,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=11,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-ab8af79e70c2359d72460c78db7e8cf28f90df07a44fdef85cb8102aed3cfd96,src-ca644aef5cdee9a06ad7a82eaae69829c409c61e649c9d949eb18e08412f10eb,N31E01H3,Ni,Ni,2,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,0.3,mg/kg,,,45.66,0.6,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,11,H_icp_data_2v2_11Mar04.csv#row=11,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=11,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-cef6957ed020fff684c92c2ff3b902da124b251498cb6a9ecc4212b079d53203,src-ca644aef5cdee9a06ad7a82eaae69829c409c61e649c9d949eb18e08412f10eb,N31E01H3,Zn,Zn,16.3,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,1,mg/kg,,,45.66,0.6,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,11,H_icp_data_2v2_11Mar04.csv#row=11,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=11,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-dacc71cb4274a52eb0e8f048643412f2c4aca6fec85346e298339c6bf3ccaf4f,src-69539804051cfc56365085d70d6797e40b34905d08138defe683eeeb2b61e70b,N31E01H4,Cu,Cu,4.3,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,0.3,mg/kg,,,45.18,1.64,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,12,H_icp_data_2v2_11Mar04.csv#row=12,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=12,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-0b7cbbedd503952ec0529e5f5b397368e973e2edee6d7064ec10cdf1339a5828,src-69539804051cfc56365085d70d6797e40b34905d08138defe683eeeb2b61e70b,N31E01H4,Ni,Ni,2.6,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,0.3,mg/kg,,,45.18,1.64,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,12,H_icp_data_2v2_11Mar04.csv#row=12,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=12,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-2e7614a9420433c930495b7e1e3824681917741be262eacb719d2c88d7275c1d,src-69539804051cfc56365085d70d6797e40b34905d08138defe683eeeb2b61e70b,N31E01H4,Zn,Zn,19.1,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,1,mg/kg,,,45.18,1.64,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,12,H_icp_data_2v2_11Mar04.csv#row=12,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=12,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-b093c46d587d706f3af7c3059907593d913a1970ff20ac07344b15a03de1f317,src-03921521d7ace43de5d68585a2273cdb9500ab7e542f17e67445e6d88016a8ab,N31E02H3,Cu,Cu,4.1,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,0.3,mg/kg,,,45.33,2.75,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,13,H_icp_data_2v2_11Mar04.csv#row=13,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=13,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-8c70b253e7f30a555e8d5d9dbe13d0526ae301b78672b4e08622db2d5240cd5d,src-03921521d7ace43de5d68585a2273cdb9500ab7e542f17e67445e6d88016a8ab,N31E02H3,Ni,Ni,2.5,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,0.3,mg/kg,,,45.33,2.75,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,13,H_icp_data_2v2_11Mar04.csv#row=13,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=13,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-5a37621a84c12ed8881a4467c9e6d1c7faa2f04792bb66ece76b108ab6bec183,src-03921521d7ace43de5d68585a2273cdb9500ab7e542f17e67445e6d88016a8ab,N31E02H3,Zn,Zn,7.1,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,1,mg/kg,,,45.33,2.75,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,13,H_icp_data_2v2_11Mar04.csv#row=13,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=13,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
