record_id,source_record_id,sample_id,element_or_analyte,analyte_reported,value,unit,medium,material,measurement_basis,value_qualifier,missing_reason,detection_limit,detection_limit_unit,original_latitude_raw,original_longitude_raw,latitude,longitude,source_crs,coordinate_transform_method,coordinate_uncertainty_m,geologic_unit,analytical_method,method_family,digestion_or_extraction,laboratory,license,source_tier,source_id,dataset_title,dataset_doi,dataset_version,source_file,source_row,source_locator,file_sha256,sampled_at,sample_depth_min_m,sample_depth_max_m,grain_fraction,sample_type_raw,sample_type,sample_type_mapping_status,sample_type_missing_reason,geographic_context_raw,survey_area,map_sheet,cruise_track,lithology_raw,lithology,soil_horizon_raw,soil_horizon,sediment_environment,water_body_type,water_fraction,filtered_state,geologic_unit_raw,geologic_age_raw,tectonic_setting_raw,matched_geologic_unit,geology_map_source,geology_map_version,match_method,match_scale,boundary_distance_m,match_uncertainty,geology_missing_reason,method_scope,method_assignment_basis,preparation,analytical_technique,instrument,quantitation_limit,quantitation_limit_unit,reference_materials,method_source_locator,method_publication_id,method_missing_reason,citation_id_raw,publication_id,publication_doi,citation_text_raw,citation_scope,citation_assignment_basis,upstream_primary_source_id,citation_resolution_status,citation_missing_reason,access_status,research_use_status,license_url,license_scope,attribution_required,redistribution_status,terms_verified_at
rec-2414114ebdffc7047dde9080ed29cb59d4ebf90ac1dd29a11c2f47dd2af214df,src-02aa33283d470386f2156ce83e4440ea833fff419c353976317dc7c75d785dc5,N31E05H1,Cu,Cu,15.2,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,0.3,mg/kg,,,46.31,9.77,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,14,H_icp_data_2v2_11Mar04.csv#row=14,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=14,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-4f033f967f72a97bbd220179e3d44d904a92d8f611be1aa6004eeb8d099ec8eb,src-02aa33283d470386f2156ce83e4440ea833fff419c353976317dc7c75d785dc5,N31E05H1,Ni,Ni,25.3,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,0.3,mg/kg,,,46.31,9.77,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,14,H_icp_data_2v2_11Mar04.csv#row=14,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=14,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-eee041616ae986440bb366e982c78aa4a9664f5be8cd8a1f62b4c646ce8ad1d4,src-02aa33283d470386f2156ce83e4440ea833fff419c353976317dc7c75d785dc5,N31E05H1,Zn,Zn,110.2,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,1,mg/kg,,,46.31,9.77,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,14,H_icp_data_2v2_11Mar04.csv#row=14,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=14,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-67f51f394da80255c36750a1b58a98a511d94b64ce641edda69f2f0931887b52,src-e81b1c7fd32ac3b0f0cf5277ba7b612dcbbf63ff13cdbc585478ea769a9adb96,N31E05H2,Cu,Cu,16.2,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,0.3,mg/kg,,,46.24,8.19,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,15,H_icp_data_2v2_11Mar04.csv#row=15,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=15,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-3f5baaf6b2a4dcc3dab4d7907efabbc7feedbc5d961b01ea3a9557851eb8ce87,src-e81b1c7fd32ac3b0f0cf5277ba7b612dcbbf63ff13cdbc585478ea769a9adb96,N31E05H2,Ni,Ni,7.2,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,0.3,mg/kg,,,46.24,8.19,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,15,H_icp_data_2v2_11Mar04.csv#row=15,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=15,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-c62fbdcd61e101d1dcbf6fbcdd5e1620a268e560ed503149975a93c3ef31a036,src-e81b1c7fd32ac3b0f0cf5277ba7b612dcbbf63ff13cdbc585478ea769a9adb96,N31E05H2,Zn,Zn,143,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,1,mg/kg,,,46.24,8.19,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,15,H_icp_data_2v2_11Mar04.csv#row=15,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=15,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-82b801237a077c9a8aaf2be015d51db94f59f6e65ea2a76f1e91091f9efb4362,src-a8f019bec917d1bc9fdd4f778f1ac7c55b48ec691838943631e20c5b6730e37c,N31E05H3,Cu,Cu,12,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,0.3,mg/kg,,,45.58,7.96,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,16,H_icp_data_2v2_11Mar04.csv#row=16,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=16,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-1f68081cf82e58bcb6e600fe8cf5021502355644a3b26f772da487b3c1fc8dca,src-a8f019bec917d1bc9fdd4f778f1ac7c55b48ec691838943631e20c5b6730e37c,N31E05H3,Ni,Ni,7.4,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,0.3,mg/kg,,,45.58,7.96,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,16,H_icp_data_2v2_11Mar04.csv#row=16,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=16,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-c0743acd6bcf3d76b1f44ceffe6706d140c1ded6e80c06e74248fbe37ccf517b,src-a8f019bec917d1bc9fdd4f778f1ac7c55b48ec691838943631e20c5b6730e37c,N31E05H3,Zn,Zn,56.7,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,1,mg/kg,,,45.58,7.96,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,16,H_icp_data_2v2_11Mar04.csv#row=16,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=16,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-e609c76ff76970e516cd2a1ed5e1deb603999d0a80bd042adb30f499f17074f1,src-06791f5a599bf41877a70162e544aca345b0c1f648ce7f8010c2e8e22ed463ff,N31E05H4,Cu,Cu,20.4,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,0.3,mg/kg,,,45.81,9.81,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,17,H_icp_data_2v2_11Mar04.csv#row=17,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=17,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-49bfa6e98f30b18d72caa27dda51f739ea2ad3d63ed2f86606ba89f29322f324,src-06791f5a599bf41877a70162e544aca345b0c1f648ce7f8010c2e8e22ed463ff,N31E05H4,Ni,Ni,11.1,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,0.3,mg/kg,,,45.81,9.81,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,17,H_icp_data_2v2_11Mar04.csv#row=17,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=17,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-4e3bbdd8496db1fc3aa8bf4825e1725e5873cfe3917e1465fa24ef8438fbc0a8,src-06791f5a599bf41877a70162e544aca345b0c1f648ce7f8010c2e8e22ed463ff,N31E05H4,Zn,Zn,162.3,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,1,mg/kg,,,45.81,9.81,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,17,H_icp_data_2v2_11Mar04.csv#row=17,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=17,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-037fe3811901d25c8d5ea32c7270e23494f82b82b6bfedd9bab5feb6d2fadd23,src-3a653eaced57d96c1c5fbc82fbbb12fe0914498436f06da263e963117fb5de2a,N31E05H5,Cu,Cu,22.1,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,0.3,mg/kg,,,45.89,9.26,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,18,H_icp_data_2v2_11Mar04.csv#row=18,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=18,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-1083ff142db2dd48901ca51a778e2687965195fabd7e74523db5b0edf0feccb5,src-3a653eaced57d96c1c5fbc82fbbb12fe0914498436f06da263e963117fb5de2a,N31E05H5,Ni,Ni,19.4,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,0.3,mg/kg,,,45.89,9.26,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,18,H_icp_data_2v2_11Mar04.csv#row=18,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=18,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-afc3efe7a28421a467493346a6f4cd0d33697f51e4b3032de2f9be6d18d8198d,src-3a653eaced57d96c1c5fbc82fbbb12fe0914498436f06da263e963117fb5de2a,N31E05H5,Zn,Zn,178.9,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,1,mg/kg,,,45.89,9.26,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,18,H_icp_data_2v2_11Mar04.csv#row=18,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=18,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-32c8126a9278d6daae7a65584f9619c58364f7d5d13bdb569dead1c802aef6be,src-798a16d0dfdcc20d9ccdf0dd468ab262a0c0a459347cb3ac7ba496be515f175f,N31E06H1,Cu,Cu,7.8,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,0.3,mg/kg,,,46.21,11.42,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,19,H_icp_data_2v2_11Mar04.csv#row=19,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=19,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-d3a984e921d889766bb60faeecc469a5425586885fa36a689e83a5a292f959a3,src-798a16d0dfdcc20d9ccdf0dd468ab262a0c0a459347cb3ac7ba496be515f175f,N31E06H1,Ni,Ni,3.7,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,0.3,mg/kg,,,46.21,11.42,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,19,H_icp_data_2v2_11Mar04.csv#row=19,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=19,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
rec-f34c8ee87ce4cc3781929befb7eb4b243408c9ccca4078ffef6e8f2fd17be852,src-798a16d0dfdcc20d9ccdf0dd468ab262a0c0a459347cb3ac7ba496be515f175f,N31E06H1,Zn,Zn,50.3,mg/kg,soil,,mild_nitric_acid_leachable_humus,,,1,mg/kg,,,46.21,11.42,EPSG:4326,,,,ICP-MS,,4.5% HNO3 ultrasonic extraction for 90 minutes,,LicenseRef-FOREGS-Research-Attribution-2005,official_curated,foregs-humus,FOREGS Geochemical Atlas of Europe: humus,,FOREGS-Atlas-2005-publisher-files-2026-03-03,H_icp_data_2v2_11Mar04.csv,19,H_icp_data_2v2_11Mar04.csv#row=19,d1a943e3bcf5e601541e44b48bafb7e73c61c5ededa23d008cf334ad3b9506f4,,,,source humus material,humus / organic horizon where present,soil_humus,dataset_constant,,,,,,,,,organic_horizon,,,,,,,,,,,,,,,not_reported,file,source_file_method_constant,,ICP-MS,,,,,H_icp_data_2v2_11Mar04.csv#row=19,,,,,,"[""Salminen, R. et al. (2005). Geochemical Atlas of Europe, Part 1. Geological Survey of Finland, Espoo.""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://weppi.gtk.fi/publ/foregsatlas/disclaimer.php,dataset,true,not_evaluated_for_project_output,2026-08-06T10:05:00Z
