record_id,source_record_id,sample_id,element_or_analyte,analyte_reported,value,unit,medium,material,measurement_basis,value_qualifier,missing_reason,detection_limit,detection_limit_unit,original_latitude_raw,original_longitude_raw,latitude,longitude,source_crs,coordinate_transform_method,coordinate_uncertainty_m,geologic_unit,analytical_method,method_family,digestion_or_extraction,laboratory,license,source_tier,source_id,dataset_title,dataset_doi,dataset_version,source_file,source_row,source_locator,official_source_url,file_sha256,sampled_at,sample_depth_min_m,sample_depth_max_m,grain_fraction,coordinate_evidence_scope,coordinate_policy_id,coordinate_latitude_field,coordinate_longitude_field,sample_type_raw,sample_type,sample_type_mapping_status,sample_type_missing_reason,geographic_context_raw,survey_area,map_sheet,cruise_track,lithology_raw,lithology,soil_horizon_raw,soil_horizon,sediment_environment,water_body_type,water_fraction,filtered_state,geologic_unit_raw,geologic_age_raw,tectonic_setting_raw,matched_geologic_unit,geology_map_source,geology_map_version,match_method,match_scale,boundary_distance_m,match_uncertainty,geology_missing_reason,method_scope,method_assignment_basis,preparation,analytical_technique,instrument,quantitation_limit,quantitation_limit_unit,reference_materials,method_source_locator,method_publication_id,method_missing_reason,citation_id_raw,publication_id,publication_doi,citation_text_raw,citation_scope,citation_assignment_basis,upstream_primary_source_id,citation_resolution_status,citation_missing_reason,access_status,research_use_status,license_url,license_scope,attribution_required,redistribution_status,terms_verified_at
rec-0dc93b33603a08e2fe22caa8838e40c9bb5e5b958b22c310d39b68e49b336f60,src-079cbea6ef1da6d3812bff8b41eaa1a3163b45d3a0ae7e521a7308391fb8a0d9,B-0527|TOP,Pb,Pb,10,mg/kg,soil,,ppp_method_specific_total_or_extractable_soil,<,,10,mg/kg,-11.787333,-46.383667000000003,-11.787333,-46.383667,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,8,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,pressed powder pellet; no wet digestion,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=85,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,31.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / B-0527 / cerrado / flame cut,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,,,,Metadata_BraSol-2010_database.txt#method=PPP,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-22a6ede1363d797d996d1fd75e94e6a5ac5a46e2105cb392bfa4d4791b6644e1,src-079cbea6ef1da6d3812bff8b41eaa1a3163b45d3a0ae7e521a7308391fb8a0d9,B-0527|TOP,Zn,Zn,10,mg/kg,soil,,ppp_method_specific_total_or_extractable_soil,<,,10,mg/kg,-11.787333,-46.383667000000003,-11.787333,-46.383667,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,8,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,pressed powder pellet; no wet digestion,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=85,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,31.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / B-0527 / cerrado / flame cut,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,,,,Metadata_BraSol-2010_database.txt#method=PPP,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-84d7e3ce86b7a46714ce461093af2e456eb6f22efd13c5c002afb662833582e5,src-356c57bdbe30f75ce2108cc6fbc389daaaa2f387ac150fa390b1a9a11c0ea152,B-0511|TOP,As,As,10,mg/kg,soil,,ppp_method_specific_total_or_extractable_soil,<,,10,mg/kg,-10.290611,-36.870333000000002,-10.290611,-36.870333,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,9,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,pressed powder pellet; no wet digestion,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=69,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,25.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / B-0511 / atlantic rain forest / pasture land,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,,,,Metadata_BraSol-2010_database.txt#method=PPP,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-2da2698f607bad9b5e6ee8cda22e8ce2189c90dd8f24d61c7fdb5b0ce0c9353f,src-356c57bdbe30f75ce2108cc6fbc389daaaa2f387ac150fa390b1a9a11c0ea152,B-0511|TOP,Cr,Cr,34,mg/kg,soil,,gfd_method_specific_total_or_extractable_soil,<,,34,mg/kg,-10.290611,-36.870333000000002,-10.290611,-36.870333,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,9,,WD-XRF (Bruker S8 Tiger) on glass fusion disc,,glass fusion disc preparation,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=69,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,25.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / B-0511 / atlantic rain forest / pasture land,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,WD-XRF (Bruker S8 Tiger) on glass fusion disc,,,,,Metadata_BraSol-2010_database.txt#method=GFD,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-71a604f73159b242197811d459ea9b555aa226f5124a01bad67302a3da6ad3aa,src-356c57bdbe30f75ce2108cc6fbc389daaaa2f387ac150fa390b1a9a11c0ea152,B-0511|TOP,Cu,Cu,26.5,mg/kg,soil,,ppp_method_specific_total_or_extractable_soil,,,10,mg/kg,-10.290611,-36.870333000000002,-10.290611,-36.870333,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,9,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,pressed powder pellet; no wet digestion,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=69,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,25.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / B-0511 / atlantic rain forest / pasture land,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,,,,Metadata_BraSol-2010_database.txt#method=PPP,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-9fdf12ea69d3cb7f1b8aab2524886d5c6cd08fdbee0e18ca1f58a68671a98334,src-356c57bdbe30f75ce2108cc6fbc389daaaa2f387ac150fa390b1a9a11c0ea152,B-0511|TOP,Ni,Ni,12,mg/kg,soil,,gfd_method_specific_total_or_extractable_soil,<,,12,mg/kg,-10.290611,-36.870333000000002,-10.290611,-36.870333,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,9,,WD-XRF (Bruker S8 Tiger) on glass fusion disc,,glass fusion disc preparation,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=69,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,25.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / B-0511 / atlantic rain forest / pasture land,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,WD-XRF (Bruker S8 Tiger) on glass fusion disc,,,,,Metadata_BraSol-2010_database.txt#method=GFD,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-7f6901672f2e176e6fa0822ae83c57499ca22c4180ad81bfe19e3061c262776b,src-356c57bdbe30f75ce2108cc6fbc389daaaa2f387ac150fa390b1a9a11c0ea152,B-0511|TOP,Pb,Pb,10,mg/kg,soil,,ppp_method_specific_total_or_extractable_soil,<,,10,mg/kg,-10.290611,-36.870333000000002,-10.290611,-36.870333,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,9,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,pressed powder pellet; no wet digestion,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=69,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,25.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / B-0511 / atlantic rain forest / pasture land,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,,,,Metadata_BraSol-2010_database.txt#method=PPP,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-67367f1e77fb1ef26c03bd81d696ab61be79c5eff3b4f9dcc5ee61a407810383,src-356c57bdbe30f75ce2108cc6fbc389daaaa2f387ac150fa390b1a9a11c0ea152,B-0511|TOP,Zn,Zn,24.102,mg/kg,soil,,gfd_method_specific_total_or_extractable_soil,,,16,mg/kg,-10.290611,-36.870333000000002,-10.290611,-36.870333,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,9,,WD-XRF (Bruker S8 Tiger) on glass fusion disc,,glass fusion disc preparation,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=69,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,25.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / B-0511 / atlantic rain forest / pasture land,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,WD-XRF (Bruker S8 Tiger) on glass fusion disc,,,,,Metadata_BraSol-2010_database.txt#method=GFD,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-0f25a8bd6179416c5acf06d6170f54787d226e1733b2bec2cd4443e0e7ecacad,src-7a87a0b10f6a84e78c66fd0035532ca6f6cceb923527ac9d4c9f78c5f959ae9a,A-0022|TOP,As,As,10,mg/kg,soil,,ppp_method_specific_total_or_extractable_soil,<,,10,mg/kg,-8.0875559999999993,-48.470889,-8.087556,-48.470889,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,8,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,pressed powder pellet; no wet digestion,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=24,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,30.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / A-0022 / cerrado / pasture land,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,,,,Metadata_BraSol-2010_database.txt#method=PPP,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-46bb876c7f789c98c86e3ea93fee3e4824421e1e3bbf50876b0e572355532c90,src-7a87a0b10f6a84e78c66fd0035532ca6f6cceb923527ac9d4c9f78c5f959ae9a,A-0022|TOP,Cr,Cr,20.5,mg/kg,soil,,ppp_method_specific_total_or_extractable_soil,,,10,mg/kg,-8.0875559999999993,-48.470889,-8.087556,-48.470889,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,8,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,pressed powder pellet; no wet digestion,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=24,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,30.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / A-0022 / cerrado / pasture land,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,,,,Metadata_BraSol-2010_database.txt#method=PPP,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-e33d7621c90dd03b50772b8e30a0abda48038c26feda8f367919e128b4c08394,src-7a87a0b10f6a84e78c66fd0035532ca6f6cceb923527ac9d4c9f78c5f959ae9a,A-0022|TOP,Cu,Cu,14.3,mg/kg,soil,,ppp_method_specific_total_or_extractable_soil,,,10,mg/kg,-8.0875559999999993,-48.470889,-8.087556,-48.470889,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,8,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,pressed powder pellet; no wet digestion,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=24,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,30.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / A-0022 / cerrado / pasture land,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,,,,Metadata_BraSol-2010_database.txt#method=PPP,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-9e537d299123e72e4a8b99c009c276e88188e2020fd154c51e9bf6093f4795c4,src-7a87a0b10f6a84e78c66fd0035532ca6f6cceb923527ac9d4c9f78c5f959ae9a,A-0022|TOP,Ni,Ni,10,mg/kg,soil,,ppp_method_specific_total_or_extractable_soil,<,,10,mg/kg,-8.0875559999999993,-48.470889,-8.087556,-48.470889,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,8,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,pressed powder pellet; no wet digestion,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=24,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,30.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / A-0022 / cerrado / pasture land,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,,,,Metadata_BraSol-2010_database.txt#method=PPP,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-0541dae9b456bfdc25932ec7a9c71d287bc8dbf4c7d97bc6920799cf51d5b776,src-7a87a0b10f6a84e78c66fd0035532ca6f6cceb923527ac9d4c9f78c5f959ae9a,A-0022|TOP,Pb,Pb,10,mg/kg,soil,,ppp_method_specific_total_or_extractable_soil,<,,10,mg/kg,-8.0875559999999993,-48.470889,-8.087556,-48.470889,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,8,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,pressed powder pellet; no wet digestion,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=24,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,30.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / A-0022 / cerrado / pasture land,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,,,,Metadata_BraSol-2010_database.txt#method=PPP,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-0b5f5ce23e5eef9945004c487935dd952def9b64a1390e83a3ccc76c89df0a85,src-7a87a0b10f6a84e78c66fd0035532ca6f6cceb923527ac9d4c9f78c5f959ae9a,A-0022|TOP,Zn,Zn,10,mg/kg,soil,,ppp_method_specific_total_or_extractable_soil,<,,10,mg/kg,-8.0875559999999993,-48.470889,-8.087556,-48.470889,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,8,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,pressed powder pellet; no wet digestion,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=24,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,30.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / A-0022 / cerrado / pasture land,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,,,,Metadata_BraSol-2010_database.txt#method=PPP,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
