record_id,source_record_id,sample_id,element_or_analyte,analyte_reported,value,unit,medium,material,measurement_basis,value_qualifier,missing_reason,detection_limit,detection_limit_unit,original_latitude_raw,original_longitude_raw,latitude,longitude,source_crs,coordinate_transform_method,coordinate_uncertainty_m,geologic_unit,analytical_method,method_family,digestion_or_extraction,laboratory,license,source_tier,source_id,dataset_title,dataset_doi,dataset_version,source_file,source_row,source_locator,official_source_url,file_sha256,sampled_at,sample_depth_min_m,sample_depth_max_m,grain_fraction,coordinate_evidence_scope,coordinate_policy_id,coordinate_latitude_field,coordinate_longitude_field,sample_type_raw,sample_type,sample_type_mapping_status,sample_type_missing_reason,geographic_context_raw,survey_area,map_sheet,cruise_track,lithology_raw,lithology,soil_horizon_raw,soil_horizon,sediment_environment,water_body_type,water_fraction,filtered_state,geologic_unit_raw,geologic_age_raw,tectonic_setting_raw,matched_geologic_unit,geology_map_source,geology_map_version,match_method,match_scale,boundary_distance_m,match_uncertainty,geology_missing_reason,method_scope,method_assignment_basis,preparation,analytical_technique,instrument,quantitation_limit,quantitation_limit_unit,reference_materials,method_source_locator,method_publication_id,method_missing_reason,citation_id_raw,publication_id,publication_doi,citation_text_raw,citation_scope,citation_assignment_basis,upstream_primary_source_id,citation_resolution_status,citation_missing_reason,access_status,research_use_status,license_url,license_scope,attribution_required,redistribution_status,terms_verified_at
rec-ac7544c62b2d7e88082acf5e1c68f86e78012cb6aef314d3a08c30162dae9360,src-e5611d9c0bdfee805d33e34fc75f5098f7efc5f2ec991c063cc610e96c0ae420,B-0515|TOP,Cr,Cr,34,mg/kg,soil,,gfd_method_specific_total_or_extractable_soil,<,,34,mg/kg,-12.161667,-38.570694000000003,-12.161667,-38.570694,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,15,,WD-XRF (Bruker S8 Tiger) on glass fusion disc,,glass fusion disc preparation,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=73,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,26.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / B-0515 / atlantic rain forest / pasture land,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,WD-XRF (Bruker S8 Tiger) on glass fusion disc,,,,,Metadata_BraSol-2010_database.txt#method=GFD,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-29247a190b584169d2d2369c3129e15a0d9435dc8c93528619ec637b49e39e90,src-e5611d9c0bdfee805d33e34fc75f5098f7efc5f2ec991c063cc610e96c0ae420,B-0515|TOP,Cu,Cu,17.7,mg/kg,soil,,ppp_method_specific_total_or_extractable_soil,,,10,mg/kg,-12.161667,-38.570694000000003,-12.161667,-38.570694,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,15,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,pressed powder pellet; no wet digestion,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=73,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,26.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / B-0515 / atlantic rain forest / pasture land,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,,,,Metadata_BraSol-2010_database.txt#method=PPP,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-024b71ab634531c873085e85c4fac300ed83839a31b7c2814f7ddc706f3a7d6a,src-e5611d9c0bdfee805d33e34fc75f5098f7efc5f2ec991c063cc610e96c0ae420,B-0515|TOP,Ni,Ni,12,mg/kg,soil,,gfd_method_specific_total_or_extractable_soil,<,,12,mg/kg,-12.161667,-38.570694000000003,-12.161667,-38.570694,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,15,,WD-XRF (Bruker S8 Tiger) on glass fusion disc,,glass fusion disc preparation,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=73,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,26.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / B-0515 / atlantic rain forest / pasture land,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,WD-XRF (Bruker S8 Tiger) on glass fusion disc,,,,,Metadata_BraSol-2010_database.txt#method=GFD,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-0774e02fc6631188b4eef0d87fc70dd6c5b4d51aa33b99c5b7ac6fd580b67097,src-e5611d9c0bdfee805d33e34fc75f5098f7efc5f2ec991c063cc610e96c0ae420,B-0515|TOP,Pb,Pb,10,mg/kg,soil,,ppp_method_specific_total_or_extractable_soil,<,,10,mg/kg,-12.161667,-38.570694000000003,-12.161667,-38.570694,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,15,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,pressed powder pellet; no wet digestion,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=73,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,26.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / B-0515 / atlantic rain forest / pasture land,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,,,,Metadata_BraSol-2010_database.txt#method=PPP,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-60c21bda6be8b3de15b9949999cd5c2ea1f9f4a1b2e3c34c26cfdb5cad9fbe66,src-e5611d9c0bdfee805d33e34fc75f5098f7efc5f2ec991c063cc610e96c0ae420,B-0515|TOP,Zn,Zn,24.102,mg/kg,soil,,gfd_method_specific_total_or_extractable_soil,,,16,mg/kg,-12.161667,-38.570694000000003,-12.161667,-38.570694,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,15,,WD-XRF (Bruker S8 Tiger) on glass fusion disc,,glass fusion disc preparation,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=73,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,26.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / B-0515 / atlantic rain forest / pasture land,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,WD-XRF (Bruker S8 Tiger) on glass fusion disc,,,,,Metadata_BraSol-2010_database.txt#method=GFD,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-6c33eae9b7241472aa578424e811929333e519c55cb4aeabf48120fa628c3c76,src-0b1901d4dd31fd07a8671fbfb698de2ca484e7f89e459a252382fa0eeb8e143b,A-0025|TOP,As,As,36.200000000000003,mg/kg,soil,,icpms_method_specific_total_or_extractable_soil,,,3,mg/kg,-10.084111,-48.316916999999997,-10.084111,-48.316917,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,8,,ICP-MS (ELAN 9000) after full HF-HNO3 digestion,,full digestion with HF and HNO3 in Walner equipment,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=27,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,31.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / A-0025 / cerrado / pasture land,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,ICP-MS (ELAN 9000) after full HF-HNO3 digestion,,,,,Metadata_BraSol-2010_database.txt#method=ICPMS,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-501fd5ffbb2489ff8e3ff7122066a481b5d2c1f8d09b561db17fc32f0ab60f24,src-0b1901d4dd31fd07a8671fbfb698de2ca484e7f89e459a252382fa0eeb8e143b,A-0025|TOP,Cr,Cr,156.26472999999999,mg/kg,soil,,icpms_method_specific_total_or_extractable_soil,,,3,mg/kg,-10.084111,-48.316916999999997,-10.084111,-48.316917,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,8,,ICP-MS (ELAN 9000) after full HF-HNO3 digestion,,full digestion with HF and HNO3 in Walner equipment,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=27,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,31.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / A-0025 / cerrado / pasture land,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,ICP-MS (ELAN 9000) after full HF-HNO3 digestion,,,,,Metadata_BraSol-2010_database.txt#method=ICPMS,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-f4a4c06bd49de0b658dc9dbe7ecc9aca41b6552abf29ffcc66b2733b8c783e01,src-0b1901d4dd31fd07a8671fbfb698de2ca484e7f89e459a252382fa0eeb8e143b,A-0025|TOP,Cu,Cu,9.3806399999999996,mg/kg,soil,,icpms_method_specific_total_or_extractable_soil,,,1,mg/kg,-10.084111,-48.316916999999997,-10.084111,-48.316917,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,8,,ICP-MS (ELAN 9000) after full HF-HNO3 digestion,,full digestion with HF and HNO3 in Walner equipment,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=27,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,31.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / A-0025 / cerrado / pasture land,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,ICP-MS (ELAN 9000) after full HF-HNO3 digestion,,,,,Metadata_BraSol-2010_database.txt#method=ICPMS,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-7d7981a63374446601641123da603e0a847a9b6862d0e53b82b935694e9b990c,src-0b1901d4dd31fd07a8671fbfb698de2ca484e7f89e459a252382fa0eeb8e143b,A-0025|TOP,Ni,Ni,8.2145600000000005,mg/kg,soil,,icpms_method_specific_total_or_extractable_soil,,,0.5,mg/kg,-10.084111,-48.316916999999997,-10.084111,-48.316917,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,8,,ICP-MS (ELAN 9000) after full HF-HNO3 digestion,,full digestion with HF and HNO3 in Walner equipment,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=27,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,31.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / A-0025 / cerrado / pasture land,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,ICP-MS (ELAN 9000) after full HF-HNO3 digestion,,,,,Metadata_BraSol-2010_database.txt#method=ICPMS,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-c41d080b65565896c5720b2880a34c3607c0894113ba3bdc26c2e06d1ca43bbc,src-0b1901d4dd31fd07a8671fbfb698de2ca484e7f89e459a252382fa0eeb8e143b,A-0025|TOP,Pb,Pb,22.36523,mg/kg,soil,,icpms_method_specific_total_or_extractable_soil,,,0.5,mg/kg,-10.084111,-48.316916999999997,-10.084111,-48.316917,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,8,,ICP-MS (ELAN 9000) after full HF-HNO3 digestion,,full digestion with HF and HNO3 in Walner equipment,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=27,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,31.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / A-0025 / cerrado / pasture land,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,ICP-MS (ELAN 9000) after full HF-HNO3 digestion,,,,,Metadata_BraSol-2010_database.txt#method=ICPMS,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-144efba4eb0be663b239722b099e1170fa254e6ccee3d4b6be26ebae12394686,src-0b1901d4dd31fd07a8671fbfb698de2ca484e7f89e459a252382fa0eeb8e143b,A-0025|TOP,Zn,Zn,26.32328,mg/kg,soil,,icpms_method_specific_total_or_extractable_soil,,,0.5,mg/kg,-10.084111,-48.316916999999997,-10.084111,-48.316917,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,8,,ICP-MS (ELAN 9000) after full HF-HNO3 digestion,,full digestion with HF and HNO3 in Walner equipment,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=27,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,31.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / A-0025 / cerrado / pasture land,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,ICP-MS (ELAN 9000) after full HF-HNO3 digestion,,,,,Metadata_BraSol-2010_database.txt#method=ICPMS,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-d64fa4d41a4d0b5118cf9bc57f8818d8ec21f75e4cfb7e873bed8050181134c6,src-079cbea6ef1da6d3812bff8b41eaa1a3163b45d3a0ae7e521a7308391fb8a0d9,B-0527|TOP,As,As,10,mg/kg,soil,,ppp_method_specific_total_or_extractable_soil,<,,10,mg/kg,-11.787333,-46.383667000000003,-11.787333,-46.383667,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,8,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,pressed powder pellet; no wet digestion,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=85,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,31.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / B-0527 / cerrado / flame cut,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,,,,Metadata_BraSol-2010_database.txt#method=PPP,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-d5bd4d2a7fe1bf2666d24c3e41f516dff174651b68b9be2651a7a126b63d713e,src-079cbea6ef1da6d3812bff8b41eaa1a3163b45d3a0ae7e521a7308391fb8a0d9,B-0527|TOP,Cr,Cr,10.5,mg/kg,soil,,ppp_method_specific_total_or_extractable_soil,,,10,mg/kg,-11.787333,-46.383667000000003,-11.787333,-46.383667,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,8,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,pressed powder pellet; no wet digestion,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=85,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,31.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / B-0527 / cerrado / flame cut,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,,,,Metadata_BraSol-2010_database.txt#method=PPP,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-70334210f9856948c3c4bc7b917f1080267defb38a3dadbc1ab5385d1945bdb8,src-079cbea6ef1da6d3812bff8b41eaa1a3163b45d3a0ae7e521a7308391fb8a0d9,B-0527|TOP,Cu,Cu,18.2,mg/kg,soil,,ppp_method_specific_total_or_extractable_soil,,,10,mg/kg,-11.787333,-46.383667000000003,-11.787333,-46.383667,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,8,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,pressed powder pellet; no wet digestion,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=85,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,31.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / B-0527 / cerrado / flame cut,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,,,,Metadata_BraSol-2010_database.txt#method=PPP,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
rec-245edf93f61c4595f8937748ed0ca2a28f275fc3798a217c784360f6ac9c7475,src-079cbea6ef1da6d3812bff8b41eaa1a3163b45d3a0ae7e521a7308391fb8a0d9,B-0527|TOP,Ni,Ni,10,mg/kg,soil,,ppp_method_specific_total_or_extractable_soil,<,,10,mg/kg,-11.787333,-46.383667000000003,-11.787333,-46.383667,EPSG:4326,publisher WGS84 DMS/decimal agreement; identity,8,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,pressed powder pellet; no wet digestion,,CC-BY-4.0,peer_reviewed,pangaea-brasol-ne-brazil-soil,Soil chemical database of the BraSol-2010 project,10.1594/PANGAEA.969055,2024-07-01,Data_BraSol-2010_database.xlsx,,Data_BraSol-2010_database.xlsx#sheet=Tabelle1&row=85,https://download.pangaea.de/dataset/969055/files/Data_BraSol-2010_database.xlsx,0b1ade544b3b4faaade86eaed6378999e542d978ab0af9b7fa5ceb0dc6b3574d,31.07.08,0,0.2,,,,,,TOP,soil_topsoil,exact,,northeastern Brazil transects / B-0527 / cerrado / flame cut,northeastern Brazil transects,,,sediments,,TOP,topsoil_0_20cm,,,,,,,,,,,,,,,not_reported,dataset_parameter,publisher_metadata_and_selected_method_column,,WD-XRF (Bruker S8 Tiger) on pressed powder pellet,,,,,Metadata_BraSol-2010_database.txt#method=PPP,doi:10.1144/1467-7873/10-RA-046,,,doi:10.1144/1467-7873/10-RA-046,10.1144/1467-7873/10-RA-046,"[""Matschullat, Jörg (2024): Soil chemical database of the BraSol-2010 project. PANGAEA. https://doi.org/10.1594/PANGAEA.969055""]",dataset,dataset_metadata,,resolved,,public_download,permitted_research,https://creativecommons.org/licenses/by/4.0/,dataset,true,not_evaluated_for_project_output,2026-08-15T07:00:00Z
