sample_key,sample_id,source_ids,medium,sample_type,latitude,longitude,coordinate_status,latitude_band,lithology,matched_geologic_unit,geologic_unit_id,sediment_environment,water_body_type,grain_fraction,sample_depth_min_m,sample_depth_max_m,sampled_at_min,sampled_at_max,n_elements,elements,n_records
australia-ngsa::2007190227002 Fine,2007190227002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-28.6086,142.5779,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,7/06/2008,7/06/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190228001 Fine,2007190228001 Fine,australia-ngsa,sediment,sediment_outlet_top,-32.9836,138.0154,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,17/07/2007,17/07/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190228002 Fine,2007190228002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-32.9836,138.0154,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,17/07/2007,17/07/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190229001 Fine,2007190229001 Fine,australia-ngsa,sediment,sediment_outlet_top,-31.2279,119.6805,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,3/07/2007,3/07/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190229002 Fine,2007190229002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-31.2279,119.6805,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,3/07/2007,3/07/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190230001 Fine,2007190230001 Fine,australia-ngsa,sediment,sediment_outlet_top,-28.2882,118.3183,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,22/02/2008,22/02/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190230002 Fine,2007190230002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-28.2882,118.3183,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,22/02/2008,22/02/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190231001 Fine,2007190231001 Fine,australia-ngsa,sediment,sediment_outlet_top,-28.3554,116.6591,canonical_wgs84,subtropical,,GLiM:2:vb,,outlet_catchment,,<75 µm,,,17/11/2007,17/11/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190231002 Fine,2007190231002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-28.3554,116.6591,canonical_wgs84,subtropical,,GLiM:2:vb,,outlet_catchment,,<75 µm,,,17/11/2007,17/11/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190232001 Fine,2007190232001 Fine,australia-ngsa,sediment,sediment_outlet_top,-36.1712,144.7471,canonical_wgs84,temperate,,GLiM:1:su,,outlet_catchment,,<75 µm,,,23/10/2007,23/10/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190232002 Fine,2007190232002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-36.1712,144.7471,canonical_wgs84,temperate,,GLiM:1:su,,outlet_catchment,,<75 µm,,,23/10/2007,23/10/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190233001 Fine,2007190233001 Fine,australia-ngsa,sediment,sediment_outlet_top,-22.2404,137.1125,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,15/05/2008,15/05/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190233002 Fine,2007190233002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-22.2404,137.1125,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,15/05/2008,15/05/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190234001 Fine,2007190234001 Fine,australia-ngsa,sediment,sediment_outlet_top,-28.0505,150.1469,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,26/10/2007,26/10/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190234002 Fine,2007190234002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-28.0505,150.1469,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,26/10/2007,26/10/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190235001 Fine,2007190235001 Fine,australia-ngsa,sediment,sediment_outlet_top,-24.7004,115.309,canonical_wgs84,subtropical,,GLiM:5:sm,,outlet_catchment,,<75 µm,,,1/03/2008,1/03/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190235002 Fine,2007190235002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-24.7004,115.309,canonical_wgs84,subtropical,,GLiM:5:sm,,outlet_catchment,,<75 µm,,,1/03/2008,1/03/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190237001 Fine,2007190237001 Fine,australia-ngsa,sediment,sediment_outlet_top,-24.0527,147.7664,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,14/10/2007,14/10/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190237002 Fine,2007190237002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-24.0527,147.7664,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,14/10/2007,14/10/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190238001 Fine,2007190238001 Fine,australia-ngsa,sediment,sediment_outlet_top,-27.2707,122.9383,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,1/04/2008,1/04/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190238002 Fine,2007190238002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-27.2707,122.9383,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,1/04/2008,1/04/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190239001 Fine,2007190239001 Fine,australia-ngsa,sediment,sediment_outlet_top,-20.7317,133.4897,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,30/07/2008,30/07/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190239002 Fine,2007190239002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-20.7317,133.4897,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,30/07/2008,30/07/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190242001 Fine,2007190242001 Fine,australia-ngsa,sediment,sediment_outlet_top,-24.8289,134.1901,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,19/04/2008,19/04/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190242002 Fine,2007190242002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-24.8289,134.1901,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,19/04/2008,19/04/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190243001 Fine,2007190243001 Fine,australia-ngsa,sediment,sediment_outlet_top,-34.0558,141.7953,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,19/02/2008,19/02/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190243002 Fine,2007190243002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-34.0558,141.7953,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,19/02/2008,19/02/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190244001 Fine,2007190244001 Fine,australia-ngsa,sediment,sediment_outlet_top,-28.6164,119.0561,canonical_wgs84,subtropical,,GLiM:14:ev,,outlet_catchment,,<75 µm,,,6/03/2008,6/03/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190244002 Fine,2007190244002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-28.6164,119.0561,canonical_wgs84,subtropical,,GLiM:14:ev,,outlet_catchment,,<75 µm,,,6/03/2008,6/03/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190245001 Fine,2007190245001 Fine,australia-ngsa,sediment,sediment_outlet_top,-28.7293,123.8622,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,28/03/2008,28/03/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190245002 Fine,2007190245002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-28.7293,123.8622,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,28/03/2008,28/03/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190246001 Fine,2007190246001 Fine,australia-ngsa,sediment,sediment_outlet_top,-16.0825,136.3183,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,17/07/2008,17/07/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190246002 Fine,2007190246002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-16.0825,136.3183,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,17/07/2008,17/07/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190249001 Fine,2007190249001 Fine,australia-ngsa,sediment,sediment_outlet_top,-29.9187,121.3594,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,21/02/2008,21/02/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190249002 Fine,2007190249002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-29.9187,121.3594,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,21/02/2008,21/02/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190251001 Fine,2007190251001 Fine,australia-ngsa,sediment,sediment_outlet_top,-31.6779,135.386,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,26/09/2009,26/09/2009,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190251002 Fine,2007190251002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-31.6779,135.386,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,26/09/2009,26/09/2009,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190252001 Fine,2007190252001 Fine,australia-ngsa,sediment,sediment_outlet_top,-14.6245,144.2471,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,6/08/2008,6/08/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190252002 Fine,2007190252002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-14.6245,144.2471,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,6/08/2008,6/08/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190253001 Fine,2007190253001 Fine,australia-ngsa,sediment,sediment_outlet_top,-30.8376,140.6597,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,27/09/2008,27/09/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190253002 Fine,2007190253002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-30.8376,140.6597,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,27/09/2008,27/09/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190257001 Fine,2007190257001 Fine,australia-ngsa,sediment,sediment_outlet_top,-35.8178,142.4117,canonical_wgs84,temperate,,GLiM:1:su,,outlet_catchment,,<75 µm,,,16/10/2007,16/10/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190257002 Fine,2007190257002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-35.8178,142.4117,canonical_wgs84,temperate,,GLiM:1:su,,outlet_catchment,,<75 µm,,,16/10/2007,16/10/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190259001 Fine,2007190259001 Fine,australia-ngsa,sediment,sediment_outlet_top,-33.3491,145.882,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,6/09/2007,6/09/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190259002 Fine,2007190259002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-33.3491,145.882,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,6/09/2007,6/09/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190261001 Fine,2007190261001 Fine,australia-ngsa,sediment,sediment_outlet_top,-18.5404,144.1146,canonical_wgs84,tropical,,GLiM:9:pa,,outlet_catchment,,<75 µm,,,6/10/2007,6/10/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190261002 Fine,2007190261002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-18.5404,144.1146,canonical_wgs84,tropical,,GLiM:9:pa,,outlet_catchment,,<75 µm,,,6/10/2007,6/10/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190263001 Fine,2007190263001 Fine,australia-ngsa,sediment,sediment_outlet_top,-32.4377,142.5283,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,2/04/2008,2/04/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190263002 Fine,2007190263002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-32.4377,142.5283,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,2/04/2008,2/04/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190264001 Fine,2007190264001 Fine,australia-ngsa,sediment,sediment_outlet_top,-20.9932,146.2946,canonical_wgs84,tropical,,GLiM:3:ss,,outlet_catchment,,<75 µm,,,12/10/2007,12/10/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190264002 Fine,2007190264002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-20.9932,146.2946,canonical_wgs84,tropical,,GLiM:3:ss,,outlet_catchment,,<75 µm,,,12/10/2007,12/10/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190265001 Fine,2007190265001 Fine,australia-ngsa,sediment,sediment_outlet_top,-19.641,136.0504,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,9/10/2007,9/10/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190265002 Fine,2007190265002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-19.641,136.0504,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,9/10/2007,9/10/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190267001 Fine,2007190267001 Fine,australia-ngsa,sediment,sediment_outlet_top,-20.9514,117.4412,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,4/04/2008,4/04/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190267002 Fine,2007190267002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-20.9514,117.4412,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,4/04/2008,4/04/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190268001 Fine,2007190268001 Fine,australia-ngsa,sediment,sediment_outlet_top,-35.3487,146.2836,canonical_wgs84,temperate,,GLiM:1:su,,outlet_catchment,,<75 µm,,,19/12/2007,19/12/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190268002 Fine,2007190268002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-35.3487,146.2836,canonical_wgs84,temperate,,GLiM:1:su,,outlet_catchment,,<75 µm,,,19/12/2007,19/12/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190269001 Fine,2007190269001 Fine,australia-ngsa,sediment,sediment_outlet_top,-22.8591,131.5524,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,30/05/2008,30/05/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190269002 Fine,2007190269002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-22.8591,131.5524,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,30/05/2008,30/05/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190271001 Fine,2007190271001 Fine,australia-ngsa,sediment,sediment_outlet_top,-29.3302,142.5206,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,27/05/2008,27/05/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190271002 Fine,2007190271002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-29.3302,142.5206,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,27/05/2008,27/05/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190272001 Fine,2007190272001 Fine,australia-ngsa,sediment,sediment_outlet_top,-30.8484,138.1672,canonical_wgs84,subtropical,,GLiM:8:mt,,outlet_catchment,,<75 µm,,,19/05/2009,19/05/2009,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190272002 Fine,2007190272002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-30.8484,138.1672,canonical_wgs84,subtropical,,GLiM:8:mt,,outlet_catchment,,<75 µm,,,19/05/2009,19/05/2009,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190273001 Fine,2007190273001 Fine,australia-ngsa,sediment,sediment_outlet_top,-25.1788,143.2605,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,29/05/2008,29/05/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190273002 Fine,2007190273002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-25.1788,143.2605,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,29/05/2008,29/05/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190274001 Fine,2007190274001 Fine,australia-ngsa,sediment,sediment_outlet_top,-23.558,141.3611,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,4/04/2008,4/04/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190274002 Fine,2007190274002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-23.558,141.3611,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,4/04/2008,4/04/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190275001 Fine,2007190275001 Fine,australia-ngsa,sediment,sediment_outlet_top,-30.312,119.0205,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,6/12/2007,6/12/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190275002 Fine,2007190275002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-30.312,119.0205,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,6/12/2007,6/12/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190276001 Fine,2007190276001 Fine,australia-ngsa,sediment,sediment_outlet_top,-29.6406,145.2503,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,30/04/2008,30/04/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190276002 Fine,2007190276002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-29.6406,145.2503,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,30/04/2008,30/04/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190278001 Fine,2007190278001 Fine,australia-ngsa,sediment,sediment_outlet_top,-29.4583,150.0853,canonical_wgs84,subtropical,,GLiM:3:ss,,outlet_catchment,,<75 µm,,,5/02/2008,5/02/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190278002 Fine,2007190278002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-29.4583,150.0853,canonical_wgs84,subtropical,,GLiM:3:ss,,outlet_catchment,,<75 µm,,,5/02/2008,5/02/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190279001 Fine,2007190279001 Fine,australia-ngsa,sediment,sediment_outlet_top,-35.1245,147.5432,canonical_wgs84,temperate,,GLiM:1:su,,outlet_catchment,,<75 µm,,,18/12/2007,18/12/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190279002 Fine,2007190279002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-35.1245,147.5432,canonical_wgs84,temperate,,GLiM:1:su,,outlet_catchment,,<75 µm,,,18/12/2007,18/12/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190281001 Fine,2007190281001 Fine,australia-ngsa,sediment,sediment_outlet_top,-23.8917,113.9952,canonical_wgs84,subtropical,,GLiM:6:sc,,outlet_catchment,,<75 µm,,,30/03/2008,30/03/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190281002 Fine,2007190281002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-23.8917,113.9952,canonical_wgs84,subtropical,,GLiM:6:sc,,outlet_catchment,,<75 µm,,,30/03/2008,30/03/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190282001 Fine,2007190282001 Fine,australia-ngsa,sediment,sediment_outlet_top,-24.1068,116.455,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,1/03/2008,1/03/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190282002 Fine,2007190282002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-24.1068,116.455,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,1/03/2008,1/03/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190283001 Fine,2007190283001 Fine,australia-ngsa,sediment,sediment_outlet_top,-24.5338,131.2238,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,2/04/2009,2/04/2009,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190283002 Fine,2007190283002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-24.5338,131.2238,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,2/04/2009,2/04/2009,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190284001 Fine,2007190284001 Fine,australia-ngsa,sediment,sediment_outlet_top,-27.2356,151.198,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,26/07/2007,26/07/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190284002 Fine,2007190284002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-27.2356,151.198,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,26/07/2007,26/07/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190286001 Fine,2007190286001 Fine,australia-ngsa,sediment,sediment_outlet_top,-30.4583,147.6841,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,14/04/2008,14/04/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190286002 Fine,2007190286002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-30.4583,147.6841,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,14/04/2008,14/04/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190287001 Fine,2007190287001 Fine,australia-ngsa,sediment,sediment_outlet_top,-29.5506,115.8131,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,18/11/2007,18/11/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190287002 Fine,2007190287002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-29.5506,115.8131,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,18/11/2007,18/11/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190288001 Fine,2007190288001 Fine,australia-ngsa,sediment,sediment_outlet_top,-14.94,132.4177,canonical_wgs84,tropical,,GLiM:3:ss,,outlet_catchment,,<75 µm,,,12/07/2008,12/07/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190288002 Fine,2007190288002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-14.94,132.4177,canonical_wgs84,tropical,,GLiM:3:ss,,outlet_catchment,,<75 µm,,,12/07/2008,12/07/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190290001 Fine,2007190290001 Fine,australia-ngsa,sediment,sediment_outlet_top,-17.6576,133.5424,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,23/05/2008,23/05/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190290002 Fine,2007190290002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-17.6576,133.5424,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,23/05/2008,23/05/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190291001 Fine,2007190291001 Fine,australia-ngsa,sediment,sediment_outlet_top,-14.0533,135.8666,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,17/08/2009,17/08/2009,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190291002 Fine,2007190291002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-14.0533,135.8666,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,17/08/2009,17/08/2009,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190292001 Fine,2007190292001 Fine,australia-ngsa,sediment,sediment_outlet_top,-25.2228,118.9882,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,27/02/2008,27/02/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190292002 Fine,2007190292002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-25.2228,118.9882,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,27/02/2008,27/02/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190293001 Fine,2007190293001 Fine,australia-ngsa,sediment,sediment_outlet_top,-24.3121,145.2032,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,31/05/2008,31/05/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190293002 Fine,2007190293002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-24.3121,145.2032,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,31/05/2008,31/05/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190294001 Fine,2007190294001 Fine,australia-ngsa,sediment,sediment_outlet_top,-26.9311,133.8295,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,8/09/2009,8/09/2009,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190294002 Fine,2007190294002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-26.9311,133.8295,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,8/09/2009,8/09/2009,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190298001 Fine,2007190298001 Fine,australia-ngsa,sediment,sediment_outlet_top,-25.0562,140.1791,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,25/05/2008,25/05/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190298002 Fine,2007190298002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-25.0562,140.1791,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,25/05/2008,25/05/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190299001 Fine,2007190299001 Fine,australia-ngsa,sediment,sediment_outlet_top,-28.5677,144.2594,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,28/10/2008,28/10/2008,4,As;Cu;Pb;Zn,4
