sample_key,sample_id,source_ids,medium,sample_type,latitude,longitude,coordinate_status,latitude_band,lithology,matched_geologic_unit,geologic_unit_id,sediment_environment,water_body_type,grain_fraction,sample_depth_min_m,sample_depth_max_m,sampled_at_min,sampled_at_max,n_elements,elements,n_records
australia-ngsa-mercury::2007190001001 Fine,2007190001001 Fine,australia-ngsa-mercury,sediment,sediment_outlet_top,-12.6551,142.2717,canonical_wgs84,tropical,,GLiM:3:ss,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190001002 Fine,2007190001002 Fine,australia-ngsa-mercury,sediment,sediment_outlet_bottom,-12.6551,142.2717,canonical_wgs84,tropical,,GLiM:3:ss,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190002002 Fine,2007190002002 Fine,australia-ngsa-mercury,sediment,sediment_outlet_bottom,-13.1195,141.9851,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190003001 Fine,2007190003001 Fine,australia-ngsa-mercury,sediment,sediment_outlet_top,-22.7017,114.8976,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190003002 Fine,2007190003002 Fine,australia-ngsa-mercury,sediment,sediment_outlet_bottom,-22.7017,114.8976,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190004001 Fine,2007190004001 Fine,australia-ngsa-mercury,sediment,sediment_outlet_top,-22.7363,116.122,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190004002 Fine,2007190004002 Fine,australia-ngsa-mercury,sediment,sediment_outlet_bottom,-22.7363,116.122,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190005001 Fine,2007190005001 Fine,australia-ngsa-mercury,sediment,sediment_outlet_top,-27.8225,153.0022,canonical_wgs84,subtropical,,GLiM:8:mt,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190005002 Fine,2007190005002 Fine,australia-ngsa-mercury,sediment,sediment_outlet_bottom,-27.8225,153.0022,canonical_wgs84,subtropical,,GLiM:8:mt,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190007001 Fine,2007190007001 Fine,australia-ngsa-mercury,sediment,sediment_outlet_top,-24.1167,118.3824,canonical_wgs84,subtropical,,GLiM:3:ss,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190007002 Fine,2007190007002 Fine,australia-ngsa-mercury,sediment,sediment_outlet_bottom,-24.1167,118.3824,canonical_wgs84,subtropical,,GLiM:3:ss,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190009001 Fine,2007190009001 Fine,australia-ngsa-mercury,sediment,sediment_outlet_top,-29.5469,148.5809,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190009002 Fine,2007190009002 Fine,australia-ngsa-mercury,sediment,sediment_outlet_bottom,-29.5469,148.5809,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190010001 Fine,2007190010001 Fine,australia-ngsa-mercury,sediment,sediment_outlet_top,-17.1653,131.413,canonical_wgs84,tropical,,GLiM:2:vb,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190010002 Fine,2007190010002 Fine,australia-ngsa-mercury,sediment,sediment_outlet_bottom,-17.1653,131.413,canonical_wgs84,tropical,,GLiM:2:vb,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190011001 Fine,2007190011001 Fine,australia-ngsa-mercury,sediment,sediment_outlet_top,-28.3459,146.8424,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190011002 Fine,2007190011002 Fine,australia-ngsa-mercury,sediment,sediment_outlet_bottom,-28.3459,146.8424,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190012001 Fine,2007190012001 Fine,australia-ngsa-mercury,sediment,sediment_outlet_top,-22.9801,145.2473,canonical_wgs84,tropical,,GLiM:5:sm,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190012002 Fine,2007190012002 Fine,australia-ngsa-mercury,sediment,sediment_outlet_bottom,-22.9801,145.2473,canonical_wgs84,tropical,,GLiM:5:sm,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190013001 Fine,2007190013001 Fine,australia-ngsa-mercury,sediment,sediment_outlet_top,-25.8488,135.2452,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190013002 Fine,2007190013002 Fine,australia-ngsa-mercury,sediment,sediment_outlet_bottom,-25.8488,135.2452,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190014001 Fine,2007190014001 Fine,australia-ngsa-mercury,sediment,sediment_outlet_top,-35.7518,143.6603,canonical_wgs84,temperate,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190014002 Fine,2007190014002 Fine,australia-ngsa-mercury,sediment,sediment_outlet_bottom,-35.7518,143.6603,canonical_wgs84,temperate,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190015001 Fine,2007190015001 Fine,australia-ngsa-mercury,sediment,sediment_outlet_top,-23.5343,149.7069,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190015002 Fine,2007190015002 Fine,australia-ngsa-mercury,sediment,sediment_outlet_bottom,-23.5343,149.7069,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190016001 Fine,2007190016001 Fine,australia-ngsa-mercury,sediment,sediment_outlet_top,-30.8569,119.9266,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190016002 Fine,2007190016002 Fine,australia-ngsa-mercury,sediment,sediment_outlet_bottom,-30.8569,119.9266,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190017001 Fine,2007190017001 Fine,australia-ngsa-mercury,sediment,sediment_outlet_top,-20.7195,120.9245,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190017002 Fine,2007190017002 Fine,australia-ngsa-mercury,sediment,sediment_outlet_bottom,-20.7195,120.9245,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190018001 Fine,2007190018001 Fine,australia-ngsa-mercury,sediment,sediment_outlet_top,-30.9634,118.7959,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190018002 Fine,2007190018002 Fine,australia-ngsa-mercury,sediment,sediment_outlet_bottom,-30.9634,118.7959,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190019001 Fine,2007190019001 Fine,australia-ngsa-mercury,sediment,sediment_outlet_top,-34.876,150.4985,canonical_wgs84,subtropical,,GLiM:3:ss,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190032001 Fine,2007190032001 Fine,australia-ngsa-mercury,sediment,sediment_outlet_top,-38.0882,144.2791,canonical_wgs84,temperate,,GLiM:5:sm,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190054001 Fine,2007190054001 Fine,australia-ngsa-mercury,sediment,sediment_outlet_top,-33.3062,139.7598,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190054002 Fine,2007190054002 Fine,australia-ngsa-mercury,sediment,sediment_outlet_bottom,-33.3062,139.7598,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190074001 Fine,2007190074001 Fine,australia-ngsa-mercury,sediment,sediment_outlet_top,-26.7486,134.4646,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190118001 Fine,2007190118001 Fine,australia-ngsa-mercury,sediment,sediment_outlet_top,-12.9586,132.383,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190136001 Fine,2007190136001 Fine,australia-ngsa-mercury,sediment,sediment_outlet_top,-41.504,147.0589,canonical_wgs84,temperate,,GLiM:4:pb,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190136002 Fine,2007190136002 Fine,australia-ngsa-mercury,sediment,sediment_outlet_bottom,-41.504,147.0589,canonical_wgs84,temperate,,GLiM:4:pb,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190181001 Fine,2007190181001 Fine,australia-ngsa-mercury,sediment,sediment_outlet_top,-30.1478,148.3915,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190213002 Fine,2007190213002 Fine,australia-ngsa-mercury,sediment,sediment_outlet_bottom,-22.7004,114.8981,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190389002 Fine,2007190389002 Fine,australia-ngsa-mercury,sediment,sediment_outlet_bottom,-26.7625,134.5393,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190406002 Fine,2007190406002 Fine,australia-ngsa-mercury,sediment,sediment_outlet_bottom,-21.531,147.0484,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190471002 Fine,2007190471002 Fine,australia-ngsa-mercury,sediment,sediment_outlet_bottom,-25.2964,133.1016,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190692002 Fine,2007190692002 Fine,australia-ngsa-mercury,sediment,sediment_outlet_bottom,-32.6919,145.1566,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007190970001 Fine,2007190970001 Fine,australia-ngsa-mercury,sediment,sediment_outlet_top,-41.0492,144.6748,canonical_wgs84,temperate,,GLiM:5:sm,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007191166002 Fine,2007191166002 Fine,australia-ngsa-mercury,sediment,sediment_outlet_bottom,-42.4756,146.7227,canonical_wgs84,temperate,,GLiM:10:vi,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa-mercury::2007191182002 Fine,2007191182002 Fine,australia-ngsa-mercury,sediment,sediment_outlet_bottom,-37.7195,148.476,canonical_wgs84,temperate,,GLiM:5:sm,,outlet_catchment,,<75 µm,,,,,1,Hg,1
australia-ngsa::2007190001001 Fine,2007190001001 Fine,australia-ngsa,sediment,sediment_outlet_top,-12.6551,142.2717,canonical_wgs84,tropical,,GLiM:3:ss,,outlet_catchment,,<75 µm,,,9/08/2008,9/08/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190001002 Fine,2007190001002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-12.6551,142.2717,canonical_wgs84,tropical,,GLiM:3:ss,,outlet_catchment,,<75 µm,,,9/08/2008,9/08/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190002001 Fine,2007190002001 Fine,australia-ngsa,sediment,sediment_outlet_top,-13.1195,141.9851,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,9/08/2008,9/08/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190002002 Fine,2007190002002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-13.1195,141.9851,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,9/08/2008,9/08/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190004001 Fine,2007190004001 Fine,australia-ngsa,sediment,sediment_outlet_top,-22.7363,116.122,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,3/05/2008,3/05/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190004002 Fine,2007190004002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-22.7363,116.122,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,3/05/2008,3/05/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190007001 Fine,2007190007001 Fine,australia-ngsa,sediment,sediment_outlet_top,-24.1167,118.3824,canonical_wgs84,subtropical,,GLiM:3:ss,,outlet_catchment,,<75 µm,,,10/05/2008,10/05/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190007002 Fine,2007190007002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-24.1167,118.3824,canonical_wgs84,subtropical,,GLiM:3:ss,,outlet_catchment,,<75 µm,,,10/05/2008,10/05/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190009001 Fine,2007190009001 Fine,australia-ngsa,sediment,sediment_outlet_top,-29.5469,148.5809,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,4/02/2008,4/02/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190009002 Fine,2007190009002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-29.5469,148.5809,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,4/02/2008,4/02/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190010001 Fine,2007190010001 Fine,australia-ngsa,sediment,sediment_outlet_top,-17.1653,131.413,canonical_wgs84,tropical,,GLiM:2:vb,,outlet_catchment,,<75 µm,,,10/04/2008,10/04/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190010002 Fine,2007190010002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-17.1653,131.413,canonical_wgs84,tropical,,GLiM:2:vb,,outlet_catchment,,<75 µm,,,10/04/2008,10/04/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190011001 Fine,2007190011001 Fine,australia-ngsa,sediment,sediment_outlet_top,-28.3459,146.8424,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,31/10/2007,31/10/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190011002 Fine,2007190011002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-28.3459,146.8424,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,31/10/2007,31/10/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190012001 Fine,2007190012001 Fine,australia-ngsa,sediment,sediment_outlet_top,-22.9801,145.2473,canonical_wgs84,tropical,,GLiM:5:sm,,outlet_catchment,,<75 µm,,,31/03/2008,31/03/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190012002 Fine,2007190012002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-22.9801,145.2473,canonical_wgs84,tropical,,GLiM:5:sm,,outlet_catchment,,<75 µm,,,31/03/2008,31/03/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190013001 Fine,2007190013001 Fine,australia-ngsa,sediment,sediment_outlet_top,-25.8488,135.2452,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,7/05/2008,7/05/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190013002 Fine,2007190013002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-25.8488,135.2452,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,7/05/2008,7/05/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190014001 Fine,2007190014001 Fine,australia-ngsa,sediment,sediment_outlet_top,-35.7518,143.6603,canonical_wgs84,temperate,,GLiM:1:su,,outlet_catchment,,<75 µm,,,22/10/2007,22/10/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190014002 Fine,2007190014002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-35.7518,143.6603,canonical_wgs84,temperate,,GLiM:1:su,,outlet_catchment,,<75 µm,,,22/10/2007,22/10/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190015001 Fine,2007190015001 Fine,australia-ngsa,sediment,sediment_outlet_top,-23.5343,149.7069,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,25/10/2007,25/10/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190015002 Fine,2007190015002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-23.5343,149.7069,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,25/10/2007,25/10/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190016001 Fine,2007190016001 Fine,australia-ngsa,sediment,sediment_outlet_top,-30.8569,119.9266,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,3/07/2007,3/07/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190016002 Fine,2007190016002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-30.8569,119.9266,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,3/07/2007,3/07/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190017001 Fine,2007190017001 Fine,australia-ngsa,sediment,sediment_outlet_top,-20.7195,120.9245,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,7/06/2008,7/06/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190017002 Fine,2007190017002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-20.7195,120.9245,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,7/06/2008,7/06/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190018001 Fine,2007190018001 Fine,australia-ngsa,sediment,sediment_outlet_top,-30.9634,118.7959,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,6/12/2007,6/12/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190018002 Fine,2007190018002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-30.9634,118.7959,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,6/12/2007,6/12/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190019001 Fine,2007190019001 Fine,australia-ngsa,sediment,sediment_outlet_top,-34.876,150.4985,canonical_wgs84,subtropical,,GLiM:3:ss,,outlet_catchment,,<75 µm,,,30/11/2007,30/11/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190019002 Fine,2007190019002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-34.876,150.4985,canonical_wgs84,subtropical,,GLiM:3:ss,,outlet_catchment,,<75 µm,,,30/11/2007,30/11/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190021001 Fine,2007190021001 Fine,australia-ngsa,sediment,sediment_outlet_top,-27.641,142.781,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,8/06/2008,8/06/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190021002 Fine,2007190021002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-27.641,142.781,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,8/06/2008,8/06/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190022001 Fine,2007190022001 Fine,australia-ngsa,sediment,sediment_outlet_top,-29.1282,149.0005,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,5/02/2008,5/02/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190022002 Fine,2007190022002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-29.1282,149.0005,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,5/02/2008,5/02/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190023001 Fine,2007190023001 Fine,australia-ngsa,sediment,sediment_outlet_top,-22.874,138.7608,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,3/04/2008,3/04/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190023002 Fine,2007190023002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-22.874,138.7608,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,3/04/2008,3/04/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190024001 Fine,2007190024001 Fine,australia-ngsa,sediment,sediment_outlet_top,-16.8116,122.8996,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,13/06/2008,13/06/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190024002 Fine,2007190024002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-16.8116,122.8996,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,13/06/2008,13/06/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190025001 Fine,2007190025001 Fine,australia-ngsa,sediment,sediment_outlet_top,-22.3121,149.4741,canonical_wgs84,tropical,,GLiM:7:va,,outlet_catchment,,<75 µm,,,19/10/2007,19/10/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190025002 Fine,2007190025002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-22.3121,149.4741,canonical_wgs84,tropical,,GLiM:7:va,,outlet_catchment,,<75 µm,,,19/10/2007,19/10/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190028001 Fine,2007190028001 Fine,australia-ngsa,sediment,sediment_outlet_top,-31.8126,123.8542,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,22/01/2008,22/01/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190028002 Fine,2007190028002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-31.8126,123.8542,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,22/01/2008,22/01/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190029001 Fine,2007190029001 Fine,australia-ngsa,sediment,sediment_outlet_top,-31.1569,125.6804,canonical_wgs84,subtropical,,GLiM:6:sc,,outlet_catchment,,<75 µm,,,29/01/2008,29/01/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190029002 Fine,2007190029002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-31.1569,125.6804,canonical_wgs84,subtropical,,GLiM:6:sc,,outlet_catchment,,<75 µm,,,29/01/2008,29/01/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190031001 Fine,2007190031001 Fine,australia-ngsa,sediment,sediment_outlet_top,-30.1907,147.7138,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,15/04/2008,15/04/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190031002 Fine,2007190031002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-30.1907,147.7138,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,15/04/2008,15/04/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190033001 Fine,2007190033001 Fine,australia-ngsa,sediment,sediment_outlet_top,-24.997,131.4607,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,2/04/2009,2/04/2009,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190033002 Fine,2007190033002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-24.997,131.4607,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,2/04/2009,2/04/2009,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190034001 Fine,2007190034001 Fine,australia-ngsa,sediment,sediment_outlet_top,-24.1443,118.4823,canonical_wgs84,subtropical,,GLiM:3:ss,,outlet_catchment,,<75 µm,,,10/05/2008,10/05/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190034002 Fine,2007190034002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-24.1443,118.4823,canonical_wgs84,subtropical,,GLiM:3:ss,,outlet_catchment,,<75 µm,,,10/05/2008,10/05/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190036001 Fine,2007190036001 Fine,australia-ngsa,sediment,sediment_outlet_top,-26.3152,143.1686,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,31/05/2008,31/05/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190036002 Fine,2007190036002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-26.3152,143.1686,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,31/05/2008,31/05/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190038001 Fine,2007190038001 Fine,australia-ngsa,sediment,sediment_outlet_top,-19.8299,135.394,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,7/10/2007,7/10/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190038002 Fine,2007190038002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-19.8299,135.394,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,7/10/2007,7/10/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190041001 Fine,2007190041001 Fine,australia-ngsa,sediment,sediment_outlet_top,-20.6387,142.6312,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,1/10/2007,1/10/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190041002 Fine,2007190041002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-20.6387,142.6312,canonical_wgs84,tropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,1/10/2007,1/10/2007,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190042001 Fine,2007190042001 Fine,australia-ngsa,sediment,sediment_outlet_top,-38.0123,143.6445,canonical_wgs84,temperate,,GLiM:2:vb,,outlet_catchment,,<75 µm,,,3/03/2008,3/03/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190042002 Fine,2007190042002 Fine,australia-ngsa,sediment,sediment_outlet_bottom,-38.0123,143.6445,canonical_wgs84,temperate,,GLiM:2:vb,,outlet_catchment,,<75 µm,,,3/03/2008,3/03/2008,4,As;Cu;Pb;Zn,4
australia-ngsa::2007190043001 Fine,2007190043001 Fine,australia-ngsa,sediment,sediment_outlet_top,-31.6369,124.9322,canonical_wgs84,subtropical,,GLiM:1:su,,outlet_catchment,,<75 µm,,,24/01/2008,24/01/2008,4,As;Cu;Pb;Zn,4
