cohort_id,element_or_analyte,medium,sample_type,grain_fraction,measurement_basis,method_family,digestion_or_extraction,unit_layer,comparability_tier,n_quantified_records,n_censored_records,n_not_normalized_records,quantified_fraction,n_quantified_samples,n_sources,source_ids,dominant_source_id,dominant_source_share,n_with_coordinates,n_with_geology_match,workflow_band_high,workflow_band_medium,workflow_band_low,bbox_west,bbox_south,bbox_east,bbox_north,sampled_at_min,sampled_at_max
cohort-3ac74778a097,Zn,water,water_river,,freshwater_total_operational_fraction_ug_per_l,other_total_metals_with_in_bottle_digestion_and_inductively_coupled_plasma_sector_field_mass_spectrometer,GEMStat total operational fraction,ug/L,single_lineage_ready,291,0,0,1.0,291,1,gemstat-open-archive,gemstat-open-archive,1.0,291,0,0,291,0,-139.78,51.21,-117.7,67.58,2003-03-24T07:15,2013-05-21T11:05
cohort-d10b8476ae5a,Zn,water,water_seawater,,dissolved_seawater_molar_per_mass,,dissolved_fraction; multiple linked BODC method records unresolved to observation,nmol/kg,single_lineage_ready,2859,0,0,1.0,2814,1,geotraces-idp2025,geotraces-idp2025,1.0,2859,0,0,2859,0,-179.990997,-77.7015,180.0,89.990501,2005-01-27T00:16:58,2017-08-01T12:42:18
cohort-aedf05f7eee2,Zn,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_213440,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,97,0,0,1.0,97,1,geotraces-idp2025,geotraces-idp2025,1.0,97,0,0,97,0,154.408997,-52.056999,160.020004,-42.255501,2006-07-17T00:33:58,2006-07-27T03:45:59
cohort-9c8666bff0b9,Zn,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_310901,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,998,0,0,1.0,967,1,geotraces-idp2025,geotraces-idp2025,1.0,998,0,0,998,0,-67.804504,-49.547199,-28.008209,64.000198,2010-05-02T22:44:43,2012-08-09T09:42:14
cohort-f056c8aa86e6,Zn,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_320981,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,87,0,0,1.0,87,1,geotraces-idp2025,geotraces-idp2025,1.0,87,0,0,87,0,139.839996,-65.416298,140.209,-56.929298,2008-03-29T13:15:38,2008-04-04T17:29:50
cohort-88e6d201d590,Zn,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_321261,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,30,0,0,1.0,30,1,geotraces-idp2025,geotraces-idp2025,1.0,30,0,0,30,0,143.014008,-44.9519,152.466995,-44.238499,2007-01-20T08:01:19,2007-02-18T05:19:00
cohort-4a46e93a0371,Zn,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_321968,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,127,0,0,1.0,127,1,geotraces-idp2025,geotraces-idp2025,1.0,127,0,0,127,0,57.6133,-37.751801,86.0299,16.7495,2009-11-18T02:53:24,2009-12-24T11:49:18
cohort-b2727e09a6c3,Zn,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_493419,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,33,0,0,1.0,33,1,geotraces-idp2025,geotraces-idp2025,1.0,33,0,0,33,0,165.001007,30.000799,165.003006,40.000401,2011-07-21T04:07:39,2011-07-23T23:31:19
cohort-e9258cff13f6,Zn,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_571336,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,67,0,0,1.0,67,1,geotraces-idp2025,geotraces-idp2025,1.0,67,0,0,67,0,-48.093201,41.3829,-13.887604,55.841301,2014-05-24T23:03:50,2014-06-22T22:43:10
cohort-8a4008d85f65,Zn,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_577993,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,137,0,0,1.0,137,1,geotraces-idp2025,geotraces-idp2025,1.0,137,0,0,137,0,-129.235001,60.445999,-56.550201,76.332199,2015-07-17T23:55:05,2015-09-27T05:56:44
cohort-3f29eb9a7ffd,Zn,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_578889,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,111,0,0,1.0,111,1,geotraces-idp2025,geotraces-idp2025,1.0,111,0,0,111,0,-143.697998,-71.699303,167.360001,-53.132999,2017-01-09T10:49:58,2017-03-09T12:55:00
cohort-1a549a9746eb,Zn,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_579050,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,373,0,0,1.0,373,1,geotraces-idp2025,geotraces-idp2025,1.0,373,0,0,373,0,-116.779999,71.566101,159.033005,89.165703,2015-08-20T03:27:23,2015-10-08T22:07:45
cohort-abc1594f2312,Zn,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_581556,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,exploratory_only,8,0,0,1.0,8,1,geotraces-idp2025,geotraces-idp2025,1.0,8,0,0,8,0,72.056,-50.625401,72.056,-50.625401,2011-11-16T12:26:33,2011-11-16T12:26:33
cohort-25a1683ef274,Zn,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_584223,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,55,0,0,1.0,55,1,geotraces-idp2025,geotraces-idp2025,1.0,55,0,0,55,0,139.848999,-66.428299,149.966003,-56.929798,2018-01-24T14:53:15,2018-02-03T19:03:03
cohort-832d7f01a1d5,Zn,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_584489,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,116,0,0,1.0,116,1,geotraces-idp2025,geotraces-idp2025,1.0,116,0,0,116,0,-174.5,-15.0,-160.770004,-3.5,2011-10-17T15:00:00,2011-10-24T10:00:00
cohort-fd4aef0a48ff,Zn,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_591664,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,132,0,0,1.0,132,1,geotraces-idp2025,geotraces-idp2025,1.0,132,0,0,132,0,74.110603,-63.2729,93.549301,-58.6577,2016-01-24T06:10:32,2016-02-14T22:15:56
cohort-aa551585a71b,Zn,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_591909,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,120,0,0,1.0,120,1,geotraces-idp2025,geotraces-idp2025,1.0,120,0,0,120,0,30.0,-58.515999,30.257999,-41.004002,2017-07-06T04:22:00,2017-07-10T21:05:30
cohort-8f75b92e07d9,Zn,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_673984,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,127,0,0,1.0,127,1,geotraces-idp2025,geotraces-idp2025,1.0,127,0,0,127,0,-152.001007,-19.985701,-152.0,42.052601,2018-10-08T07:44:18,2018-11-22T07:33:10
cohort-363a75accd0f,Zn,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_675629,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,32,0,0,1.0,22,1,geotraces-idp2025,geotraces-idp2025,1.0,32,0,0,32,0,138.576004,-55.870399,139.054001,-55.812199,2020-12-25T03:26:49,2020-12-28T11:42:26
cohort-7bf9573ea4d9,Zn,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_675923,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,223,0,0,1.0,223,1,geotraces-idp2025,geotraces-idp2025,1.0,223,0,0,223,0,-155.735992,-74.1763,-112.134995,-50.999802,2017-12-27T08:58:14,2018-02-02T14:10:02
cohort-6c3f423ebd60,Zn,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_676007,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,289,0,0,1.0,289,1,geotraces-idp2025,geotraces-idp2025,1.0,289,0,0,289,0,-54.524597,-70.175102,0.09967,-59.084,2018-12-27T00:05:58,2019-02-01T02:45:59
cohort-afce4413342e,Zn,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_676476,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,49,0,0,1.0,49,1,geotraces-idp2025,geotraces-idp2025,1.0,49,0,0,49,0,-0.999512,-56.000099,-0.000183,-54.000099,2019-07-24T23:11:29,2019-11-09T14:26:46
cohort-d1d9f81549f8,Zn,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_682902,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,178,0,0,1.0,178,1,geotraces-idp2025,geotraces-idp2025,1.0,178,0,0,178,0,-0.000946,-27.0637,12.8915,-9.71301,2015-11-23T03:57:09,2015-12-15T00:15:30
cohort-1601da76855a,Zn,water,water_seawater,,dissolved_seawater_molar_per_mass,other_bodc_originator_and_methods_record_685156,dissolved_fraction; linked BODC cruise-analyte method record,nmol/kg,single_lineage_ready,27,0,0,1.0,27,1,geotraces-idp2025,geotraces-idp2025,1.0,27,0,0,27,0,-137.578995,72.537003,-136.929993,75.285202,2009-09-07T19:58:19,2009-09-10T01:41:28
cohort-0188c09e0690,Zn,water,water_stream,<0.45 micrometre filtered fraction,dissolved_<0.45um_stream_water,other_icp_qms_for_published_trace_metals,filtered below 0.45 micrometres and acidified to 1% v/v HNO3,ug/L,single_lineage_ready,797,0,0,1.0,797,1,foregs-stream-water,foregs-stream-water,1.0,797,0,0,797,0,-8.74,35.5,31.22,70.16,,
